2016-01-08 19:48:52.030293,TRACE_DYNAMICS,str, 1459, esc,1493, aa, -0.02, 0.01, 0.02, heading, -6.44,rpm,200,0, 0,33601,ping,37.07,odo,-55,ms,890450,us,890450517,ypr,6.44, -3.60, -0.28
2016-01-08 19:48:52.039353,TRACE_DYNAMICS,str, 1459, esc,1493, aa, -0.02, 0.01, 0.02, heading, -6.44,rpm,500,0, 0,33601,ping,37.07,odo,-55,ms,890460,us,890460516,ypr,6.44, -3.60, -0.28
2016-01-08 19:48:52.049572,TRACE_DYNAMICS,str, 1460, esc,1494, aa, -0.03, 0.01, 0.02, heading, -6.44,rpm,500,0, 0,33601,ping,37.07,odo,-55,ms,890470,us,890470512,ypr,6.44, -3.60, -0.28
2016-01-08 19:48:52.059667,TRACE_DYNAMICS,str, 1460, esc,1494, aa, -0.03, 0.02, 0.01, heading, -6.44,rpm,400,0, 0,33601,ping,37.07,odo,-55,ms,890480,us,890480512,ypr,6.44, -3.60, -0.28
2016-01-08 19:48:52.068555,TRACE_DYNAMICS,str, 1459, esc,1494, aa, -0.03, 0.02, 0.02, heading, -6.44,rpm,400,0, 0,33601,ping,37.07,odo,-55,ms,890490,us,890490508,ypr,6.44, -3.60, -0.28
2016-01-08 19:48:52.079796,TRACE_DYNAMICS,str, 1460, esc,1494, aa, -0.03, 0.03, 0.03, heading, -6.44,rpm,500,0, 0,33601,ping,37.07,odo,-55,ms,890500,us,890500504,ypr,6.44, -3.60, -0.28
2016-01-08 19:48:52.089835,TRACE_DYNAMICS,str, 1459, esc,1493, aa, -0.02, 0.03, 0.03, heading, -6.44,rpm,500,0, 0,33601,ping,37.07,odo,-55,ms,890510,us,890510531,ypr,6.44, -3.60, -0.28
2016-01-08 19:48:52.098687,TRACE_DYNAMICS,str, 1460, esc,1494, aa, -0.02, 0.02, 0.03, heading, -6.44,rpm,400,0, 0,33601,ping,37.08,odo,-55,ms,890520,us,890520511,ypr,6.44, -3.60, -0.28
2016-01-08 19:48:52.108711,TRACE_DYNAMICS,str, 1460, esc,1494, aa, -0.02, 0.02, 0.02, heading, -6.44,rpm,600,0, 0,33601,ping,37.08,odo,-55,ms,890530,us,890530520,ypr,6.44, -3.60, -0.28
2016-01-08 19:48:52.119907,TRACE_DYNAMICS,str, 1462, esc,1494, aa, -0.02, 0.03, 0.02, heading, -6.44,rpm,500,0, 0,33601,ping,37.08,odo,-55,ms,890540,us,890540516,ypr,6.44, -3.60, -0.28
2016-01-08 19:48:52.128754,TRACE_DYNAMICS,str, 1459, esc,1495, aa, -0.01, 0.02, 0.03, heading, -6.44,rpm,500,0, 0,33601,ping,37.08,odo,-55,ms,890550,us,890550511,ypr,6.44, -3.60, -0.28
2016-01-08 19:48:52.138771,TRACE_DYNAMICS,str, 1459, esc,1494, aa, -0.02, 0.02, 0.03, heading, -6.44,rpm,400,0, 0,33601,ping,37.08,odo,-55,ms,890560,us,890560516,ypr,6.44, -3.60, -0.28
2016-01-08 19:48:52.149938,TRACE_DYNAMICS,str, 1460, esc,1494, aa, -0.01, 0.02, 0.03, heading, -6.44,rpm,500,0, 0,33601,ping,37.08,odo,-55,ms,890570,us,890570515,ypr,6.44, -3.60, -0.28
2016-01-08 19:48:52.159924,TRACE_DYNAMICS,str, 1459, esc,1494, aa, -0.01, 0.02, 0.03, heading, -6.44,rpm,500,0, 0,33601,ping,37.08,odo,-55,ms,890580,us,890580509,ypr,6.44, -3.60, -0.28
2016-01-08 19:48:52.168775,TRACE_DYNAMICS,str, 1460, esc,1494, aa, -0.02, 0.02, 0.02, heading, -6.44,rpm,500,0, 0,33601,ping,37.08,odo,-55,ms,890590,us,890590516,ypr,6.44, -3.60, -0.28
2016-01-08 19:48:52.178784,TRACE_DYNAMICS,str, 1461, esc,1494, aa, -0.02, 0.02, 0.02, heading, -6.44,rpm,500,0, 0,33601,ping,37.08,odo,-55,ms,890600,us,890600516,ypr,6.44, -3.60, -0.28
2016-01-08 19:48:52.189941,TRACE_DYNAMICS,str, 1460, esc,1494, aa, -0.02, 0.02, 0.03, heading, -6.44,rpm,500,0, 0,33601,ping,37.08,odo,-55,ms,890610,us,890610529,ypr,6.44, -3.60, -0.28
2016-01-08 19:48:52.199131,TRACE_DYNAMICS,str, 1459, esc,1495, aa, -0.02, 0.02, 0.03, heading, -6.44,rpm,500,0, 0,33601,ping,36.92,odo,-55,ms,890620,us,890620510,ypr,6.44, -3.60, -0.28
2016-01-08 19:48:52.209183,TRACE_DYNAMICS,str, 1460, esc,1494, aa, -0.02, 0.02, 0.02, heading, -6.44,rpm,200,0, 0,33601,ping,36.92,odo,-55,ms,890630,us,890630509,ypr,6.44, -3.60, -0.28
2016-01-08 19:48:52.219315,TRACE_DYNAMICS,str, 1460, esc,1494, aa, -0.03, 0.01, 0.02, heading, -6.44,rpm,500,0, 0,33601,ping,36.92,odo,-55,ms,890640,us,890640511,ypr,6.44, -3.61, -0.28
2016-01-08 19:48:52.228201,TRACE_DYNAMICS,str, 1460, esc,1494, aa, -0.04, 0.02, 0.01, heading, -6.44,rpm,500,0, 0,33601,ping,36.92,odo,-55,ms,890650,us,890650512,ypr,6.44, -3.60, -0.28
2016-01-08 19:48:52.239462,TRACE_DYNAMICS,str, 1460, esc,1494, aa, -0.03, 0.02, 0.02, heading, -6.44,rpm,300,0, 0,33601,ping,36.92,odo,-55,ms,890660,us,890660518,ypr,6.44, -3.60, -0.28
