2016-05-08 16:05:38.110310,TD,str,1480,esc,1488,aa,-0.06,0.07,0.05,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22844,933671792,odo_fr,0,0,odoTD,str,1480,esc,1488,aa,-0.07,0.09,0.04,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22844,933671792,odo_fr,0,0,odo_bl,45264,933588896,odo_br,43525,933438258,ms,933714,us,933714461,ypr,111.67,11.66,0.97,vbat,8.32
2016-05-08 16:05:38.139297,TD,str,1480,esc,1489,aa,-0.07,0.09,0.07,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22844,933671792,odo_fr,0,0,odoTD,str,1480,esc,1488,aa,-0.06,0.07,0.05,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22844,933671792,odo_fr,0,0,odoTD,str,1480,esc,1489,aa,-0.09,0.07,0.02,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22844,933671792,odo_fr,0,0,odo_bl,45264,933588896,odo_br,43526,933737944,ms,933744,us,933744418,ypr,111.69,11.65,0.97,vbat,8.32
2016-05-08 16:05:38.150351,TD,str,1478,esc,1488,aa,-0.12,0.06,0.01,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22844,933671792,odo_fr,0,0,odo_bl,45264,933588896,odo_br,43526,933737944,ms,933754,us,933754418,ypr,111.69,11.64,0.96,vbat,8.32
2016-05-08 16:05:38.169552,TD,str,1478,esc,1489,aa,-0.17,0.08,0.02,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22844,933671792,odo_fr,0,0,odo_bl,45264,933588896,odo_br,43526,933737944,ms,933774,us,933774388,ypr,111.70,11.62,0.97,vbat,8.32
2016-05-08 16:05:38.180391,TD,str,1478,esc,1489,aa,-0.15,0.06,0.01,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22844,933671792,odo_fr,0,0,odo_bl,45264,933588896,odo_br,43526,933737944,ms,933784,us,933784373,ypr,111.70,11.61,0.97,vbat,8.30
2016-05-08 16:05:38.189985,TD,str,1479,esc,1489,aa,-0.18,0.09,0.03,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22844,933671792,odo_fr,0,0,odo_bl,45264,933588896,odo_br,43526,933737944,ms,933794,us,933794420,ypr,111.70,11.60,0.97,vbat,8.30
2016-05-08 16:05:38.199694,TD,str,1480,esc,1488,aa,-0.23,0.08,0.02,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22844,933671792,odo_fr,0,0,odo_bl,45264,933588896,odo_br,43526,933737944,ms,933804,us,933804330,ypr,111.70,11.59,0.97,vbat,8.30
2016-05-08 16:05:38.219309,TD,str,1481,esc,1489,aa,-0.24,0.05,0.01,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22844,933671792,odo_fr,0,0,odoTD,str,1480,esc,1489,aa,-0.24,0.06,-0.00,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22844,933671792,odo_fr,0,0,odo_bl,45264,933588896,odo_br,43526,933737944,ms,933824,us,933824324,ypr,111.70,11.57,0.96,vbat,8.32
2016-05-08 16:05:38.245719,TD,str,1480,esc,1489,aa,-0.21,0.10,0.03,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22844,933671792,odo_fr,0,0,odo_bl,45264,933588896,odo_br,43526,933737944,ms,933844,us,933844298,ypr,111.72,11.56,0.97,vbat,8.32
2016-05-08 16:05:38.249755,TD,str,1480,esc,1488,aa,-0.23,0.08,0.01,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22844,933671792,odo_fr,0,0,odoTD,str,1480,esc,1489,aa,-0.20,0.09,0.04,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22844,933671792,odo_fr,0,0,odoTD,str,1478,esc,1488,aa,-0.19,0.10,0.05,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22844,933671792,odo_fr,0,0,odo_bl,45264,933588896,odo_br,43526,933737944,ms,933854,us,933854274,ypr,111.72,11.56,0.96,vbat,8.32
2016-05-08 16:05:38.259476,TD,str,1478,esc,1489,aa,-0.15,0.09,0.04,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22844,933671792,odo_fr,0,0,odo_bl,45264,933588896,odo_br,43526,933737944,ms,933864,us,933864266,ypr,111.74,11.56,0.95,vbat,8.32
2016-05-08 16:05:38.269765,TD,str,1479,esc,1488,aa,-0.13,0.08,0.02,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22844,933671792,odo_fr,0,0,odo_bl,45264,933588896,odo_br,43526,933737944,ms,933874,us,933874250,ypr,111.75,11.56,0.93,vbat,8.32
2016-05-08 16:05:38.289104,TD,str,1478,esc,1489,aa,-0.12,0.08,0.03,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22844,933671792,odo_fr,0,0,odo_bl,45264,933588896,odo_br,43526,933737944,ms,933894,us,933894234,ypr,111.77,11.55,0.90,vbat,8.30
2016-05-08 16:05:38.299598,TD,str,1480,esc,1489,aa,-0.14,0.07,0.03,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22844,933671792,odo_fr,0,0,odo_bl,45264,933588896,odo_br,43526,933737944,ms,933904,us,933904222,ypr,111.76,11.54,0.89,vbat,8.30
2016-05-08 16:05:38.308914,TD,str,1478,esc,1490,aa,-0.16,0.08,0.02,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22844,933671792,odo_fr,0,0,odoo_bl,45264,933588896,odo_br,43526,933737944,ms,933914,us,933914205,ypr,111.76,11.53,0.87,vbat,8.30
2016-05-08 16:05:38.350168,TD,str,1478,esc,1488,aa,-0.22,0.03,-0.03,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22844,933671792,odo_fr,0,0,odTD,str,1478,esc,1488,aa,-0.26,0.05,0.01,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22844,933671792,odo_fr,0,0,odoTD,str,1480,esc,1489,aa,-0.33,0.07,0.07,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22844,933671792,odo_fr,0,0,odoTD,str,1478,esc,1489,aa,-0.36,-0.03,-0.04,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22843,933935627,odo_fr,0,0,odo_bl,45264,933588896,odo_br,43525,933927271,ms,933954,us,933954184,ypr,111.69,11.45,0.84,vbat,8.30
2016-05-08 16:05:38.358729,TD,str,1479,esc,1489,aa,-0.32,0.02,0.19,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22843,933935627,odo_fr,0,0,odoo_bl,45264,933588896,odo_br,43525,933927271,ms,933964,us,933964164,ypr,111.68,11.43,0.85,vbat,8.30
2016-05-08 16:05:38.369544,TD,str,1480,esc,1488,aa,-0.37,0.01,-0.17,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22843,933935627,odo_fr,0,0,odTD,str,1480,esc,1488,aa,-0.34,0.01,-0.10,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22843,933935627,odo_fr,0,0,odo_bl,45264,933588896,odo_br,43525,933927271,ms,933974,us,933974157,ypr,111.68,11.43,0.84,vbat,8.32
2016-05-08 16:05:38.380157,TD,str,1480,esc,1489,aa,-0.29,0.14,0.08,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22843,933935627,odo_fr,0,0,odo_bl,45263,933983276,odo_br,43525,933927271,ms,933984,us,933984145,ypr,111.69,11.44,0.87,vbat,8.34
2016-05-08 16:05:38.389202,TD,str,1478,esc,1489,aa,-0.25,0.14,0.05,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22843,933935627,odo_fr,0,0,odo_bl,45263,933983276,odo_br,43524,933984638,ms,933994,us,933994138,ypr,111.70,11.43,0.87,vbat,8.32
2016-05-08 16:05:38.399346,TD,str,1478,esc,1488,aa,-0.21,0.16,0.10,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22843,933935627,odo_fr,0,0,odo_bl,45263,933983276,odo_br,43524,933984638,ms,934004,us,934004114,ypr,111.69,11.43,0.88,vbat,8.30
2016-05-08 16:05:38.419393,TD,str,1480,esc,1489,aa,-0.18,0.12,-0.04,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22843,933935627,odo_fr,0,0,odo_bl,45263,933983276,odo_br,43524,933984638,ms,934024,us,934024101,ypr,111.70,11.42,0.87,vbat,8.30
2016-05-08 16:05:38.430085,TD,str,1480,esc,1489,aa,-0.09,0.06,0.04,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22843,933935627,odo_fr,0,0,odo_bl,45262,934032317,odo_br,43524,933984638,ms,934034,us,934034079,ypr,111.70,11.43,0.87,vbat,8.30
2016-05-08 16:05:38.458871,TD,str,1480,esc,1489,aa,-0.03,0.05,0.11,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22842,934043882,odo_fr,0,0,odo_bl,45262,934032317,odo_br,43524,933984638,ms,934064,us,934064045,ypr,111.70,11.47,0.86,vbat,8.30
2016-05-08 16:05:38.469947,TD,str,1479,esc,1489,aa,-0.14,0.07,-0.03,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22843,933935627,odo_fr,0,0,odTD,str,1480,esc,1489,aa,-0.07,0.04,0.05,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22842,934043882,odo_fr,0,0,odoTD,str,1481,esc,1489,aa,0.01,0.09,0.03,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22842,934043882,odo_fr,0,0,odo_bl,45262,934032317,odo_br,43523,934070282,ms,934074,us,934074019,ypr,111.70,11.48,0.86,vbat,8.30
2016-05-08 16:05:38.479780,TD,str,1480,esc,1488,aa,-0.00,0.07,0.05,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22842,934043882,odo_fr,0,0,odoTD,str,1477,esc,1488,aa,0.05,0.10,0.04,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22842,934043882,odo_fr,0,0,odo_bl,45262,934032317,odo_br,43523,934070282,ms,934083,us,934084006,ypr,111.70,11.50,0.86,vbat,8.32
2016-05-08 16:05:38.488921,TD,str,1480,esc,1489,aa,0.07,0.10,0.05,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22842,934043882,odo_fr,0,0,odo_bl,45262,934032317,odo_br,43523,934070282,ms,934093,us,934094002,ypr,111.71,11.51,0.86,vbat,8.34
2016-05-08 16:05:38.499988,TD,str,1480,esc,1488,aa,0.08,0.08,0.06,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22842,934043882,odo_fr,0,0,odo_bl,45262,934032317,odo_br,43523,934070282,ms,934103,us,934103995,ypr,111.70,11.52,0.86,vbat,8.30
2016-05-08 16:05:38.508884,TD,str,1480,esc,1489,aa,0.09,0.06,0.07,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22842,934043882,odo_fr,0,0,odo_bl,45262,934032317,odo_br,43523,934070282,ms,934113,us,934113981,ypr,111.70,11.52,0.86,vbat,8.30
2016-05-08 16:05:38.530052,TD,str,1478,esc,1489,aa,0.11,0.07,0.11,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22842,934043882,odo_fr,0,0,odo_bl,45262,934032317,odo_br,43523,934070282,ms,934133,us,934133963,ypr,111.70,11.55,0.86,vbat,8.32
2016-05-08 16:05:38.550050,TD,str,1478,esc,1488,aa,0.12,0.08,0.09,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22842,934043882,odo_fr,0,0,odo_bl,45261,934141701,odo_br,43523,934070282,ms,934153,us,934153943,ypr,111.70,11.58,0.85,vbat,8.32
2016-05-08 16:05:38.558887,TD,str,1478,esc,1489,aa,0.13,0.09,0.09,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22842,934043882,odo_fr,0,0,odo_TD,str,1478,esc,1489,aa,0.14,0.09,0.06,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22842,934043882,odo_fr,0,0,odo_bl,45261,934141701,odo_br,43523,934070282,ms,934163,us,934163911,ypr,111.70,11.58,0.86,vbat,8.28
2016-05-08 16:05:38.569371,TD,str,1480,esc,1489,aa,0.11,0.05,0.07,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22842,934043882,odo_fr,0,0,odo_bl,45261,934141701,odo_br,43523,934070282,ms,934173,us,934173893,ypr,111.69,11.59,0.85,vbat,8.32
2016-05-08 16:05:38.589354,TD,str,1478,esc,1489,aa,0.14,0.07,0.06,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22842,934043882,odo_fr,0,0,odo_TD,str,1478,esc,1489,aa,0.15,0.06,0.09,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22842,934043882,odo_fr,0,0,odo_bl,45261,934141701,odo_br,43523,934070282,ms,934193,us,934193900,ypr,111.69,11.62,0.85,vbat,8.32
2016-05-08 16:05:38.608803,TD,str,1478,esc,1488,aa,0.14,0.06,0.08,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22842,934043882,odo_fr,0,0,odo_TD,str,1478,esc,1489,aa,0.14,0.06,0.09,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22842,934043882,odo_fr,0,0,odo_bl,45261,934141701,odo_br,43523,934070282,ms,934213,us,934213841,ypr,111.69,11.63,0.85,vbat,8.34
2016-05-08 16:05:38.619587,TD,str,1479,esc,1489,aa,0.13,0.07,0.07,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22842,934043882,odo_fr,0,0,odo_TD,str,1479,esc,1488,aa,0.11,0.08,0.07,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22842,934043882,odo_fr,0,0,odo_bl,45261,934141701,odo_br,43523,934070282,ms,934223,us,934223861,ypr,111.70,11.64,0.85,vbat,8.30
2016-05-08 16:05:38.639841,TD,str,1480,esc,1489,aa,0.08,0.08,0.07,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22842,934043882,odo_fr,0,0,odo_bl,45261,934141701,odo_br,43523,934070282,ms,934243,us,934243803,ypr,111.69,11.66,0.85,vbat,8.34
2016-05-08 16:05:38.649811,TD,str,1478,esc,1489,aa,0.07,0.08,0.08,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22842,934043882,odo_fr,0,0,odo_bl,45261,934141701,odo_br,43523,934070282,ms,934253,us,934253817,ypr,111.69,11.66,0.85,vbat,8.32
2016-05-08 16:05:38.659252,TD,str,1478,esc,1489,aa,0.04,0.07,0.08,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22842,934043882,odo_fr,0,0,odo_bl,45261,934141701,odo_br,43523,934070282,ms,934263,us,934263803,ypr,111.69,11.66,0.85,vbat,8.30
2016-05-08 16:05:38.669529,TD,str,1478,esc,1488,aa,-0.00,0.08,0.06,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22842,934043882,odo_fr,0,0,odo_bl,45261,934141701,odo_br,43523,934070282,ms,934273,us,934273788,ypr,111.69,11.66,0.85,vbat,8.30
2016-05-08 16:05:38.689134,TD,str,1478,esc,1489,aa,-0.04,0.08,0.05,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22842,934043882,odo_fr,0,0,odo_bl,45261,934141701,odo_br,43523,934070282,ms,934293,us,934293835,ypr,111.69,11.66,0.85,vbat,8.32
2016-05-08 16:05:38.719800,TD,str,1480,esc,1489,aa,-0.02,0.08,0.05,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22842,934043882,odo_fr,0,0,odoTD,str,1480,esc,1489,aa,-0.06,0.08,0.05,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22842,934043882,odo_fr,0,0,odoTD,str,1480,esc,1489,aa,-0.08,0.08,0.05,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22842,934043882,odo_fr,0,0,odo_bl,45262,934319232,odo_br,43523,934070282,ms,934323,us,934323709,ypr,111.69,11.66,0.85,vbat,8.30
2016-05-08 16:05:38.730204,TD,str,1481,esc,1488,aa,-0.10,0.07,0.04,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22842,934043882,odo_fr,0,0,odo_bl,45262,934319232,odo_br,43523,934070282,ms,934333,us,934333723,ypr,111.69,11.65,0.85,vbat,8.32
2016-05-08 16:05:38.739163,TD,str,1480,esc,1490,aa,-0.12,0.07,0.04,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22842,934043882,odo_fr,0,0,odo_bl,45262,934319232,odo_br,43523,934070282,ms,934343,us,934343695,ypr,111.69,11.65,0.85,vbat,8.30
2016-05-08 16:05:38.769602,TD,str,1480,esc,1488,aa,-0.17,0.07,0.02,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22842,934043882,odo_fr,0,0,odoTD,str,1481,esc,1489,aa,-0.18,0.07,0.02,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22842,934043882,odo_fr,0,0,odo_bl,45262,934319232,odo_br,43523,934070282,ms,934373,us,934373653,ypr,111.70,11.63,0.85,vbat,8.30
2016-05-08 16:05:38.789530,TD,str,1478,esc,1489,aa,-0.19,0.07,0.03,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22842,934043882,odo_fr,0,0,odo_bl,45262,934319232,odo_br,43523,934070282,ms,934393,us,934393637,ypr,111.69,11.62,0.85,vbat,8.32
2016-05-08 16:05:38.808952,TD,str,1478,esc,1488,aa,-0.19,0.07,0.03,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22842,934043882,odo_fr,0,0,odoTD,str,1480,esc,1489,aa,-0.18,0.07,0.02,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22842,934043882,odo_fr,0,0,odo_bl,45262,934319232,odo_br,43523,934070282,ms,934413,us,934413622,ypr,111.70,11.61,0.85,vbat,8.32
2016-05-08 16:05:38.839399,TD,str,1478,esc,1488,aa,-0.18,0.07,0.03,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22842,934043882,odo_fr,0,0,odo_bl,45262,934319232,odo_br,43523,934070282,ms,934443,us,934443579,ypr,111.70,11.59,0.85,vbat,8.30
2016-05-08 16:05:38.850576,TD,str,1478,esc,1489,aa,-0.20,0.07,0.02,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22842,934043882,odo_fr,0,0,odo_bl,45262,934319232,odo_br,43523,934070282,ms,934453,us,934453553,ypr,111.69,11.59,0.85,vbat,8.30
2016-05-08 16:05:38.858876,TD,str,1478,esc,1489,aa,-0.16,0.07,0.04,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22842,934043882,odo_fr,0,0,odoTD,str,1481,esc,1489,aa,-0.15,0.07,0.04,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22842,934043882,odo_fr,0,0,odo_bl,45262,934319232,odo_br,43523,934070282,ms,934463,us,934463555,ypr,111.69,11.59,0.85,vbat,8.32
2016-05-08 16:05:38.869575,TD,str,1481,esc,1488,aa,0.02,0.07,0.07,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22842,934043882,odo_fr,0,0,odo_TD,str,1480,esc,1488,aa,-0.13,0.07,0.04,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22842,934043882,odo_fr,0,0,odoTD,str,1480,esc,1489,aa,-0.15,0.07,0.02,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22842,934043882,odo_fr,0,0,odoTD,str,1480,esc,1489,aa,-0.18,0.07,0.03,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22842,934043882,odo_fr,0,0,odoTD,str,1478,esc,1489,aa,-0.19,0.07,0.02,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22842,934043882,odo_fr,0,0,odoTD,str,1481,esc,1488,aa,-0.14,0.07,0.04,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22842,934043882,odo_fr,0,0,odo_bl,45262,934319232,odo_br,43523,934070282,ms,934473,us,934473553,ypr,111.69,11.59,0.85,vbat,8.32
2016-05-08 16:05:38.880121,TD,str,1478,esc,1489,aa,-0.12,0.07,0.03,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22842,934043882,odo_fr,0,0,odo_bl,45262,934319232,odo_br,43523,934070282,ms,934483,us,934483550,ypr,111.69,11.59,0.85,vbat,8.32
2016-05-08 16:05:38.898356,TD,str,1478,esc,1488,aa,-0.11,0.07,0.03,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22842,934043882,odo_fr,0,0,odo_bl,45262,934319232,odo_br,43523,934070282,ms,934503,us,934503508,ypr,111.69,11.59,0.85,vbat,8.32
2016-05-08 16:05:38.909409,TD,str,1478,esc,1489,aa,-0.09,0.08,0.05,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22842,934043882,odo_fr,0,0,odo_bl,45262,934319232,odo_br,43523,934070282,ms,934513,us,934513496,ypr,111.69,11.59,0.85,vbat,8.32
2016-05-08 16:05:38.928596,TD,str,1478,esc,1488,aa,-0.10,0.08,0.03,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22842,934043882,odo_fr,0,0,odoTD,str,1478,esc,1489,aa,-0.08,0.07,0.05,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22842,934043882,odo_fr,0,0,odo_bl,45262,934319232,odo_br,43523,934070282,ms,934533,us,934533458,ypr,111.70,11.59,0.85,vbat,8.32
2016-05-08 16:05:38.938000,TD,str,1480,esc,1488,aa,-0.07,0.07,0.05,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22842,934043882,odo_fr,0,0,odoTD,str,1478,esc,1488,aa,-0.06,0.07,0.04,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22842,934043882,odo_fr,0,0,odo_bl,45262,934319232,odo_br,43523,934070282,ms,934543,us,934543501,ypr,111.70,11.60,0.85,vbat,8.28
2016-05-08 16:05:38.948352,TD,str,1478,esc,1489,aa,-0.04,0.08,0.04,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22842,934043882,odo_fr,0,0,odo_bl,45262,934319232,odo_br,43523,934070282,ms,934553,us,934553441,ypr,111.70,11.60,0.85,vbat,8.32
2016-05-08 16:05:38.959244,TD,str,1478,esc,1489,aa,-0.04,0.08,0.04,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22842,934043882,odo_fr,0,0,odo_bl,45262,934319232,odo_br,43523,934070282,ms,934563,us,934563439,ypr,111.70,11.60,0.85,vbat,8.28
2016-05-08 16:05:38.998189,TD,str,1480,esc,1489,aa,-0.03,0.07,0.05,spur_us,400890393,916857364,spur_odo,549,ping_mm,0,odo_fl,22842,934043882,odo_fr,0,0,odo_bl,45262,934319232,odo_br,43523,934070282,ms,934603,us,934603367,ypr,111.69,11.62,0.85,vbat,8.30
