2015-12-31 10:22:22.889191,TRACE_DYNAMICS,str, 1459, esc,1495, aa, 113, 495, 119, heading, 50.11,rpm,400,0, 0,28603,ping,36.60,odo,1825,ms,4513425,us,218458531,ypr,-50.11, -1.63, 0.01
2015-12-31 10:22:22.919027,TRACE_DYNAMICS,str, 1459, esc,1493, aa, 107, 491, 125, heading, 50.10,rpm,450,0, 0,28603,ping,36.60,odo,1825,ms,4513445,us,218478476,ypr,-50.10, -1.64, 0.00
2015-12-31 10:22:22.928472,TRACE_DYNAMICS,str, 1458, esc,1495, aa, 120, 498, 128, heading, 50.10,rpm,400,0, 0,28603,ping,36.60,odo,1825,ms,4513465,us,218498479,ypr,-50.10, -1.64, 0.01
2015-12-31 10:22:22.958199,TRACE_DYNAMICS,str, 1458, esc,1495, aa, 118, 499, 113, heading, 50.10,rpm,500,0, 0,28603,ping,36.60,odo,1825,ms,4513485,us,218518448,ypr,-50.10, -1.64, 0.01
2015-12-31 10:22:22.977742,TRACE_DYNAMICS,str, 1458, esc,1495, aa, 119, 496, 114, heading, 50.10,rpm,400,0, 0,28603,ping,36.60,odo,1825,ms,4513505,us,218538434,ypr,-50.10, -1.64, 0.01
2015-12-31 10:22:22.997278,TRACE_DYNAMICS,str, 1458, esc,1495, aa, 113, 493, 113, heading, 50.10,rpm,450,0, 0,28603,ping,36.46,odo,1825,ms,4513525,us,218558435,ypr,-50.10, -1.64, 0.01
2015-12-31 10:22:23.016804,TRACE_DYNAMICS,str, 1459, esc,1495, aa, 116, 490, 102, heading, 50.10,rpm,400,0, 0,28603,ping,36.46,odo,1825,ms,4513545,us,218578385,ypr,-50.10, -1.64, 0.01
2015-12-31 10:22:23.036332,TRACE_DYNAMICS,str, 1458, esc,1492, aa, 119, 495, 111, heading, 50.10,rpm,400,0, 0,28603,ping,36.46,odo,1825,ms,4513565,us,218598346,ypr,-50.10, -1.64, 0.01
2015-12-31 10:22:23.055869,TRACE_DYNAMICS,str, 1459, esc,1495, aa, 119, 493, 111, heading, 50.10,rpm,500,0, 0,28603,ping,36.46,odo,1825,ms,4513585,us,218618350,ypr,-50.10, -1.64, 0.01
2015-12-31 10:22:23.075442,TRACE_DYNAMICS,str, 1458, esc,1495, aa, 118, 493, 112, heading, 50.11,rpm,350,0, 0,28603,ping,36.46,odo,1825,ms,4513605,us,218638290,ypr,-50.11, -1.63, 0.00
