2016-03-13 01:54:58.590484,TD,str,1462,esc,1491,aa,-0.16,0.07,0.01,spur_us,0,0,spur_odo,0,ping_mm,2098,odo,20,odo_us,735600802,ms,747791,us,747791594,ypr,-30.82,9.14,-0.06,vbat,8.23
2016-03-13 01:54:58.590744,TD,str,1462,esc,1491,aa,-0.14,0.05,-0.01,spur_us,0,0,spur_odo,0,ping_mm,2098,odo,20,odo_us,735600802,ms,747801,us,747801576,ypr,-30.82,9.14,-0.07,vbat,8.25
2016-03-13 01:54:58.590948,TD,str,1462,esc,1491,aa,-0.11,0.05,0.03,spur_us,0,0,spur_odo,0,ping_mm,2098,odo,20,odo_us,735600802,ms,747811,us,747811559,ypr,-30.82,9.13,-0.05,vbat,8.23
2016-03-13 01:54:58.600064,TD,str,1462,esc,1491,aa,-0.10,0.02,0.09,spur_us,0,0,spur_odo,0,ping_mm,2098,odo,20,odo_us,735600802,ms,747821,us,747821599,ypr,-30.81,9.13,-0.05,vbat,8.23
2016-03-13 01:54:58.610263,TD,str,1463,esc,1492,aa,-0.07,0.07,0.12,spur_us,0,0,spur_odo,0,ping_mm,2098,odo,20,odo_us,735600802,ms,747831,us,747831558,ypr,-30.81,9.13,-0.06,vbat,8.23
2016-03-13 01:54:58.619132,TD,str,1463,esc,1492,aa,-0.02,0.11,0.09,spur_us,0,0,spur_odo,0,ping_mm,2098,odo,20,odo_us,735600802,ms,747841,us,747841532,ypr,-30.80,9.15,-0.06,vbat,8.25
2016-03-13 01:54:58.629110,TD,str,1463,esc,1492,aa,0.03,0.10,0.06,spur_us,0,0,spur_odo,0,ping_mm,2094,odo,20,odo_us,735600802,ms,747851,us,747851518,ypr,-30.81,9.16,-0.06,vbat,8.23
2016-03-13 01:54:58.640214,TD,str,1463,esc,1491,aa,0.04,0.09,0.04,spur_us,0,0,spur_odo,0,ping_mm,2094,odo,20,odo_us,735600802,ms,747861,us,747861511,ypr,-30.81,9.17,-0.06,vbat,8.23
2016-03-13 01:54:58.650150,TD,str,1463,esc,1492,aa,0.05,0.08,0.06,spur_us,0,0,spur_odo,0,ping_mm,2094,odo,20,odo_us,735600802,ms,747871,us,747871498,ypr,-30.82,9.17,-0.05,vbat,8.23
2016-03-13 01:54:58.658917,TD,str,1463,esc,1491,aa,0.05,0.05,0.06,spur_us,0,0,spur_odo,0,ping_mm,2094,odo,20,odo_us,735600802,ms,747881,us,747881498,ypr,-30.81,9.17,-0.06,vbat,8.25
2016-03-13 01:54:58.670193,TD,str,1464,esc,1491,aa,0.04,0.04,0.09,spur_us,0,0,spur_odo,0,ping_mm,2094,odo,20,odo_us,735600802,ms,747891,us,747891479,ypr,-30.82,9.18,-0.06,vbat,8.23
2016-03-13 01:54:58.680478,TD,str,1462,esc,1491,aa,0.05,0.03,0.12,spur_us,0,0,spur_odo,0,ping_mm,2094,odo,20,odo_us,735600802,ms,747901,us,747901470,ypr,-30.81,9.18,-0.06,vbat,8.21
2016-03-13 01:54:58.689445,TD,str,1463,esc,1492,aa,0.05,0.06,0.12,spur_us,0,0,spur_odo,0,ping_mm,2094,odo,20,odo_us,735600802,ms,747911,us,747911461,ypr,-30.81,9.19,-0.07,vbat,8.23
2016-03-13 01:54:58.699489,TD,str,1463,esc,1491,aa,0.05,0.06,0.06,spur_us,0,0,spur_odo,0,ping_mm,2094,odo,20,odo_us,735600802,ms,747921,us,747921441,ypr,-30.81,9.20,-0.06,vbat,8.25
2016-03-13 01:54:58.709767,TD,str,1463,esc,1491,aa,0.05,0.08,0.03,spur_us,0,0,spur_odo,0,ping_mm,2094,odo,20,odo_us,735600802,ms,747931,us,747931423,ypr,-30.81,9.20,-0.06,vbat,8.23
2016-03-13 01:54:58.718709,TD,str,1464,esc,1489,aa,0.02,0.07,0.04,spur_us,0,0,spur_odo,0,ping_mm,2094,odo,20,odo_us,735600802,ms,747941,us,747941403,ypr,-30.81,9.20,-0.06,vbat,8.23
