2015-12-27 13:55:49.709126,TRACE_DYNAMICS,str, 1459, esc,1495, aa, -1006, -958, -1538, angle, 32.89,rpm,350,0, 0,3990,ping,28.40,odo,7904,ms,722906,us,722906503
2015-12-27 13:55:49.737629,TRACE_DYNAMICS,str, 1459, esc,1496, aa, -1011, -957, -1536, angle, 32.88,rpm,550,0, 0,3990,ping,28.40,odo,7904,ms,722926,us,722926509
2015-12-27 13:55:49.755969,TRACE_DYNAMICS,str, 1459, esc,1496, aa, -1004, -957, -1537, angle, 32.88,rpm,350,0, 0,3990,ping,28.40,odo,7904,ms,722946,us,722946459
2015-12-27 13:55:49.774240,TRACE_DYNAMICS,str, 1459, esc,1495, aa, -1005, -954, -1551, angle, 32.88,rpm,500,0, 0,3990,ping,28.40,odo,7904,ms,722966,us,722966440
2015-12-27 13:55:49.792499,TRACE_DYNAMICS,str, 1459, esc,1496, aa, -1008, -949, -1546, angle, 32.88,rpm,400,0, 0,3990,ping,28.40,odo,7904,ms,722986,us,722986422
2015-12-27 13:55:49.810749,TRACE_DYNAMICS,str, 1459, esc,1495, aa, -1009, -953, -1540, angle, 32.88,rpm,400,0, 0,3990,ping,28.40,odo,7904,ms,723006,us,723006426
2015-12-27 13:55:49.828989,TRACE_DYNAMICS,str, 1459, esc,1495, aa, -1000, -958, -1537, angle, 32.88,rpm,450,0, 0,3990,ping,28.40,odo,7904,ms,723026,us,723026375
2015-12-27 13:55:49.857292,TRACE_DYNAMICS,str, 1457, esc,1495, aa, -1004, -955, -1551, angle, 32.88,rpm,400,0, 0,3990,ping,28.40,odo,7904,ms,723046,us,723046343
2015-12-27 13:55:49.875494,TRACE_DYNAMICS,str, 1459, esc,1495, aa, -1003, -952, -1558, angle, 32.89,rpm,500,0, 0,3990,ping,28.40,odo,7904,ms,723066,us,723066314
2015-12-27 13:55:49.893696,TRACE_DYNAMICS,str, 1459, esc,1496, aa, -1001, -947, -1547, angle, 32.89,rpm,400,0, 0,3990,ping,28.40,odo,7904,ms,723086,us,723086285
2015-12-27 13:55:49.911902,TRACE_DYNAMICS,str, 1457, esc,1496, aa, -998, -947, -1536, angle, 32.89,rpm,450,0, 0,3990,ping,28.40,odo,7904,ms,723106,us,723106266
2015-12-27 13:55:49.930176,TRACE_DYNAMICS,str, 1459, esc,1496, aa, -996, -952, -1544, angle, 32.89,rpm,400,0, 0,3990,ping,28.40,odo,7904,ms,723126,us,723126235
2015-12-27 13:55:49.948416,TRACE_DYNAMICS,str, 1459, esc,1495, aa, -998, -952, -1545, angle, 32.89,rpm,500,0, 0,3990,ping,28.40,odo,7904,ms,723146,us,723146221
2015-12-27 13:55:49.976809,TRACE_DYNAMICS,str, 1459, esc,1495, aa, -1002, -951, -1546, angle, 32.89,rpm,500,0, 0,3990,ping,28.40,odo,7904,ms,723166,us,723166188
2015-12-27 13:55:49.995028,TRACE_DYNAMICS,str, 1459, esc,1496, aa, -999, -951, -1534, angle, 32.89,rpm,500,0, 0,3990,ping,28.40,odo,7904,ms,723186,us,723186179
2015-12-27 13:55:50.013254,TRACE_DYNAMICS,str, 1459, esc,1496, aa, -1006, -952, -1531, angle, 32.89,rpm,450,0, 0,3990,ping,28.40,odo,7904,ms,723206,us,723206147
2015-12-27 13:55:50.031497,TRACE_DYNAMICS,str, 1460, esc,1496, aa, -998, -946, -1540, angle, 32.89,rpm,400,0, 0,3990,ping,28.40,odo,7904,ms,723226,us,723226114
2015-12-27 13:55:50.049767,TRACE_DYNAMICS,str, 1459, esc,1496, aa, -1006, -947, -1547, angle, 32.89,rpm,500,0, 0,3990,ping,28.40,odo,7904,ms,723246,us,723246113
2015-12-27 13:55:50.068000,TRACE_DYNAMICS,str, 1459, esc,1495, aa, -1001, -955, -1553, angle, 32.89,rpm,500,0, 0,3990,ping,28.40,odo,7904,ms,723266,us,723266070
2015-12-27 13:55:50.096248,TRACE_DYNAMICS,str, 1459, esc,1495, aa, -997, -957, -1548, angle, 32.89,rpm,450,0, 0,3990,ping,28.40,odo,7904,ms,723286,us,723286076
2015-12-27 13:55:50.114463,TRACE_DYNAMICS,str, 1459, esc,1496, aa, -1007, -958, -1550, angle, 32.89,rpm,400,0, 0,3990,ping,28.40,odo,7904,ms,723306,us,723306036
2015-12-27 13:55:50.132676,TRACE_DYNAMICS,str, 1459, esc,1495, aa, -1013, -968, -1543, angle, 32.89,rpm,400,0, 0,3990,ping,28.40,odo,7904,ms,723325,us,723325993
2015-12-27 13:55:50.150907,TRACE_DYNAMICS,str, 1459, esc,1495, aa, -1004, -963, -1546, angle, 32.89,rpm,500,0, 0,3990,ping,28.40,odo,7904,ms,723346,us,723346040
2015-12-27 13:55:50.169120,TRACE_DYNAMICS,str, 1459, esc,1496, aa, -1000, -959, -1556, angle, 32.89,rpm,400,0, 0,3990,ping,28.40,odo,7904,ms,723365,us,723365939
2015-12-27 13:55:50.187206,TRACE_DYNAMICS,str, 1459, esc,1495, aa, -996, -952, -1548, angle, 32.89,rpm,450,0, 0,3990,ping,28.40,odo,7904,ms,723385,us,723385922
2015-12-27 13:55:50.215466,TRACE_DYNAMICS,str, 1458, esc,1495, aa, -999, -954, -1553, angle, 32.89,rpm,400,0, 0,3990,ping,28.40,odo,7904,ms,723405,us,723405890
2015-12-27 13:55:50.233701,TRACE_DYNAMICS,str, 1459, esc,1495, aa, -1004, -962, -1557, angle, 32.89,rpm,450,0, 0,3990,ping,28.40,odo,7904,ms,723425,us,723425883
2015-12-27 13:55:50.251882,TRACE_DYNAMICS,str, 1458, esc,1495, aa, -999, -961, -1552, angle, 32.89,rpm,450,0, 0,3990,ping,28.40,odo,7904,ms,723445,us,723445856
2015-12-27 13:55:50.270057,TRACE_DYNAMICS,str, 1457, esc,1495, aa, -996, -954, -1551, angle, 32.89,rpm,350,0, 0,3990,ping,28.40,odo,7904,ms,723465,us,723465841
2015-12-27 13:55:50.288204,TRACE_DYNAMICS,str, 1459, esc,1495, aa, -999, -953, -1545, angle, 32.90,rpm,500,0, 0,3990,ping,28.40,odo,7904,ms,723485,us,723485823
2015-12-27 13:55:50.306385,TRACE_DYNAMICS,str, 1459, esc,1495, aa, -1004, -955, -1546, angle, 32.89,rpm,500,0, 0,3990,ping,28.40,odo,7904,ms,723505,us,723505761
2015-12-27 13:55:50.334772,TRACE_DYNAMICS,str, 1459, esc,1496, aa, -1000, -954, -1536, angle, 32.89,rpm,500,0, 0,3990,ping,28.40,odo,7904,ms,723525,us,723525743
2015-12-27 13:55:50.353016,TRACE_DYNAMICS,str, 1459, esc,1495, aa, -1000, -950, -1542, angle, 32.90,rpm,500,0, 0,3990,ping,28.40,odo,7904,ms,723545,us,723545719
2015-12-27 13:55:50.371277,TRACE_DYNAMICS,str, 1459, esc,1495, aa, -1004, -946, -1535, angle, 32.90,rpm,450,0, 0,3990,ping,28.40,odo,7904,ms,723565,us,723565700
2015-12-27 13:55:50.389520,TRACE_DYNAMICS,str, 1459, esc,1495, aa, -1006, -951, -1544, angle, 32.90,rpm,500,0, 0,3990,ping,28.40,odo,7904,ms,723585,us,723585682
2015-12-27 13:55:50.407687,TRACE_DYNAMICS,str, 1459, esc,1495, aa, -1002, -956, -1544, angle, 32.90,rpm,350,0, 0,3990,ping,28.40,odo,7904,ms,723605,us,723605669
2015-12-27 13:55:50.435994,TRACE_DYNAMICS,str, 1456, esc,1496, aa, -998, -949, -1546, angle, 32.90,rpm,578,0, 0,3990,ping,28.40,odo,7904,ms,723625,us,723625641
2015-12-27 13:55:50.454238,TRACE_DYNAMICS,str, 1459, esc,1495, aa, -1001, -953, -1534, angle, 32.90,rpm,350,0, 0,3990,ping,28.40,odo,7904,ms,723645,us,723645607
2015-12-27 13:55:50.472526,TRACE_DYNAMICS,str, 1459, esc,1495, aa, -1005, -951, -1535, angle, 32.89,rpm,500,0, 0,3990,ping,28.40,odo,7904,ms,723665,us,723665581
2015-12-27 13:55:50.490758,TRACE_DYNAMICS,str, 1459, esc,1496, aa, -1000, -950, -1546, angle, 32.90,rpm,400,0, 0,3990,ping,28.40,odo,7904,ms,723685,us,723685556
2015-12-27 13:55:50.508930,TRACE_DYNAMICS,str, 1459, esc,1495, aa, -997, -956, -1541, angle, 32.90,rpm,400,0, 0,3990,ping,28.40,odo,7904,ms,723705,us,723705525
2015-12-27 13:55:50.527175,TRACE_DYNAMICS,str, 1459, esc,1495, aa, -1000, -949, -1539, angle, 32.90,rpm,450,0, 0,3990,ping,28.40,odo,7904,ms,723725,us,723725511
2015-12-27 13:55:50.555555,TRACE_DYNAMICS,str, 1459, esc,1495, aa, -1002, -950, -1543, angle, 32.90,rpm,400,0, 0,3990,ping,28.40,odo,7904,ms,723745,us,723745478
2015-12-27 13:55:50.573819,TRACE_DYNAMICS,str, 1459, esc,1495, aa, -1003, -957, -1556, angle, 32.90,rpm,500,0, 0,3990,ping,28.40,odo,7904,ms,723765,us,723765457
2015-12-27 13:55:50.592047,TRACE_DYNAMICS,str, 1459, esc,1495, aa, -1005, -956, -1544, angle, 32.90,rpm,400,0, 0,3990,ping,28.40,odo,7904,ms,723785,us,723785426
2015-12-27 13:55:50.610312,TRACE_DYNAMICS,str, 1459, esc,1495, aa, -1008, -957, -1548, angle, 32.90,rpm,500,0, 0,3990,ping,28.40,odo,7904,ms,723805,us,723805429
2015-12-27 13:55:50.628565,TRACE_DYNAMICS,str, 1459, esc,1495, aa, -1010, -953, -1535, angle, 32.90,rpm,450,0, 0,3990,ping,28.40,odo,7904,ms,723825,us,723825394
2015-12-27 13:55:50.646749,TRACE_DYNAMICS,str, 1459, esc,1495, aa, -1007, -953, -1539, angle, 32.90,rpm,500,0, 0,3990,ping,28.40,odo,7904,ms,723845,us,723845400
2015-12-27 13:55:50.675116,TRACE_DYNAMICS,str, 1459, esc,1495, aa, -1005, -956, -1546, angle, 32.90,rpm,500,0, 0,3990,ping,28.40,odo,7904,ms,723865,us,723865330
2015-12-27 13:55:50.693338,TRACE_DYNAMICS,str, 1459, esc,1495, aa, -1004, -952, -1550, angle, 32.90,rpm,500,0, 0,3990,ping,28.40,odo,7904,ms,723885,us,723885345
2015-12-27 13:55:50.711554,TRACE_DYNAMICS,str, 1459, esc,1495, aa, -1012, -951, -1546, angle, 32.90,rpm,450,0, 0,3990,ping,28.40,odo,7904,ms,723905,us,723905301
2015-12-27 13:55:50.729799,TRACE_DYNAMICS,str, 1459, esc,1496, aa, -1007, -952, -1545, angle, 32.90,rpm,400,0, 0,3990,ping,28.40,odo,7904,ms,723925,us,723925270
2015-12-27 13:55:50.748045,TRACE_DYNAMICS,str, 1459, esc,1496, aa, -1009, -949, -1552, angle, 32.90,rpm,500,0, 0,3990,ping,28.40,odo,7904,ms,723945,us,723945233
2015-12-27 13:55:50.776367,TRACE_DYNAMICS,str, 1459, esc,1495, aa, -1010, -950, -1549, angle, 32.90,rpm,400,0, 0,3990,ping,28.40,odo,7904,ms,723965,us,723965214
2015-12-27 13:55:50.794583,TRACE_DYNAMICS,str, 1459, esc,1495, aa, -1007, -951, -1549, angle, 32.90,rpm,450,0, 0,3990,ping,28.40,odo,7904,ms,723985,us,723985201
2015-12-27 13:55:50.812821,TRACE_DYNAMICS,str, 1457, esc,1495, aa, -1004, -953, -1549, angle, 32.90,rpm,400,0, 0,3990,ping,28.40,odo,7904,ms,724005,us,724005163
2015-12-27 13:55:50.831061,TRACE_DYNAMICS,str, 1459, esc,1495, aa, -1006, -957, -1548, angle, 32.90,rpm,400,0, 0,3990,ping,28.40,odo,7904,ms,724025,us,724025127
2015-12-27 13:55:50.849287,TRACE_DYNAMICS,str, 1459, esc,1495, aa, -1002, -957, -1548, angle, 32.90,rpm,500,0, 0,3990,ping,28.40,odo,7904,ms,724045,us,724045126
2015-12-27 13:55:50.867447,TRACE_DYNAMICS,str, 1459, esc,1495, aa, -1002, -949, -1544, angle, 32.90,rpm,400,0, 0,3990,ping,28.40,odo,7904,ms,724065,us,724065109
2015-12-27 13:55:50.895795,TRACE_DYNAMICS,str, 1459, esc,1496, aa, -1001, -954, -1544, angle, 32.90,rpm,450,0, 0,3990,ping,28.40,odo,7904,ms,724085,us,724085058
2015-12-27 13:55:50.914056,TRACE_DYNAMICS,str, 1459, esc,1495, aa, -1003, -949, -1547, angle, 32.90,rpm,400,0, 0,3990,ping,28.40,odo,7904,ms,724105,us,724105050
2015-12-27 13:55:50.932308,TRACE_DYNAMICS,str, 1459, esc,1496, aa, -996, -947, -1542, angle, 32.90,rpm,450,0, 0,3990,ping,28.40,odo,7904,ms,724125,us,724125020
2015-12-27 13:55:50.950581,TRACE_DYNAMICS,str, 1459, esc,1496, aa, -1000, -953, -1533, angle, 32.90,rpm,450,0, 0,3990,ping,28.40,odo,7904,ms,724145,us,724145018
