2016-05-08 12:37:10.339488,TD,str,1379,esc,1491,aa,-0.05,0.10,0.05,spur_us,0,0,spur_odo,0,ping_mm,0,odo_fl,-14,647717973,odo_fr,0,0,odo_bl,46,178896904,odo_br,3,682056004,ms,683020,us,683020467,ypr,3.01,11.21,-0.46,vbat,8.09
2016-05-08 12:37:10.348135,TD,str,1379,esc,1491,aa,-0.03,0.06,0.04,spur_us,0,0,spur_odo,0,ping_mm,0,odo_fl,-14,647717973,odo_fr,0,0,odo_bl,46,178896904,odo_br,3,682056004,ms,683030,us,683030454,ypr,3.01,11.22,-0.46,vbat,8.07
2016-05-08 12:37:10.359266,TD,str,1379,esc,1491,aa,-0.04,0.08,0.06,spur_us,0,0,spur_odo,0,ping_mm,0,odo_fl,-14,647717973,odo_fr,0,0,odo_bl,46,178896904,odo_br,3,682056004,ms,683040,us,683040456,ypr,3.01,11.23,-0.46,vbat,8.09
2016-05-08 12:37:10.367784,TD,str,1377,esc,1491,aa,-0.05,0.07,0.04,spur_us,0,0,spur_odo,0,ping_mm,0,odo_fl,-14,647717973,odo_fr,0,0,odo_bl,46,178896904,odo_br,3,682056004,ms,683050,us,683050448,ypr,3.01,11.23,-0.46,vbat,8.07
2016-05-08 12:37:10.378864,TD,str,1376,esc,1489,aa,-0.05,0.06,0.06,spur_us,0,0,spur_odo,0,ping_mm,0,odo_fl,-14,647717973,odo_fr,0,0,odo_bl,46,178896904,odo_br,3,682056004,ms,683060,us,683060455,ypr,3.01,11.24,-0.45,vbat,8.10
2016-05-08 12:37:10.388631,TD,str,1379,esc,1491,aa,-0.06,0.06,0.03,spur_us,0,0,spur_odo,0,ping_mm,0,odo_fl,-14,647717973,odo_fr,0,0,odo_bl,46,178896904,odo_br,3,682056004,ms,683070,us,683070456,ypr,3.01,11.24,-0.45,vbat,8.09
2016-05-08 12:37:10.398503,TD,str,1378,esc,1491,aa,-0.08,0.08,0.04,spur_us,0,0,spur_odo,0,ping_mm,0,odo_fl,-14,647717973,odo_fr,0,0,odo_bl,46,178896904,odo_br,4,683076505,ms,683080,us,683080454,ypr,3.02,11.24,-0.45,vbat,8.09
2016-05-08 12:37:10.408297,TD,str,1379,esc,1491,aa,-0.09,0.07,0.03,spur_us,0,0,spur_odo,0,ping_mm,0,odo_fl,-14,647717973,odo_fr,0,0,odo_bl,46,178896904,odo_br,4,683076505,ms,683090,us,683090455,ypr,3.02,11.24,-0.45,vbat,8.09
2016-05-08 12:37:10.418187,TD,str,1379,esc,1491,aa,-0.11,0.07,0.04,spur_us,0,0,spur_odo,0,ping_mm,0,odo_fl,-14,647717973,odo_fr,0,0,odo_bl,46,178896904,odo_br,4,683076505,ms,683100,us,683100466,ypr,3.02,11.24,-0.45,vbat,8.09
2016-05-08 12:37:10.428004,TD,str,1379,esc,1493,aa,-0.12,0.07,0.03,spur_us,0,0,spur_odo,0,ping_mm,0,odo_fl,-14,647717973,odo_fr,0,0,odo_bl,46,178896904,odo_br,4,683076505,ms,683110,us,683110460,ypr,3.02,11.23,-0.45,vbat,8.10
2016-05-08 12:37:10.439023,TD,str,1379,esc,1492,aa,-0.14,0.08,0.02,spur_us,0,0,spur_odo,0,ping_mm,0,odo_fl,-14,647717973,odo_fr,0,0,odo_bl,46,178896904,odo_br,4,683076505,ms,683120,us,683120459,ypr,3.02,11.23,-0.45,vbat,8.09
2016-05-08 12:37:10.447783,TD,str,1379,esc,1491,aa,-0.15,0.08,0.01,spur_us,0,0,spur_odo,0,ping_mm,0,odo_fl,-14,647717973,odo_fr,0,0,odo_bl,46,178896904,odo_br,4,683076505,ms,683130,us,683130459,ypr,3.02,11.22,-0.45,vbat,8.09
