seconds,meters,us,esc,odometer_ticks,odometer_last_us,ax,spur_delta_us,spur_odo
0.0,0.0,61441556,1770,-25,61441392,1.5,59171,5
0.010016,0.010233,61451572,1403,-22,61450646,1.35,59171,5
0.019981,0.020466,61461537,1403,-19,61460076,1.3,59171,5
0.029958,0.030699,61471514,1403,-16,61468654,1.51,59171,5
0.040207,0.044343,61481763,1403,-12,61481225,1.01,59171,5
0.049937,0.054576,61491493,1403,-9,61490685,-0.23,83956,6
0.059947,0.064809,61501503,1403,-6,61499594,-1.02,83956,6
0.070156,0.075042,61511712,1403,-3,61509379,-1.53,83956,6
0.079909,0.085275,61521465,1403,0,61518726,-1.78,83956,6
0.09016,0.095508,61531716,1403,3,61529674,-1.71,83956,6
0.099867,0.105741,61541423,1403,6,61540656,-1.64,83956,6
0.110106,0.115974,61551662,1403,9,61550758,-1.72,83956,6
0.119854,0.126207,61561410,1403,12,61560691,-1.86,83956,6
0.129843,0.13644,61571399,1403,15,61571049,-1.96,83956,6
0.13985,0.143262,61581406,1403,17,61578068,-1.93,83956,6
0.149798,0.153495,61591354,1403,20,61588481,-1.81,83956,6
0.16004,0.163728,61601596,1403,23,61599369,-1.66,83956,6
0.169774,0.173961,61611330,1403,26,61610356,-1.61,120015,7
0.180016,0.184194,61621572,1403,29,61621120,-1.61,120015,7
0.190083,0.194427,61631639,1403,32,61631562,-1.63,120015,7
0.199748,0.201249,61641304,1403,34,61639231,-1.62,120015,7
0.209969,0.211482,61651525,1403,37,61650766,-1.61,120015,7
0.219725,0.218304,61661281,1403,39,61658166,-1.65,120015,7
0.229976,0.228537,61671532,1403,42,61669940,-1.58,120015,7
0.239698,0.235359,61681254,1403,44,61677851,-1.55,120015,7
0.249679,0.245592,61691235,1403,47,61690499,-1.55,120015,7
0.25967,0.252414,61701226,1403,49,61698899,-1.58,120015,7
0.269917,0.262647,61711473,1403,52,61710274,-1.55,120015,7
0.279922,0.269469,61721478,1403,54,61718833,-1.47,120015,7
0.289646,0.276291,61731202,1403,56,61726671,-1.34,120015,7
0.299871,0.286524,61741427,1403,59,61740232,-1.19,135934,8
0.309613,0.293346,61751169,1403,61,61748830,-1.09,135934,8
0.31982,0.300168,61761376,1403,63,61757837,-1.08,135934,8
0.329571,0.310401,61771127,1403,66,61770800,-1.11,135934,8
0.339831,0.317223,61781387,1403,68,61778963,-1.14,135934,8
0.349585,0.324045,61791141,1403,70,61787939,-1.19,135934,8
0.359788,0.330867,61801344,1403,72,61796040,-1.13,135934,8
0.369531,0.3411,61811087,1403,75,61809999,-1.04,135934,8
0.379756,0.347922,61821312,1403,77,61819471,-1.09,135934,8
0.389759,0.354744,61831315,1403,79,61828278,-1.11,135934,8
0.399739,0.361566,61841295,1403,81,61838124,-1.06,135934,8
0.409479,0.368388,61851035,1403,83,61847308,-1.0,135934,8
0.419457,0.37521,61861013,1403,85,61857131,-0.98,135934,8
0.429468,0.385443,61871024,1403,88,61870809,-1.15,135934,8
0.439517,0.392265,61881073,1403,90,61879974,-1.23,135934,8
0.449441,0.399087,61890997,1403,92,61889944,-1.26,135934,8
0.459429,0.405909,61900985,1403,94,61899932,-1.13,135934,8
0.46966,0.412731,61911216,1403,96,61910092,-0.87,163593,9
0.4794,0.416142,61920956,1403,97,61916951,-0.79,163593,9
0.489628,0.422964,61931184,1403,99,61927240,-0.77,163593,9
0.49962,0.429786,61941176,1403,101,61938062,-0.77,163593,9
0.509358,0.436608,61950914,1403,103,61947770,-0.79,163593,9
0.519594,0.44343,61961150,1403,105,61958563,-0.82,163593,9
0.52958,0.450252,61971136,1403,107,61968599,-0.78,163593,9
0.539319,0.457074,61980875,1403,109,61979934,-0.76,163593,9
0.549301,0.463896,61990857,1403,111,61990493,-0.74,163593,9
0.55928,0.467307,62000836,1403,112,61995652,-0.71,163593,9
0.569267,0.474129,62010823,1403,114,62007028,-0.68,163593,9
0.579511,0.480951,62021067,1403,116,62017857,-0.7,163593,9
