seconds,meters,us,esc,odometer_ticks,odometer_last_us,ax,spur_delta_us,spur_odo
0.0,0.0,245872336,1825,7952,245870946,0.68,39032,340
0.009947,0.030699,245882283,1825,7961,245881253,0.24,39032,340
0.019881,0.061398,245892217,1403,7970,245891678,-0.95,39032,340
0.029816,0.092097,245902152,1403,7979,245901898,-0.21,39032,340
0.040244,0.122796,245912580,1403,7988,245911963,-0.15,34546,341
0.050204,0.153495,245922540,1403,7997,245921990,-0.51,34546,341
0.059892,0.184194,245932228,1403,8006,245931894,-0.77,34546,341
0.070072,0.214893,245942408,1403,8015,245942040,-1.28,34546,341
0.079999,0.242181,245952335,1403,8023,245951169,-3.42,34546,341
0.089911,0.27288,245962247,1403,8032,245961304,-3.63,34546,341
0.100084,0.303579,245972420,1403,8041,245971452,-4.26,62596,342
0.110028,0.334278,245982364,1403,8050,245981777,-6.13,62596,342
0.119961,0.361566,245992297,1403,8058,245992169,-4.96,62596,342
0.130126,0.388854,246002462,1403,8066,246002402,-4.89,62596,342
0.139804,0.412731,246012140,1403,8073,246010928,-4.73,62596,342
0.150003,0.440019,246022339,1403,8081,246021059,-6.4,54433,343
0.159944,0.467307,246032280,1403,8089,246031441,-6.36,54433,343
0.169877,0.491184,246042213,1403,8096,246040589,-5.7,54433,343
0.180046,0.518472,246052382,1403,8104,246051147,-5.98,54433,343
0.189987,0.542349,246062323,1403,8111,246061413,-5.95,54433,343
0.199919,0.566226,246072255,1403,8118,246070950,-5.01,50214,344
0.209855,0.590103,246082191,1403,8125,246081530,-5.59,50214,344
0.219781,0.61398,246092117,1403,8132,246091307,-5.31,50214,344
0.229693,0.637857,246102029,1403,8139,246101757,-4.81,50214,344
0.239867,0.658323,246112203,1403,8145,246111278,-4.71,50214,344
0.249819,0.6822,246122155,1403,8152,246121505,-3.74,50214,344
0.259751,0.702666,246132087,1403,8158,246131399,-5.02,50214,344
0.269689,0.723132,246142025,1403,8164,246140547,-5.53,61364,345
0.279619,0.747009,246151955,1403,8171,246151562,-5.17,61364,345
0.289538,0.767475,246161874,1403,8177,246161821,-4.84,61364,345
0.299957,0.787941,246172293,1403,8183,246172122,-4.61,61364,345
0.309631,0.804996,246181967,1403,8188,246180634,-4.37,61364,345
0.31956,0.825462,246191896,1403,8194,246191315,-4.47,61364,345
0.32949,0.845928,246201826,1403,8200,246201515,-3.97,62256,346
0.33992,0.862983,246212256,1403,8205,246210684,-4.29,62256,346
0.349858,0.883449,246222194,1403,8211,246221285,-4.35,62256,346
0.359774,0.900504,246232110,1403,8216,246230346,-4.05,62256,346
0.369467,0.917559,246241803,1403,8221,246241034,-3.85,62256,346
0.379634,0.934614,246251970,1403,8226,246251771,-4.11,62256,346
0.389829,0.951669,246262165,1403,8231,246261549,-3.72,62256,346
0.399762,0.968724,246272098,1403,8236,246271364,-3.82,69866,347
0.409685,0.985779,246282021,1403,8241,246281756,-4.14,69866,347
0.41985,1.002834,246292186,1403,8246,246292042,-3.63,69866,347
0.429524,1.016478,246301860,1403,8250,246301049,-3.17,69866,347
0.439451,1.030122,246311787,1403,8254,246310821,-3.32,69866,347
0.449381,1.043766,246321717,1403,8258,246319839,-3.46,69866,347
0.459579,1.060821,246331915,1403,8263,246331309,-2.89,69866,347
0.469483,1.074465,246341819,1403,8267,246340875,-3.17,69866,347
0.479408,1.088109,246351744,1403,8271,246350308,-3.22,80721,348
0.489341,1.101753,246361677,1403,8275,246359361,-2.89,80721,348
0.499766,1.118808,246372102,1403,8280,246371946,-2.75,80721,348
0.509689,1.129041,246382025,1403,8283,246379966,-2.64,80721,348
