seconds,meters,us,esc,odometer_ticks,odometer_last_us,ax,spur_delta_us,spur_odo
0.0,0.0,209430389,1844,9566,209429855,-0.12,27248,311
0.009994,0.040932,209440383,1403,9578,209440104,-0.15,27248,311
0.019992,0.081864,209450381,1403,9590,209450063,0.41,29943,312
0.030003,0.122796,209460392,1403,9602,209460290,0.49,29943,312
0.039997,0.160317,209470386,1403,9613,209469586,-0.61,29943,312
0.05,0.201249,209480389,1403,9625,209479779,-2.0,29943,312
0.06001,0.242181,209490399,1403,9637,209490259,-3.2,29943,312
0.069999,0.279702,209500388,1403,9648,209499900,-3.69,54294,313
0.08,0.317223,209510389,1403,9659,209509387,-5.26,54294,313
0.090004,0.358155,209520393,1403,9671,209519799,-5.56,54294,313
0.099999,0.395676,209530388,1403,9682,209529860,-5.69,54294,313
0.109989,0.433197,209540378,1403,9693,209540186,-4.08,54294,313
0.120003,0.470718,209550392,1403,9704,209550118,-4.93,54294,313
0.130008,0.508239,209560397,1403,9715,209560247,-5.55,58488,314
0.140008,0.542349,209570397,1403,9725,209569802,-4.83,58488,314
0.15,0.576459,209580389,1403,9735,209579541,-7.09,58488,314
0.160011,0.610569,209590400,1403,9745,209589538,-7.2,58488,314
0.170009,0.644679,209600398,1403,9755,209599554,-7.16,58488,314
0.180006,0.678789,209610395,1403,9765,209609701,-6.79,45453,315
0.19,0.712899,209620389,1403,9775,209620213,-6.18,45453,315
0.200006,0.743598,209630395,1403,9784,209629864,-5.22,45453,315
0.209998,0.777708,209640387,1403,9794,209640337,-5.65,45453,315
0.220005,0.808407,209650394,1403,9803,209649959,-6.16,46627,316
0.230011,0.839106,209660400,1403,9812,209660166,-4.7,46627,316
0.240009,0.869805,209670398,1403,9821,209670150,-5.57,46627,316
0.250003,0.900504,209680392,1403,9830,209680249,-5.0,46627,316
0.260007,0.931203,209690396,1403,9839,209690141,-4.91,46627,316
0.269997,0.958491,209700386,1403,9847,209699587,-5.69,46627,316
0.280002,0.98919,209710391,1403,9856,209710242,-4.34,50535,317
0.29,1.016478,209720389,1403,9864,209719873,-5.08,50535,317
0.30001,1.043766,209730399,1403,9872,209729625,-4.84,50535,317
0.309991,1.071054,209740380,1403,9880,209739828,-5.46,50535,317
0.320012,1.094931,209750401,1403,9887,209750361,-5.98,48518,318
0.32999,1.122219,209760379,1403,9895,209759029,-5.05,48518,318
0.340002,1.149507,209770391,1403,9903,209769286,-4.86,48518,318
0.350001,1.176795,209780390,1403,9911,209779824,-5.25,48518,318
0.359997,1.200672,209790386,1403,9918,209789880,-5.11,48518,318
0.370004,1.224549,209800393,1403,9925,209799616,-4.65,48518,318
0.380001,1.248426,209810390,1403,9932,209809600,-5.12,53237,319
0.389995,1.272303,209820384,1403,9939,209819185,-4.26,53237,319
0.400005,1.29618,209830394,1403,9946,209829456,-3.59,53237,319
0.409999,1.320057,209840388,1403,9953,209839856,-4.98,53237,319
0.420003,1.340523,209850392,1403,9959,209848580,-3.86,53237,319
0.430002,1.3644,209860391,1403,9966,209859468,-4.67,55440,320
0.440006,1.388277,209870395,1403,9973,209870278,-4.33,55440,320
0.450002,1.408743,209880391,1403,9979,209879885,-4.2,55440,320
0.460004,1.425798,209890393,1403,9984,209888931,-4.45,55440,320
0.47,1.446264,209900389,1403,9990,209898868,-3.8,55440,320
0.479998,1.46673,209910387,1403,9996,209909257,-3.85,55440,320
0.490002,1.487196,209920391,1403,10002,209919557,-3.41,55440,320
0.499999,1.507662,209930388,1403,10008,209929939,-3.49,63733,321
0.510009,1.524717,209940398,1403,10013,209938911,-3.67,63733,321
0.519995,1.545183,209950384,1403,10019,209949724,-3.24,63733,321
0.530003,1.562238,209960392,1403,10024,209959363,-3.49,63733,321
0.540008,1.579293,209970397,1403,10029,209968700,-3.38,63733,321
0.55,1.599759,209980389,1403,10035,209979893,-3.23,63733,321
0.560009,1.616814,209990398,1403,10040,209990146,-3.04,68338,322
0.570003,1.630458,210000392,1403,10044,209998509,-2.87,68338,322
0.579992,1.647513,210010381,1403,10049,210008577,-2.89,68338,322
0.59001,1.664568,210020399,1403,10054,210018987,-2.98,68338,322
0.600003,1.681623,210030392,1403,10059,210029345,-2.94,68338,322
0.609998,1.695267,210040387,1403,10063,210038219,-2.73,68338,322
0.619993,1.712322,210050382,1403,10068,210049724,-2.77,68338,322
0.629999,1.725966,210060388,1403,10072,210058669,-2.66,68338,322
0.639994,1.73961,210070383,1403,10076,210068488,-2.58,78495,323
0.650003,1.753254,210080392,1403,10080,210078183,-2.17,78495,323
0.659993,1.770309,210090382,1403,10085,210090293,-2.45,78495,323
0.670004,1.783953,210100393,1403,10089,210100186,-2.29,78495,323
0.680016,1.797597,210110405,1403,10093,210110234,-2.24,78495,323
0.689998,1.80783,210120387,1403,10096,210118108,-2.2,78495,323
0.699991,1.821474,210130380,1403,10100,210128344,-2.15,78495,323
0.710002,1.835118,210140391,1403,10104,210139015,-1.83,78495,323
0.720001,1.848762,210150390,1403,10108,210149752,-1.76,78495,323
0.729996,1.858995,210160385,1403,10111,210157385,-2.05,78495,323
0.739994,1.872639,210170383,1403,10115,210168431,-1.76,92236,324
0.750011,1.886283,210180400,1403,10119,210179325,-1.68,92236,324
0.76,1.896516,210190389,1403,10122,210189024,-1.62,92236,324
0.769997,1.906749,210200386,1403,10125,210198820,-1.25,92236,324
0.780008,1.916982,210210397,1403,10128,210208247,-1.34,92236,324
0.790002,1.930626,210220391,1403,10132,210220169,-1.5,92236,324
0.800002,1.940859,210230391,1403,10135,210229235,-1.4,92236,324
0.809997,1.951092,210240386,1403,10138,210239114,-1.19,92236,324
0.819999,1.961325,210250388,1403,10141,210249028,-0.97,92236,324
0.829998,1.971558,210260387,1403,10144,210259310,-1.21,92236,324
0.840003,1.981791,210270392,1403,10147,210268373,-1.02,92236,324
0.85,1.992024,210280389,1403,10150,210279430,-1.19,110006,325
0.860006,2.002257,210290395,1403,10153,210289947,-1.32,110006,325
0.869995,2.009079,210300384,1403,10155,210296510,-1.06,110006,325
0.879997,2.019312,210310386,1403,10158,210307680,-0.92,110006,325
0.890007,2.029545,210320396,1403,10161,210318357,-1.01,110006,325
0.899998,2.039778,210330387,1403,10164,210330080,-0.85,110006,325
0.909992,2.0466,210340381,1403,10166,210337394,-0.76,110006,325
0.920001,2.056833,210350390,1403,10169,210349368,-0.62,110006,325
0.929998,2.063655,210360387,1403,10171,210356948,-0.5,110006,325
0.940007,2.073888,210370396,1403,10174,210370145,-0.37,110006,325
0.949991,2.08071,210380380,1403,10176,210378803,-0.63,110006,325
0.960006,2.087532,210390395,1403,10178,210386578,-0.45,110006,325
0.970013,2.097765,210400402,1403,10181,210400060,-0.43,110006,325
0.980008,2.104587,210410397,1403,10183,210408123,-0.35,131695,326
0.990012,2.111409,210420401,1403,10185,210417503,-0.3,131695,326
1.000009,2.118231,210430398,1403,10187,210425496,-0.36,131695,326
1.009994,2.128464,210440383,1403,10190,210439393,-0.07,131695,326
1.019998,2.135286,210450387,1403,10192,210448929,-0.06,131695,326
1.029998,2.142108,210460387,1403,10194,210457340,-0.03,131695,326
1.039996,2.14893,210470385,1403,10196,210466729,0.0,131695,326
1.050004,2.159163,210480393,1403,10199,210479832,-0.17,131695,326
1.060007,2.165985,210490396,1403,10201,210489764,-0.35,131695,326
1.070003,2.172807,210500392,1403,10203,210498679,-0.17,131695,326
1.08,2.179629,210510389,1403,10205,210509188,-0.08,131695,326
1.09,2.186451,210520389,1403,10207,210518429,0.02,131695,326
1.100001,2.193273,210530390,1403,10209,210528610,0.11,131695,326
1.110003,2.200095,210540392,1403,10211,210537714,0.16,131695,326
1.120003,2.206917,210550392,1403,10213,210549718,0.22,131695,326
1.129995,2.213739,210560384,1403,10215,210560004,0.18,131695,326
1.139998,2.21715,210570387,1403,10216,210565970,0.04,167982,327
