seconds,meters,us,esc,odometer_ticks,odometer_last_us,ax,spur_delta_us,spur_odo
0.0,0.0,1636830399,1825,28300,1636829993,-0.38,35040,1498
0.009996,0.030699,1636840395,1403,28309,1636839695,0.23,33231,1499
0.01999,0.061398,1636850389,1403,28318,1636849962,0.2,33231,1499
0.029989,0.092097,1636860388,1403,28327,1636859659,0.37,33231,1499
0.039986,0.122796,1636870385,1403,28336,1636869548,0.28,33231,1499
0.049998,0.153495,1636880397,1403,28345,1636879485,0.24,33231,1499
0.060006,0.184194,1636890405,1403,28354,1636889794,-0.23,50369,1500
0.070003,0.214893,1636900402,1403,28363,1636899619,-1.5,50369,1500
0.079997,0.245592,1636910396,1403,28372,1636909519,-2.22,50369,1500
0.090008,0.276291,1636920407,1403,28381,1636919275,-2.15,50369,1500
0.1,0.30699,1636930399,1403,28390,1636929514,-3.22,50369,1500
0.109997,0.337689,1636940396,1403,28399,1636939418,-3.11,50369,1500
0.120006,0.368388,1636950405,1403,28408,1636949805,-3.08,50369,1500
0.130003,0.399087,1636960402,1403,28417,1636960252,-2.93,50369,1500
0.140002,0.426375,1636970401,1403,28425,1636969531,-3.14,50369,1500
0.150004,0.457074,1636980403,1403,28434,1636980306,-3.46,89523,1501
0.15999,0.484362,1636990389,1403,28442,1636989634,-3.59,89523,1501
0.169999,0.51165,1637000398,1403,28450,1636999283,-3.55,89523,1501
0.179996,0.542349,1637010395,1403,28459,1637010048,-3.26,89523,1501
0.189994,0.569637,1637020393,1403,28467,1637019900,-3.24,89523,1501
0.19999,0.596925,1637030389,1403,28475,1637029461,-3.02,89523,1501
0.209999,0.624213,1637040398,1403,28483,1637039156,-3.25,89523,1501
0.220006,0.654912,1637050405,1403,28492,1637050115,-3.36,89523,1501
0.230011,0.6822,1637060410,1403,28500,1637060072,-3.41,89523,1501
0.239996,0.709488,1637070395,1403,28508,1637070262,-3.23,92226,1502
0.250002,0.736776,1637080401,1403,28516,1637080281,-3.17,92226,1502
0.260007,0.760653,1637090406,1403,28523,1637089190,-3.13,92226,1502
0.270002,0.787941,1637100401,1403,28531,1637099509,-3.24,92226,1502
0.279999,0.815229,1637110398,1403,28539,1637109912,-3.36,92226,1502
0.289997,0.839106,1637120396,1403,28546,1637119415,-3.15,92226,1502
0.299997,0.866394,1637130396,1403,28554,1637129910,-2.94,92226,1502
0.309997,0.890271,1637140396,1403,28561,1637139351,-2.89,92226,1502
0.319991,0.917559,1637150390,1403,28569,1637149965,-2.71,92226,1502
0.330005,0.941436,1637160404,1403,28576,1637159583,-3.17,92226,1502
0.340001,0.965313,1637170400,1403,28583,1637168960,-3.06,98671,1503
0.350002,0.992601,1637180401,1403,28591,1637179871,-2.99,98671,1503
0.359994,1.016478,1637190393,1403,28598,1637189731,-2.87,98671,1503
0.369992,1.040355,1637200391,1403,28605,1637199635,-2.57,98671,1503
0.379999,1.064232,1637210398,1403,28612,1637209489,-2.74,98671,1503
0.389996,1.088109,1637220395,1403,28619,1637219397,-2.86,98671,1503
0.399995,1.111986,1637230394,1403,28626,1637229638,-3.0,98671,1503
0.409992,1.135863,1637240391,1403,28633,1637239776,-3.03,98671,1503
0.419995,1.156329,1637250394,1403,28639,1637249232,-2.92,98671,1503
0.430003,1.180206,1637260402,1403,28646,1637259433,-2.69,98671,1503
0.439999,1.204083,1637270398,1403,28653,1637269841,-2.49,98028,1504
0.449997,1.224549,1637280396,1403,28659,1637279246,-2.38,98028,1504
0.459994,1.248426,1637290393,1403,28666,1637289743,-2.53,98028,1504
0.470005,1.272303,1637300404,1403,28673,1637300264,-2.87,98028,1504
0.479992,1.292769,1637310391,1403,28679,1637309695,-2.84,98028,1504
0.490004,1.313235,1637320403,1403,28685,1637319072,-2.83,98028,1504
0.499996,1.333701,1637330395,1403,28691,1637328871,-2.57,98028,1504
0.510004,1.354167,1637340403,1403,28697,1637340364,-2.42,98028,1504
0.520002,1.378044,1637350401,1403,28704,1637350343,-2.5,98028,1504
0.529992,1.39851,1637360391,1403,28710,1637360147,-2.6,98028,1504
0.540008,1.418976,1637370407,1403,28716,1637369870,-2.85,99207,1505
0.550006,1.439442,1637380405,1403,28722,1637380212,-2.6,99207,1505
0.559992,1.456497,1637390391,1403,28727,1637388623,-2.43,99207,1505
0.569993,1.476963,1637400392,1403,28733,1637399482,-2.12,99207,1505
0.580006,1.494018,1637410405,1403,28738,1637408934,-2.01,99207,1505
0.589996,1.514484,1637420395,1403,28744,1637419281,-2.24,99207,1505
0.600001,1.53495,1637430400,1403,28750,1637429994,-2.41,99207,1505
0.609999,1.552005,1637440398,1403,28755,1637439014,-2.23,99207,1505
0.619999,1.572471,1637450398,1403,28761,1637449547,-2.23,99207,1505
