seconds,meters,us,esc,odometer_ticks,ax,spur_delta_us,spur_odo
0.0,0.0,2126344972,1821,565,0.02,35599,1852
0.010273,0.030699,2126355245,1160,574,0.39,35262,1853
0.020241,0.057987,2126365213,1160,582,0.77,35262,1853
0.029957,0.085275,2126374929,1160,590,0.72,35262,1853
0.040186,0.115974,2126385158,1160,599,0.3,35262,1853
0.050189,0.146673,2126395161,1160,608,0.02,36108,1854
0.059929,0.173961,2126404901,1160,616,0.1,36108,1854
0.070157,0.20466,2126415129,1160,625,0.2,36108,1854
0.080154,0.231948,2126425126,1160,633,-0.38,36108,1854
0.089903,0.259236,2126434875,1160,641,-1.33,36108,1854
0.099902,0.289935,2126444874,1160,650,-2.07,47175,1855
0.110139,0.320634,2126455111,1160,659,-2.36,47175,1855
0.119856,0.347922,2126464828,1160,667,-2.35,47175,1855
0.129861,0.37521,2126474833,1160,675,-2.06,47175,1855
0.140309,0.405909,2126485281,1160,684,-2.06,42509,1856
0.149814,0.433197,2126494786,1160,692,-2.45,42509,1856
0.160053,0.460485,2126505025,1160,700,-2.7,42509,1856
0.170071,0.487773,2126515043,1160,708,-2.69,42509,1856
0.179798,0.515061,2126524770,1160,716,-2.54,44506,1857
0.189784,0.542349,2126534756,1160,724,-2.39,44506,1857
0.20026,0.573048,2126545232,1160,733,-2.26,44506,1857
0.209742,0.596925,2126554714,1160,740,-2.43,44506,1857
0.220281,0.627624,2126565253,1160,749,-2.73,44506,1857
0.229743,0.651501,2126574715,1160,756,-2.64,45115,1858
0.239947,0.678789,2126584919,1160,764,-2.36,45115,1858
0.249725,0.706077,2126594697,1160,772,-2.28,45115,1858
0.25967,0.733365,2126604642,1160,780,-2.21,45115,1858
0.269933,0.760653,2126614905,1160,788,-2.43,45115,1858
0.279928,0.78453,2126624900,1160,795,-2.31,46233,1859
0.289673,0.811818,2126634645,1160,803,-2.53,46233,1859
0.299905,0.835695,2126644877,1160,810,-2.24,46233,1859
0.309689,0.862983,2126654661,1160,818,-2.03,46233,1859
0.319618,0.88686,2126664590,1160,825,-2.02,47216,1860
0.329607,0.914148,2126674579,1160,833,-2.15,47216,1860
0.33983,0.941436,2126684802,1160,841,-2.51,47216,1860
0.349587,0.965313,2126694559,1160,848,-2.32,47216,1860
0.359583,0.98919,2126704555,1160,855,-2.1,47216,1860
0.369793,1.016478,2126714765,1160,863,-1.66,48494,1861
0.379518,1.040355,2126724490,1160,870,-1.9,48494,1861
0.389992,1.067643,2126734964,1160,878,-2.14,48494,1861
0.399539,1.09152,2126744511,1160,885,-2.4,48494,1861
0.409765,1.115397,2126754737,1160,892,-2.03,48494,1861
0.419507,1.139274,2126764479,1160,899,-2.08,49560,1862
0.429743,1.163151,2126774715,1160,906,-1.89,49560,1862
0.439469,1.187028,2126784441,1160,913,-1.91,49560,1862
0.449681,1.214316,2126794653,1160,921,-1.78,49560,1862
0.459443,1.234782,2126804415,1160,927,-1.97,49560,1862
0.469506,1.258659,2126814478,1160,934,-2.12,50564,1863
0.479657,1.282536,2126824629,1160,941,-2.05,50564,1863
0.489394,1.306413,2126834366,1160,948,-1.84,50564,1863
0.499613,1.33029,2126844585,1160,955,-1.61,50564,1863
0.509365,1.354167,2126854337,1160,962,-1.64,50564,1863
0.51937,1.378044,2126864342,1160,969,-1.84,51892,1864
0.529341,1.401921,2126874313,1160,976,-1.94,51892,1864
0.539598,1.425798,2126884570,1160,983,-2.08,51892,1864
0.549593,1.446264,2126894565,1160,989,-1.58,51892,1864
0.559555,1.470141,2126904527,1160,996,-1.8,51892,1864
0.569313,1.490607,2126914285,1160,1002,-1.72,51892,1864
0.579528,1.514484,2126924500,1160,1009,-1.78,54486,1865
0.58929,1.53495,2126934262,1160,1015,-1.64,54486,1865
0.599537,1.558827,2126944509,1160,1022,-1.62,54486,1865
0.609241,1.579293,2126954213,1160,1028,-1.87,54486,1865
0.619494,1.60317,2126964466,1160,1035,-1.86,54486,1865
0.629241,1.623636,2126974213,1160,1041,-1.72,54405,1866
0.639457,1.647513,2126984429,1160,1048,-1.58,54405,1866
0.649461,1.667979,2126994433,1160,1054,-1.39,54405,1866
0.659188,1.688445,2127004160,1160,1060,-1.57,54405,1866
0.669165,1.708911,2127014137,1160,1066,-1.68,54405,1866
0.679437,1.732788,2127024409,1160,1073,-1.71,54405,1866
0.689172,1.753254,2127034144,1160,1079,-1.71,58290,1867
0.699391,1.77372,2127044363,1160,1085,-1.45,58290,1867
0.709632,1.794186,2127054604,1160,1091,-1.56,58290,1867
0.719164,1.814652,2127064136,1160,1097,-1.53,58290,1867
0.729344,1.835118,2127074316,1160,1103,-1.55,58290,1867
0.739129,1.855584,2127084101,1160,1109,-1.38,58290,1867
0.749334,1.87605,2127094306,1160,1115,-1.46,59444,1868
0.759051,1.896516,2127104023,1160,1121,-1.54,59444,1868
0.769299,1.916982,2127114271,1160,1127,-1.45,59444,1868
0.779057,1.934037,2127124029,1160,1132,-1.35,59444,1868
0.789282,1.954503,2127134254,1160,1138,-1.31,59444,1868
0.799025,1.971558,2127143997,1160,1143,-1.4,59444,1868
0.809012,1.992024,2127153984,1160,1149,-1.35,60275,1869
0.819486,2.015901,2127164458,1160,1156,-1.29,60275,1869
0.82898,2.032956,2127173952,1160,1161,-1.39,60275,1869
0.839221,2.053422,2127184193,1160,1167,-1.4,60275,1869
0.849201,2.070477,2127194173,1160,1172,-1.58,60275,1869
0.858955,2.087532,2127203927,1160,1177,-1.23,60275,1869
0.869195,2.107998,2127214167,1160,1183,-1.46,63736,1870
0.878917,2.125053,2127223889,1160,1188,-1.26,63736,1870
0.88915,2.145519,2127234122,1160,1194,-1.18,63736,1870
0.898898,2.162574,2127243870,1160,1199,-1.11,63736,1870
0.908889,2.179629,2127253861,1160,1204,-1.14,63736,1870
0.919112,2.200095,2127264084,1160,1210,-1.38,63736,1870
0.929112,2.21715,2127274084,1160,1215,-1.43,63736,1870
0.938828,2.230794,2127283800,1160,1219,-1.36,66034,1871
0.948823,2.237616,2127293795,1160,1221,-1.01,66034,1871
0.958824,2.254671,2127303796,1160,1226,-0.91,66034,1871
0.969113,2.275137,2127314085,1160,1232,-0.99,66034,1871
0.979041,2.292192,2127324013,1160,1237,-1.34,66034,1871
0.989013,2.309247,2127333985,1160,1242,-1.28,66034,1871
0.998781,2.326302,2127343753,1160,1247,-1.38,66034,1871
1.008998,2.343357,2127353970,1160,1252,-0.98,68902,1872
1.018737,2.360412,2127363709,1160,1257,-0.78,68902,1872
1.028726,2.377467,2127373698,1160,1262,-0.91,68902,1872
1.03897,2.394522,2127383942,1160,1267,-0.76,68902,1872
1.048716,2.411577,2127393688,1160,1272,-1.35,68902,1872
1.058945,2.418399,2127403917,1160,1274,-1.38,68902,1872
1.06867,2.432043,2127413642,1160,1278,-1.37,68902,1872
1.078917,2.445687,2127423889,1160,1282,-1.03,72169,1873
1.088905,2.462742,2127433877,1160,1287,-0.53,72169,1873
1.098657,2.479797,2127443629,1160,1292,-0.42,72169,1873
1.108865,2.493441,2127453837,1160,1296,-0.84,72169,1873
1.118865,2.510496,2127463837,1160,1301,-1.17,72169,1873
1.12861,2.513907,2127473582,1160,1302,-1.22,72169,1873
1.138838,2.530962,2127483810,1160,1307,-1.15,72169,1873
1.148848,2.544606,2127493820,1160,1311,-0.93,72169,1873
1.158573,2.55825,2127503545,1160,1315,-0.4,74907,1874
1.168568,2.575305,2127513540,1160,1320,-0.49,74907,1874
1.178552,2.59236,2127523524,1160,1325,-0.79,74907,1874
1.188773,2.606004,2127533745,1160,1329,-1.02,74907,1874
1.198548,2.623059,2127543520,1160,1334,-1.19,74907,1874
1.208744,2.636703,2127553716,1160,1338,-1.04,74907,1874
1.218786,2.653758,2127563758,1160,1343,-0.87,74907,1874
1.228494,2.667402,2127573466,1160,1347,-0.88,74907,1874
1.23848,2.681046,2127583452,1160,1351,-0.32,78321,1875
1.248722,2.69469,2127593694,1160,1355,-0.28,78321,1875
1.258691,2.711745,2127603663,1160,1360,-0.78,78321,1875
1.268453,2.725389,2127613425,1160,1364,-1.06,78321,1875
1.278455,2.739033,2127623427,1160,1368,-1.22,78321,1875
1.288664,2.752677,2127633636,1160,1372,-0.93,78321,1875
1.298406,2.766321,2127643378,1160,1376,-0.68,78321,1875
1.30866,2.783376,2127653632,1160,1381,-0.55,78321,1875
1.318367,2.79702,2127663339,1160,1385,-0.52,84301,1876
1.328626,2.810664,2127673598,1160,1389,-0.41,84301,1876
