seconds,meters,us,esc,odometer_ticks,odometer_last_us,ax,spur_delta_us,spur_odo
0.0,0.0,696370390,1843,18138,696370136,0.32,28648,921
0.00999,0.037521,696380380,1403,18149,696379575,-0.66,28361,922
0.020002,0.081864,696390392,1403,18162,696390317,-0.7,28361,922
0.029991,0.119385,696400381,1403,18173,696399699,-0.57,28361,922
0.039991,0.160317,696410381,1403,18185,696409855,0.13,26626,923
0.050005,0.201249,696420395,1403,18197,696419806,0.17,26626,923
0.059996,0.242181,696430386,1403,18209,696430097,-0.84,26626,923
0.07,0.279702,696440390,1403,18220,696439612,-4.22,26626,923
0.080019,0.320634,696450409,1403,18232,696450058,-3.98,47527,924
0.09,0.358155,696460390,1403,18243,696459710,-3.4,47527,924
0.099993,0.399087,696470383,1403,18255,696469809,-3.87,47527,924
0.110004,0.436608,696480394,1403,18266,696479581,-5.0,47527,924
0.120011,0.474129,696490401,1403,18277,696489993,-5.49,47527,924
0.130004,0.51165,696500394,1403,18288,696500026,-5.26,47527,924
0.140003,0.549171,696510393,1403,18299,696510336,-6.55,52573,925
0.150001,0.583281,696520391,1403,18309,696519861,-5.96,52573,925
0.16,0.620802,696530390,1403,18320,696530237,-6.25,52573,925
0.170009,0.654912,696540399,1403,18330,696539996,-5.55,52573,925
0.179994,0.689022,696550384,1403,18340,696549712,-5.65,47455,926
0.189997,0.723132,696560387,1403,18350,696559517,-5.85,47455,926
0.199998,0.757242,696570388,1403,18360,696569829,-6.34,47455,926
0.210012,0.787941,696580402,1403,18369,696579421,-5.74,47455,926
0.220008,0.822051,696590398,1403,18379,696589913,-5.98,47455,926
0.230003,0.85275,696600393,1403,18388,696599321,-5.5,47169,927
0.239998,0.88686,696610388,1403,18398,696610106,-4.7,47169,927
0.249992,0.917559,696620382,1403,18407,696619843,-5.59,47169,927
0.260007,0.948258,696630397,1403,18416,696629572,-4.93,47169,927
0.269998,0.978957,696640388,1403,18425,696639679,-5.51,47169,927
0.280008,1.009656,696650398,1403,18434,696649908,-5.78,52048,928
0.290015,1.040355,696660405,1403,18443,696660086,-5.86,52048,928
0.300006,1.067643,696670396,1403,18451,696669733,-5.09,52048,928
0.309998,1.094931,696680388,1403,18459,696679485,-4.53,52048,928
0.32,1.122219,696690390,1403,18467,696689418,-5.52,52048,928
0.330001,1.149507,696700391,1403,18475,696699720,-5.59,49526,929
0.339985,1.176795,696710375,1403,18483,696709885,-5.11,49526,929
0.35,1.204083,696720390,1403,18491,696720134,-5.03,49526,929
0.359996,1.22796,696730386,1403,18498,696729267,-4.53,49526,929
0.369991,1.255248,696740381,1403,18506,696739815,-4.28,49526,929
0.379996,1.279125,696750386,1403,18513,696749457,-4.34,49526,929
0.390005,1.303002,696760395,1403,18520,696758892,-4.01,55265,930
0.400007,1.33029,696770397,1403,18528,696770320,-3.9,55265,930
