seconds,meters,us,esc,odometer_ticks,odometer_last_us,ax,spur_delta_us,spur_odo
0.929998,2.022723,45450396,1401,1338,-1.39,103398,127
0.939987,2.032956,45460385,1401,1341,-1.32,106239,128
0.950002,2.0466,45470400,1401,1345,-1.22,106239,128
0.959996,2.056833,45480394,1401,1348,-1.11,106239,128
0.969994,2.067066,45490392,1401,1351,-1.09,106239,128
0.979994,2.077299,45500392,1401,1354,-1.3,106239,128
0.989997,2.090943,45510395,1401,1358,-1.35,106239,128
0.999987,2.101176,45520385,1401,1361,-1.21,106239,128
1.009986,2.111409,45530384,1401,1364,-1.02,106239,128
1.019983,2.121642,45540381,1401,1367,-0.8,106239,128
1.02999,2.131875,45550388,1401,1370,-0.89,106239,128
1.039987,2.142108,45560385,1401,1373,-0.99,106239,128
1.049993,2.152341,45570391,1401,1376,-0.91,113465,129
1.059987,2.162574,45580385,1401,1379,-0.92,113465,129
1.069992,2.172807,45590390,1401,1382,-0.72,113465,129
1.079995,2.18304,45600393,1401,1385,-0.63,113465,129
1.089997,2.189862,45610395,1401,1387,-0.84,113465,129
1.099987,2.200095,45620385,1401,1390,-0.89,113465,129
1.109985,2.210328,45630383,1401,1393,-0.79,113465,129
1.119986,2.220561,45640384,1401,1396,-0.74,113465,129
1.129986,2.227383,45650384,1401,1398,-0.63,113465,129
1.139999,2.237616,45660397,1401,1401,-0.56,113465,129
1.149999,2.244438,45670397,1401,1403,-0.59,113465,129
1.159994,2.25126,45680392,1401,1405,-0.58,113465,129
1.17,2.261493,45690398,1401,1408,-0.55,113465,129
1.179993,2.268315,45700391,1401,1410,-0.42,131201,130
1.189998,2.278548,45710396,1401,1413,-0.32,131201,130
1.199984,2.28537,45720382,1401,1415,-0.21,131201,130
1.209991,2.295603,45730389,1401,1418,-0.22,131201,130
1.219992,2.302425,45740390,1401,1420,-0.25,131201,130
1.230001,2.309247,45750399,1401,1422,-0.26,131201,130
1.24,2.31948,45760398,1401,1425,-0.22,131201,130
1.249991,2.326302,45770389,1401,1427,-0.2,131201,130
1.259985,2.333124,45780383,1401,1429,-0.07,131201,130
1.269983,2.339946,45790381,1401,1431,-0.06,131201,130
1.279992,2.350179,45800390,1401,1434,-0.12,131201,130
1.289993,2.357001,45810391,1401,1436,-0.12,131201,130
1.299992,2.363823,45820390,1401,1438,-0.11,131201,130
1.316385,2.377467,45836783,1401,1442,-0.04,131201,130
1.326117,2.380878,45846515,1401,1443,-0.04,131201,130
1.336113,2.391111,45856511,1401,1446,0.02,153068,131
1.346364,2.397933,45866762,1401,1448,0.04,153068,131
1.356107,2.404755,45876505,1401,1450,0.03,153068,131
1.366077,2.411577,45886475,1401,1452,0.01,153068,131
1.376322,2.418399,45896720,1401,1454,0.08,153068,131
1.386132,2.425221,45906530,1401,1456,0.12,153068,131
1.396299,2.432043,45916697,1401,1458,0.1,153068,131
1.406023,2.438865,45926421,1401,1460,0.06,153068,131
1.416021,2.442276,45936419,1401,1461,0.06,153068,131
1.426006,2.449098,45946404,1401,1463,0.04,153068,131
1.436005,2.45592,45956403,1401,1465,0.03,153068,131
1.44624,2.462742,45966638,1401,1467,0.1,153068,131
1.455986,2.469564,45976384,1401,1469,0.13,153068,131
1.465987,2.476386,45986385,1401,1471,0.07,153068,131
1.476207,2.483208,45996605,1401,1473,0.03,153068,131
1.485963,2.486619,46006361,1401,1474,0.08,153068,131
1.496204,2.493441,46016602,1401,1476,0.15,153068,131
1.505938,2.500263,46026336,1401,1478,0.19,153068,131
1.515927,2.507085,46036325,1401,1480,0.24,180707,132
1.52615,2.513907,46046548,1401,1482,0.24,180707,132
1.535877,2.517318,46056275,1401,1483,0.24,180707,132
1.546117,2.52414,46066515,1401,1485,0.26,180707,132
1.55586,2.530962,46076258,1401,1487,0.19,180707,132
1.56586,2.534373,46086258,1401,1488,0.15,180707,132
1.576109,2.541195,46096507,1401,1490,0.16,180707,132
1.585848,2.548017,46106246,1401,1492,0.22,180707,132
1.595824,2.551428,46116222,1401,1493,0.22,180707,132
1.60582,2.55825,46126218,1401,1495,0.15,180707,132
1.616049,2.565072,46136447,1401,1497,0.06,180707,132
1.625784,2.568483,46146182,1401,1498,0.01,180707,132
1.636059,2.571894,46156457,1401,1499,0.06,180707,132
1.645756,2.578716,46166154,1401,1501,0.11,180707,132
1.655736,2.582127,46176134,1401,1502,0.1,180707,132
1.665742,2.588949,46186140,1401,1504,0.07,180707,132
1.675734,2.59236,46196132,1401,1505,0.06,180707,132
1.685945,2.599182,46206343,1401,1507,0.09,180707,132
1.695948,2.602593,46216346,1401,1508,0.17,180707,132
1.705695,2.609415,46226093,1401,1510,0.23,180707,132
1.715919,2.612826,46236317,1401,1511,0.33,180707,132
1.725651,2.619648,46246049,1401,1513,0.36,180707,132
1.73566,2.623059,46256058,1401,1514,0.38,224898,133
1.745878,2.62647,46266276,1401,1515,0.42,224898,133
1.755893,2.633292,46276291,1401,1517,0.39,224898,133
1.765625,2.636703,46286023,1401,1518,0.39,224898,133
1.775864,2.640114,46296262,1401,1519,0.43,224898,133
1.78558,2.646936,46305978,1401,1521,0.41,224898,133
1.795571,2.650347,46315969,1401,1522,0.42,224898,133
1.805575,2.657169,46325973,1401,1524,0.35,224898,133
1.815815,2.66058,46336213,1401,1525,0.32,224898,133
1.825779,2.663991,46346177,1401,1526,0.32,224898,133
1.835539,2.670813,46355937,1401,1528,0.36,224898,133
1.845536,2.674224,46365934,1401,1529,0.36,224898,133
1.855519,2.677635,46375917,1401,1530,0.29,224898,133
1.865741,2.681046,46386139,1401,1531,0.23,224898,133
1.875519,2.687868,46395917,1401,1533,0.16,224898,133
1.88579,2.691279,46406188,1401,1534,0.15,224898,133
1.895472,2.69469,46415870,1401,1535,0.13,224898,133
1.905692,2.698101,46426090,1401,1536,0.15,224898,133
1.915668,2.704923,46436066,1401,1538,0.1,224898,133
1.925658,2.708334,46446056,1401,1539,0.1,224898,133
1.935398,2.711745,46455796,1401,1540,0.14,224898,133
1.94567,2.715156,46466068,1401,1541,0.23,224898,133
1.955396,2.718567,46475794,1401,1542,0.2,224898,133
1.965368,2.721978,46485766,1401,1543,0.16,224898,133
1.975352,2.725389,46495750,1401,1544,0.21,224898,133
1.985351,2.732211,46505749,1401,1546,0.29,224898,133
1.995592,2.732211,46515990,1401,1546,0.32,224898,133
2.005327,2.739033,46525725,1401,1548,0.35,224898,133
2.015563,2.742444,46535961,1401,1549,0.35,281991,134
2.025313,2.745855,46545711,1401,1550,0.38,281991,134
2.03552,2.749266,46555918,1401,1551,0.38,281991,134
2.045283,2.752677,46565681,1401,1552,0.33,281991,134
2.055524,2.756088,46575922,1401,1553,0.31,281991,134
2.065498,2.759499,46585896,1401,1554,0.36,281991,134
2.075239,2.76291,46595637,1401,1555,0.4,281991,134
2.085219,2.766321,46605617,1401,1556,0.32,281991,134
2.095214,2.769732,46615612,1401,1557,0.3,281991,134
2.105465,2.773143,46625863,1401,1558,0.33,281991,134
2.115437,2.776554,46635835,1401,1559,0.31,281991,134
2.125174,2.776554,46645572,1401,1559,0.33,281991,134
2.13522,2.779965,46655618,1401,1560,0.28,281991,134
2.145431,2.783376,46665829,1401,1561,0.26,281991,134
2.155138,2.786787,46675536,1401,1562,0.29,281991,134
2.165135,2.790198,46685533,1401,1563,0.27,281991,134
2.175125,2.793609,46695523,1401,1564,0.26,281991,134
2.185114,2.79702,46705512,1401,1565,0.15,281991,134
2.195106,2.800431,46715504,1401,1566,0.12,281991,134
2.205336,2.800431,46725734,1401,1566,0.13,281991,134
2.215319,2.803842,46735717,1401,1567,0.18,281991,134
2.225057,2.807253,46745455,1401,1568,0.18,281991,134
2.235052,2.810664,46755450,1401,1569,0.16,281991,134
2.245276,2.810664,46765674,1401,1569,0.08,281991,134
2.255269,2.814075,46775667,1401,1570,0.11,281991,134
2.265027,2.817486,46785425,1401,1571,0.18,281991,134
2.274995,2.817486,46795393,1401,1571,0.22,281991,134
2.285237,2.820897,46805635,1401,1572,0.2,281991,134
2.294975,2.824308,46815373,1401,1573,0.2,281991,134
2.305453,2.827719,46825851,1401,1574,0.1,281991,134
2.314977,2.827719,46835375,1401,1574,0.07,281991,134
2.325185,2.83113,46845583,1401,1575,0.11,281991,134
2.334911,2.83113,46855309,1401,1575,0.2,281991,134
2.345168,2.834541,46865566,1401,1576,0.19,281991,134
2.354891,2.837952,46875289,1401,1577,0.07,281991,134
2.365156,2.837952,46885554,1401,1577,0.02,281991,134
2.374891,2.841363,46895289,1401,1578,0.06,281991,134
2.385158,2.841363,46905556,1401,1578,0.17,281991,134
2.394898,2.844774,46915296,1401,1579,0.18,281991,134
2.405107,2.844774,46925505,1401,1579,0.06,281991,134
2.414843,2.848185,46935241,1401,1580,-0.02,281991,134
2.425084,2.848185,46945482,1401,1580,0.09,281991,134
2.434813,2.851596,46955211,1401,1581,0.24,281991,134
2.445059,2.851596,46965457,1401,1581,0.31,281991,134
2.454782,2.851596,46975180,1401,1581,0.38,281991,134
