seconds,meters,us,esc,odometer_ticks,odometer_last_us,ax,spur_delta_us,spur_odo
0.0,0.0,760890396,1843,20043,760890046,-0.1,29167,1064
0.009989,0.040932,760900385,1843,20055,760900263,-0.12,28830,1065
0.019989,0.078453,760910385,1403,20066,760909781,-0.05,28830,1065
0.029989,0.119385,760920385,1403,20078,760919871,0.46,28830,1065
0.039993,0.160317,760930389,1403,20090,760929949,0.16,28627,1066
0.049996,0.201249,760940392,1403,20102,760940182,0.01,28627,1066
0.059996,0.23877,760950392,1403,20113,760949431,-0.59,28627,1066
0.069996,0.279702,760960392,1403,20125,760959884,-2.55,28627,1066
0.079995,0.320634,760970391,1403,20137,760970149,-3.07,28627,1066
0.089995,0.358155,760980391,1403,20148,760979748,-3.37,52648,1067
0.099994,0.395676,760990390,1403,20159,760989647,-4.53,52648,1067
0.109996,0.436608,761000392,1403,20171,761000224,-5.21,52648,1067
0.119994,0.470718,761010390,1403,20181,761009318,-5.9,52648,1067
0.130001,0.508239,761020397,1403,20192,761019779,-6.33,52648,1067
0.139986,0.542349,761030382,1403,20202,761029580,-7.01,45454,1068
0.15,0.57987,761040396,1403,20213,761039855,-6.34,45454,1068
0.160001,0.617391,761050397,1403,20224,761050294,-5.79,45454,1068
0.169993,0.651501,761060389,1403,20234,761060085,-5.67,45454,1068
0.179991,0.685611,761070387,1403,20244,761069797,-5.39,45454,1068
0.189996,0.719721,761080392,1403,20254,761079853,-5.47,49846,1069
0.200002,0.753831,761090398,1403,20264,761090092,-6.18,49846,1069
0.209997,0.78453,761100393,1403,20273,761099227,-5.66,49846,1069
0.219992,0.81864,761110388,1403,20283,761109880,-5.79,49846,1069
0.230008,0.849339,761120404,1403,20292,761119729,-6.15,46680,1070
0.239995,0.880038,761130391,1403,20301,761129254,-5.8,46680,1070
0.250004,0.910737,761140400,1403,20310,761139459,-6.74,46680,1070
0.259991,0.941436,761150387,1403,20319,761149679,-5.92,46680,1070
0.270008,0.972135,761160404,1403,20328,761159962,-5.78,46680,1070
0.280003,1.002834,761170399,1403,20337,761170221,-5.94,43236,1071
0.29,1.030122,761180396,1403,20345,761179322,-4.61,43236,1071
0.299997,1.060821,761190393,1403,20354,761190346,-5.13,43236,1071
0.309997,1.088109,761200393,1403,20362,761200013,-4.83,43236,1071
0.32,1.115397,761210396,1403,20370,761209862,-4.78,43236,1071
0.330009,1.142685,761220405,1403,20378,761220065,-5.84,52618,1072
0.339999,1.166562,761230395,1403,20385,761228826,-5.55,52618,1072
0.350138,1.19385,761240534,1403,20393,761239533,-5.25,52618,1072
0.36001,1.221138,761250406,1403,20401,761250059,-5.19,52618,1072
0.370006,1.245015,761260402,1403,20408,761259639,-4.59,52618,1072
0.379993,1.268892,761270389,1403,20415,761269214,-4.69,49713,1073
0.389998,1.292769,761280394,1403,20422,761279208,-4.98,49713,1073
0.399997,1.316646,761290393,1403,20429,761288793,-4.52,49713,1073
0.409999,1.340523,761300395,1403,20436,761299188,-4.68,49713,1073
0.419999,1.3644,761310395,1403,20443,761309409,-4.49,49713,1073
0.429993,1.388277,761320389,1403,20450,761320201,-4.3,54624,1074
0.44,1.408743,761330396,1403,20456,761329118,-4.3,54624,1074
0.450007,1.43262,761340403,1403,20463,761339837,-4.08,54624,1074
0.460001,1.453086,761350397,1403,20469,761349073,-4.45,54624,1074
0.470006,1.473552,761360402,1403,20475,761358748,-4.35,54624,1074
0.479999,1.494018,761370395,1403,20481,761368543,-4.16,54624,1074
0.490002,1.514484,761380398,1403,20487,761379414,-3.97,59017,1075
0.499998,1.53495,761390394,1403,20493,761389221,-3.67,59017,1075
0.509999,1.555416,761400395,1403,20499,761399801,-3.65,59017,1075
0.519992,1.575882,761410388,1403,20505,761410179,-3.72,59017,1075
0.529991,1.592937,761420387,1403,20510,761419315,-3.52,59017,1075
0.539994,1.613403,761430390,1403,20516,761429885,-3.39,59017,1075
0.549998,1.630458,761440394,1403,20521,761439052,-3.44,59017,1075
0.559999,1.647513,761450395,1403,20526,761449590,-2.79,66474,1076
0.569992,1.664568,761460388,1403,20531,761459588,-2.44,66474,1076
0.579995,1.681623,761470391,1403,20536,761469849,-2.37,66474,1076
0.590007,1.698678,761480403,1403,20541,761480043,-2.65,66474,1076
0.600008,1.715733,761490404,1403,20546,761490259,-2.25,66474,1076
0.61,1.732788,761500396,1403,20551,761499922,-2.26,66474,1076
0.619993,1.746432,761510389,1403,20555,761508601,-2.45,66474,1076
0.630001,1.763487,761520397,1403,20560,761520287,-2.7,66474,1076
0.640011,1.777131,761530407,1403,20564,761529472,-2.74,78690,1077
0.650004,1.794186,761540400,1403,20569,761540291,-3.32,78690,1077
0.659997,1.80783,761550393,1403,20573,761548734,-3.15,78690,1077
0.669988,1.824885,761560384,1403,20578,761560310,-2.86,78690,1077
0.679992,1.835118,761570388,1403,20581,761567596,-2.44,78690,1077
0.689994,1.848762,761580390,1403,20585,761578324,-2.02,78690,1077
0.699986,1.862406,761590382,1403,20589,761588305,-2.08,78690,1077
0.709987,1.87605,761600383,1403,20593,761598564,-2.21,78690,1077
0.719993,1.889694,761610389,1403,20597,761609571,-2.42,78690,1077
0.73,1.903338,761620396,1403,20601,761620049,-2.44,87656,1078
0.740002,1.913571,761630398,1403,20604,761628043,-2.39,87656,1078
0.749997,1.927215,761640393,1403,20608,761638965,-2.09,87656,1078
0.759995,1.937448,761650391,1403,20611,761650354,-1.64,87656,1078
0.769983,1.951092,761660379,1403,20615,761658626,-1.32,87656,1078
0.78,1.964736,761670396,1403,20619,761669887,-1.16,87656,1078
0.789992,1.974969,761680388,1403,20622,761678929,-1.33,87656,1078
0.799993,1.985202,761690389,1403,20625,761687423,-1.4,87656,1078
0.809998,1.998846,761700394,1403,20629,761699496,-1.52,87656,1078
0.819985,2.009079,761710381,1403,20632,761709655,-1.53,87656,1078
0.83,2.019312,761720396,1403,20635,761719557,-1.42,105796,1079
0.839995,2.029545,761730391,1403,20638,761730154,-1.46,105796,1079
0.849993,2.036367,761740389,1403,20640,761737355,-1.69,105796,1079
0.860007,2.050011,761750403,1403,20644,761750278,-1.61,105796,1079
0.869998,2.060244,761760394,1403,20647,761759930,-1.35,105796,1079
0.879999,2.070477,761770395,1403,20650,761769617,-0.99,105796,1079
0.889995,2.08071,761780391,1403,20653,761779128,-0.54,105796,1079
0.899992,2.087532,761790388,1403,20655,761786798,-0.61,105796,1079
0.909991,2.097765,761800387,1403,20658,761798133,-0.87,105796,1079
0.919986,2.107998,761810382,1403,20661,761808888,-1.07,105796,1079
0.929996,2.11482,761820392,1403,20663,761817393,-1.21,105796,1079
0.940003,2.121642,761830399,1403,20665,761826020,-1.24,105796,1079
0.949998,2.131875,761840394,1403,20668,761838440,-0.87,105796,1079
0.959998,2.138697,761850394,1403,20670,761847039,-0.57,129357,1080
0.969989,2.14893,761860385,1403,20673,761858417,-0.4,129357,1080
0.979989,2.155752,761870385,1403,20675,761868356,-0.26,129357,1080
0.989985,2.162574,761880381,1403,20677,761876036,-0.18,129357,1080
0.999994,2.172807,761890390,1403,20680,761888989,-0.08,129357,1080
1.009992,2.179629,761900388,1403,20682,761898404,-0.14,129357,1080
1.019996,2.186451,761910392,1403,20684,761906948,-0.11,129357,1080
1.029994,2.193273,761920390,1403,20686,761916772,-0.13,129357,1080
1.039981,2.200095,761930377,1403,20688,761926800,-0.25,129357,1080
1.049996,2.206917,761940392,1403,20690,761937132,-0.46,129357,1080
1.059994,2.213739,761950390,1403,20692,761947649,-0.97,129357,1080
1.070004,2.220561,761960400,1403,20694,761958889,-1.19,129357,1080
1.080001,2.227383,761970397,1403,20696,761968882,-1.09,129357,1080
1.09,2.234205,761980396,1403,20698,761979154,-0.95,129357,1080
1.099995,2.241027,761990391,1403,20700,761988458,-0.55,129357,1080
1.110002,2.247849,762000398,1403,20702,761998600,-0.14,129357,1080
1.119985,2.254671,762010381,1403,20704,762007872,0.09,129357,1080
1.129989,2.261493,762020385,1403,20706,762018020,0.22,169659,1081
1.13999,2.268315,762030386,1403,20708,762028290,0.19,169659,1081
1.149978,2.271726,762040374,1403,20709,762033205,0.07,169659,1081
1.159998,2.278548,762050394,1403,20711,762047607,-0.08,169659,1081
1.169998,2.28537,762060394,1403,20713,762060188,-0.41,169659,1081
1.179997,2.288781,762070393,1403,20714,762067891,-0.49,169659,1081
1.190008,2.292192,762080404,1403,20715,762073895,-0.35,169659,1081
1.199986,2.299014,762090382,1403,20717,762086415,-0.13,169659,1081
1.209997,2.305836,762100393,1403,20719,762099897,0.13,169659,1081
1.219988,2.309247,762110384,1403,20720,762106242,0.28,169659,1081
1.229995,2.316069,762120391,1403,20722,762119238,0.26,169659,1081
1.239983,2.31948,762130379,1403,20723,762125027,0.2,169659,1081
1.250002,2.326302,762140398,1403,20725,762137126,0.15,169659,1081
1.259993,2.329713,762150389,1403,20726,762145331,0.17,169659,1081
1.269991,2.336535,762160387,1403,20728,762158772,0.14,169659,1081
1.279996,2.339946,762170392,1403,20729,762164376,0.13,169659,1081
1.289996,2.346768,762180392,1403,20731,762180027,-0.0,169659,1081
1.299989,2.350179,762190385,1403,20732,762188326,-0.12,169659,1081
1.309991,2.35359,762200387,1403,20733,762195935,-0.09,169659,1081
1.319989,2.357001,762210385,1403,20734,762204745,-0.04,169659,1081
1.330002,2.360412,762220398,1403,20735,762215120,-0.06,169659,1081
1.339992,2.363823,762230388,1403,20736,762223029,-0.08,169659,1081
1.349994,2.367234,762240390,1403,20737,762231251,-0.09,169659,1081
1.359994,2.370645,762250390,1403,20738,762242212,-0.11,169659,1081
1.369999,2.374056,762260395,1403,20739,762253077,-0.18,169659,1081
1.379996,2.377467,762270392,1403,20740,762263489,-0.24,169659,1081
1.390002,2.380878,762280398,1403,20741,762273428,-0.24,261368,1082
1.400004,2.384289,762290400,1403,20742,762286026,-0.24,261368,1082
1.409996,2.3877,762300392,1403,20743,762296553,-0.2,261368,1082
1.419985,2.391111,762310381,1403,20744,762306986,-0.15,261368,1082
1.429994,2.394522,762320390,1403,20745,762317259,-0.12,261368,1082
1.439991,2.394522,762330387,1403,20745,762317259,-0.05,261368,1082
1.449977,2.397933,762340373,1403,20746,762331201,-0.0,261368,1082
1.459992,2.401344,762350388,1403,20747,762342238,-0.03,261368,1082
1.469992,2.404755,762360388,1403,20748,762353934,-0.02,261368,1082
1.479998,2.408166,762370394,1403,20749,762365495,0.13,261368,1082
1.489993,2.408166,762380389,1403,20749,762365495,0.24,261368,1082
1.499992,2.411577,762390388,1403,20750,762382538,0.24,261368,1082
1.509986,2.414988,762400382,1403,20751,762396820,0.25,261368,1082
1.519984,2.414988,762410380,1403,20751,762396820,0.23,261368,1082
1.529993,2.418399,762420389,1403,20752,762414476,0.09,261368,1082
1.54616,2.42181,762436556,1403,20753,762430365,0.19,261368,1082
1.549985,2.42181,762440381,1403,20753,762430365,0.19,261368,1082
1.566657,2.425221,762457053,1403,20754,762453463,0.16,261368,1082
1.576163,2.425221,762466559,1403,20754,762453463,0.01,261368,1082
1.586138,2.428632,762476534,1403,20755,762474767,0.04,261368,1082
1.596135,2.428632,762486531,1403,20755,762474767,0.19,261368,1082
1.606372,2.428632,762496768,1403,20755,762474767,0.25,261368,1082
1.616104,2.432043,762506500,1403,20756,762500872,0.26,261368,1082
1.626337,2.432043,762516733,1403,20756,762500872,0.23,261368,1082
1.636074,2.432043,762526470,1403,20756,762500872,0.11,261368,1082
1.646321,2.435454,762536717,1403,20757,762529611,0.1,261368,1082
1.656071,2.435454,762546467,1403,20757,762529611,0.12,261368,1082
1.66608,2.435454,762556476,1403,20757,762529611,0.13,261368,1082
1.676289,2.435454,762566685,1403,20757,762529611,0.15,261368,1082
1.68635,2.435454,762576746,1403,20757,762529611,0.02,261368,1082
1.696013,2.438865,762586409,1403,20758,762586072,-0.01,261368,1082
1.706003,2.438865,762596399,1403,20758,762586072,0.02,261368,1082
1.716495,2.438865,762606891,1403,20758,762586072,-0.09,261368,1082
1.725999,2.438865,762616395,1403,20758,762586072,-0.15,261368,1082
1.736215,2.438865,762626611,1403,20758,762586072,-0.11,261368,1082
