seconds,meters,us,esc,odometer_ticks,odometer_last_us,ax,spur_delta_us,spur_odo
0.0,0.0,570272306,1970,15099,570271856,-0.06,11683,1690
0.009933,0.098919,570282239,1970,15128,570281884,-0.98,11251,1691
0.02009,0.20466,570292396,1450,15159,570292300,-1.35,11122,1692
0.030245,0.30699,570302551,1450,15189,570302355,-0.32,11357,1693
0.039934,0.402498,570312240,1450,15217,570312101,0.01,11357,1693
0.050106,0.504828,570322412,1450,15247,570322170,-1.15,17223,1694
0.060036,0.603747,570332342,1450,15276,570332190,-2.11,13672,1695
0.069956,0.658323,570342262,1450,15292,570342228,-5.13,13672,1695
0.080135,0.757242,570352441,1450,15321,570351844,-6.63,14962,1696
0.090047,0.804996,570362353,1450,15335,570362120,-5.94,15709,1697
0.100223,0.903915,570372529,1450,15364,570372225,-7.92,15709,1697
0.110152,0.999423,570382458,1450,15392,570382155,-8.0,19048,1698
0.119832,1.094931,570392138,1450,15420,570392005,-8.39,19048,1698
0.129731,1.187028,570402037,1450,15447,570401609,-7.89,19486,1699
0.140154,1.285947,570412460,1450,15476,570412227,-6.45,19486,1699
0.150096,1.381455,570422402,1450,15504,570422282,-6.31,19486,1699
0.160019,1.473552,570432325,1450,15531,570431991,-6.92,26122,1700
0.170185,1.56906,570442491,1450,15559,570442352,-7.33,26122,1700
0.179865,1.657746,570452171,1450,15585,570451886,-7.34,26122,1700
0.189787,1.749843,570462093,1450,15612,570461933,-8.63,29565,1701
0.199727,1.84194,570472033,1450,15639,570471949,-7.62,29565,1701
0.209885,1.934037,570482191,1450,15666,570482143,-7.82,29565,1701
0.220036,2.026134,570492342,1450,15693,570492221,-8.2,32223,1702
0.229677,2.111409,570501983,1450,15718,570501735,-7.81,32223,1702
0.239828,2.200095,570512134,1450,15744,570511793,-6.72,32223,1702
0.249972,2.292192,570522278,1450,15771,570522189,-9.42,31764,1703
0.259894,2.377467,570532200,1450,15796,570532047,-8.03,31764,1703
0.269814,2.462742,570542120,1450,15821,570541816,-6.25,31764,1703
0.279965,2.551428,570552271,1450,15847,570552150,-6.54,31764,1703
0.289604,2.633292,570561910,1450,15871,570561664,-6.67,38417,1704
0.299759,2.721978,570572065,1450,15897,570572014,-5.69,38417,1704
0.309908,2.807253,570582214,1450,15922,570581992,-5.88,38417,1704
0.319552,2.889117,570591858,1450,15946,570591574,-6.7,38417,1704
0.329951,2.974392,570602257,1450,15971,570601721,-6.67,44502,1705
0.339872,3.059667,570612178,1450,15996,570612091,-7.12,44502,1705
0.349523,3.13812,570621829,1450,16019,570621563,-8.23,44502,1705
0.359672,3.219984,570631978,1450,16043,570631757,-9.52,30486,1706
0.369834,3.301848,570642140,1450,16067,570641852,-6.9,30486,1706
0.379505,3.380301,570651811,1450,16090,570651532,-5.91,30486,1706
0.389921,3.465576,570662227,1450,16115,570662165,-9.06,30486,1706
0.399821,3.540618,570672127,1450,16137,570671906,-7.12,32704,1707
0.409468,3.61566,570681774,1450,16159,570681298,-6.01,32704,1707
0.419621,3.697524,570691927,1450,16183,570691778,-6.78,32704,1707
0.429776,3.775977,570702082,1450,16206,570702034,-5.0,37681,1708
0.439663,3.851019,570711969,1450,16228,570711859,-5.42,37681,1708
0.449562,3.92265,570721868,1450,16249,570721246,-6.5,37681,1708
0.459715,3.99087,570732021,1450,16269,570731836,-5.05,37681,1708
0.469402,4.065912,570741708,1450,16291,570741601,-5.53,37681,1708
0.479557,4.140954,570751863,1450,16313,570751496,-5.77,42390,1709
0.489713,4.215996,570762019,1450,16335,570761479,-5.68,42390,1709
0.499377,4.287627,570771683,1450,16356,570771276,-8.16,42390,1709
0.50953,4.362669,570781836,1450,16378,570781670,-7.14,35815,1710
0.519681,4.4343,570791987,1450,16399,570791424,-6.63,35815,1710
0.529355,4.50252,570801661,1450,16419,570801352,-7.64,35815,1710
0.539503,4.574151,570811809,1450,16440,570811581,-6.36,29783,1711
0.549645,4.645782,570821951,1450,16461,570821623,-6.36,29783,1711
0.559811,4.717413,570832117,1450,16482,570831765,-5.26,29783,1711
0.569482,4.785633,570841788,1450,16502,570841416,-4.0,29783,1711
0.579634,4.857264,570851940,1450,16523,570851650,-3.79,39698,1712
0.58929,4.922073,570861596,1450,16542,570861279,-5.81,39698,1712
0.599452,4.990293,570871758,1450,16562,570871489,-5.11,39698,1712
0.60936,5.055102,570881666,1450,16581,570881192,-5.91,39698,1712
0.619266,5.123322,570891572,1450,16601,570891424,-5.64,36636,1713
0.629412,5.188131,570901718,1450,16620,570901489,-5.75,36636,1713
0.639317,5.239296,570911623,1450,16635,570911388,-5.55,36636,1713
0.649231,5.304105,570921537,1450,16654,570921484,-6.72,35079,1714
0.659388,5.365503,570931694,1450,16672,570931653,-5.3,35079,1714
0.669555,5.430312,570941861,1450,16691,570941289,-4.49,35079,1714
0.679241,5.49171,570951547,1450,16709,570951162,-4.65,35079,1714
0.689398,5.553108,570961704,1450,16727,570961051,-5.29,39720,1715
0.699302,5.614506,570971608,1450,16745,570971470,-5.94,39720,1715
0.709218,5.672493,570981524,1450,16762,570981259,-5.85,39720,1715
0.719115,5.73048,570991421,1450,16779,570990855,-6.04,39720,1715
0.729511,5.791878,571001817,1450,16797,571001747,-6.47,32861,1716
0.739177,5.846454,571011483,1450,16813,571011230,-5.09,32861,1716
0.749342,5.904441,571021648,1450,16830,571021157,-4.51,32861,1716
0.759492,5.962428,571031798,1450,16847,571031182,-5.19,32861,1716
0.76916,6.017004,571041466,1450,16863,571041035,-5.6,39195,1717
0.779322,6.07158,571051628,1450,16879,571051002,-5.27,39195,1717
