seconds,meters,us,esc,odometer_ticks,ax,spur_delta_us,spur_odo
0.0,0.0,1054048486,1824,71609,0.23,35785,6999
0.009997,0.030699,1054058483,1824,71618,0.59,35785,6999
0.02,0.057987,1054068486,1420,71626,0.56,35785,6999
0.030003,0.088686,1054078489,1420,71635,0.42,35785,6999
0.040021,0.119385,1054088507,1420,71644,0.36,35785,6999
0.05001,0.150084,1054098496,1420,71653,0.31,51848,7000
0.060082,0.180783,1054108568,1420,71662,-0.38,51848,7000
0.070011,0.211482,1054118497,1420,71671,-1.61,51848,7000
0.080012,0.23877,1054128498,1420,71679,-2.25,51848,7000
0.090007,0.269469,1054138493,1420,71688,-2.92,51848,7000
0.100003,0.300168,1054148489,1420,71697,-2.91,51848,7000
0.110003,0.327456,1054158489,1420,71705,-2.97,51848,7000
0.12001,0.354744,1054168496,1420,71713,-2.63,51848,7000
0.130013,0.385443,1054178499,1420,71722,-3.1,51848,7000
0.140004,0.412731,1054188490,1420,71730,-3.32,85038,7001
0.149998,0.440019,1054198484,1420,71738,-3.36,85038,7001
0.160011,0.467307,1054208497,1420,71746,-3.15,85038,7001
0.170014,0.494595,1054218500,1420,71754,-3.03,85038,7001
0.180003,0.521883,1054228489,1420,71762,-3.28,85038,7001
0.19001,0.549171,1054238496,1420,71770,-3.42,85038,7001
0.20001,0.576459,1054248496,1420,71778,-3.56,85038,7001
0.210008,0.603747,1054258494,1420,71786,-3.44,85038,7001
0.220012,0.631035,1054268498,1420,71794,-3.22,85038,7001
0.230015,0.654912,1054278501,1420,71801,-2.9,94178,7002
0.240014,0.6822,1054288500,1420,71809,-3.01,94178,7002
0.250008,0.709488,1054298494,1420,71817,-3.17,94178,7002
0.260015,0.733365,1054308501,1420,71824,-3.43,94178,7002
0.270007,0.757242,1054318493,1420,71831,-3.26,94178,7002
0.280015,0.78453,1054328501,1420,71839,-2.86,94178,7002
0.290004,0.808407,1054338490,1420,71846,-2.62,94178,7002
0.300001,0.832284,1054348487,1420,71853,-2.83,94178,7002
0.31001,0.859572,1054358496,1420,71861,-2.96,94178,7002
0.320012,0.883449,1054368498,1420,71868,-3.02,94178,7002
0.330006,0.907326,1054378492,1420,71875,-3.27,94198,7003
0.340004,0.927792,1054388490,1420,71881,-3.06,94198,7003
0.350006,0.95508,1054398492,1420,71889,-2.62,94198,7003
0.360003,0.975546,1054408489,1420,71895,-2.57,94198,7003
0.370012,0.999423,1054418498,1420,71902,-2.65,94198,7003
0.380008,1.0233,1054428494,1420,71909,-2.83,94198,7003
0.390008,1.047177,1054438494,1420,71916,-3.01,94198,7003
0.399999,1.067643,1054448485,1420,71922,-2.82,94198,7003
0.410012,1.088109,1054458498,1420,71928,-2.51,94198,7003
0.42001,1.111986,1054468496,1420,71935,-2.2,96906,7004
0.430006,1.132452,1054478492,1420,71941,-2.55,96906,7004
0.44001,1.156329,1054488496,1420,71948,-2.81,96906,7004
0.450008,1.176795,1054498494,1420,71954,-2.82,96906,7004
0.459999,1.197261,1054508485,1420,71960,-2.56,96906,7004
0.47001,1.217727,1054518496,1420,71966,-2.56,96906,7004
0.480014,1.238193,1054528500,1420,71972,-2.42,96906,7004
0.490003,1.258659,1054538489,1420,71978,-2.31,96906,7004
0.500013,1.279125,1054548499,1420,71984,-2.25,96906,7004
0.510002,1.299591,1054558488,1420,71990,-2.38,96906,7004
0.520013,1.320057,1054568499,1420,71996,-2.55,98461,7005
0.530014,1.340523,1054578500,1420,72002,-2.74,98461,7005
0.540021,1.357578,1054588507,1420,72007,-2.62,98461,7005
0.550009,1.378044,1054598495,1420,72013,-2.46,98461,7005
0.560021,1.395099,1054608507,1420,72018,-2.29,98461,7005
0.570011,1.415565,1054618497,1420,72024,-1.97,98461,7005
0.580001,1.43262,1054628487,1420,72029,-2.01,98461,7005
0.590022,1.453086,1054638508,1420,72035,-2.56,98461,7005
0.600015,1.470141,1054648501,1420,72040,-2.6,98461,7005
0.610015,1.487196,1054658501,1420,72045,-2.57,98461,7005
0.620015,1.504251,1054668501,1420,72050,-2.32,97631,7006
0.630002,1.524717,1054678488,1420,72056,-1.92,97631,7006
0.640008,1.541772,1054688494,1420,72061,-1.98,97631,7006
0.650011,1.558827,1054698497,1420,72066,-1.94,97631,7006
0.660005,1.575882,1054708491,1420,72071,-1.97,97631,7006
0.670002,1.592937,1054718488,1420,72076,-2.07,97631,7006
0.680018,1.609992,1054728504,1420,72081,-2.13,97631,7006
0.690013,1.623636,1054738499,1420,72085,-2.23,97631,7006
0.700016,1.640691,1054748502,1420,72090,-2.19,97631,7006
0.710015,1.657746,1054758501,1420,72095,-2.18,97631,7006
0.720005,1.67139,1054768491,1420,72099,-2.05,100149,7007
0.730008,1.685034,1054778494,1420,72103,-2.0,100149,7007
0.740013,1.702089,1054788499,1420,72108,-1.87,100149,7007
0.750013,1.715733,1054798499,1420,72112,-1.85,100149,7007
0.760002,1.732788,1054808488,1420,72117,-1.75,100149,7007
0.776195,1.753254,1054824681,1420,72123,-1.99,100149,7007
0.780008,1.760076,1054828494,1420,72125,-1.99,100149,7007
0.790017,1.77372,1054838503,1420,72129,-2.03,100149,7007
0.806403,1.797597,1054854889,1420,72136,-1.89,100149,7007
0.816167,1.80783,1054864653,1420,72139,-1.8,102513,7008
0.82615,1.821474,1054874636,1420,72143,-1.63,102513,7008
0.836622,1.838529,1054885108,1420,72148,-1.84,102513,7008
0.846378,1.848762,1054894864,1420,72151,-1.86,102513,7008
0.856342,1.862406,1054904828,1420,72155,-1.72,102513,7008
0.866345,1.87605,1054914831,1420,72159,-1.59,102513,7008
0.87613,1.886283,1054924616,1420,72162,-1.51,102513,7008
0.886083,1.899927,1054934569,1420,72166,-1.56,102513,7008
0.896316,1.91016,1054944802,1420,72169,-1.5,102513,7008
0.906216,1.923804,1054954702,1420,72173,-1.52,102513,7008
0.916034,1.934037,1054964520,1420,72176,-1.51,102513,7008
0.926018,1.947681,1054974504,1420,72180,-1.46,105075,7009
0.936001,1.957914,1054984487,1420,72183,-1.49,105075,7009
0.946236,1.971558,1054994722,1420,72187,-1.53,105075,7009
0.955979,1.981791,1055004465,1420,72190,-1.55,105075,7009
0.966221,1.992024,1055014707,1420,72193,-1.42,105075,7009
0.975953,2.002257,1055024439,1420,72196,-1.3,105075,7009
0.986204,2.01249,1055034690,1420,72199,-1.28,105075,7009
0.996013,2.022723,1055044499,1420,72202,-1.21,105075,7009
1.00594,2.032956,1055054426,1420,72205,-1.13,105075,7009
1.015902,2.043189,1055064388,1420,72208,-1.12,105075,7009
1.026156,2.053422,1055074642,1420,72211,-1.11,105075,7009
1.035901,2.063655,1055084387,1420,72214,-1.18,105075,7009
1.045869,2.070477,1055094355,1420,72216,-1.06,115932,7010
1.056108,2.08071,1055104594,1420,72219,-0.97,115932,7010
1.065856,2.090943,1055114342,1420,72222,-0.86,115932,7010
1.075844,2.101176,1055124330,1420,72225,-0.73,115932,7010
1.085825,2.107998,1055134311,1420,72227,-0.79,115932,7010
1.096054,2.118231,1055144540,1420,72230,-0.82,115932,7010
1.106046,2.128464,1055154532,1420,72233,-0.77,115932,7010
1.115785,2.135286,1055164271,1420,72235,-0.87,115932,7010
1.126086,2.145519,1055174572,1420,72238,-0.86,115932,7010
1.135772,2.152341,1055184258,1420,72240,-0.65,115932,7010
1.145753,2.162574,1055194239,1420,72243,-0.54,115932,7010
1.15598,2.169396,1055204466,1420,72245,-0.55,115932,7010
1.165726,2.176218,1055214212,1420,72247,-0.56,115932,7010
1.175735,2.186451,1055224221,1420,72250,-0.54,134753,7011
1.185962,2.193273,1055234448,1420,72252,-0.46,134753,7011
1.195715,2.203506,1055244201,1420,72255,-0.24,134753,7011
1.205909,2.210328,1055254395,1420,72257,-0.18,134753,7011
1.215653,2.21715,1055264139,1420,72259,-0.34,134753,7011
1.225895,2.223972,1055274381,1420,72261,-0.38,134753,7011
1.235649,2.234205,1055284135,1420,72264,-0.3,134753,7011
1.245654,2.241027,1055294140,1420,72266,-0.25,134753,7011
1.255862,2.247849,1055304348,1420,72268,-0.31,134753,7011
1.265853,2.254671,1055314339,1420,72270,-0.29,134753,7011
1.275612,2.264904,1055324098,1420,72273,-0.29,134753,7011
1.285841,2.271726,1055334327,1420,72275,-0.34,134753,7011
1.295815,2.278548,1055344301,1420,72277,-0.31,134753,7011
1.30556,2.28537,1055354046,1420,72279,-0.26,134753,7011
1.315779,2.292192,1055364265,1420,72281,-0.28,134753,7011
1.325521,2.299014,1055374007,1420,72283,-0.28,134753,7011
1.335762,2.305836,1055384248,1420,72285,-0.24,158696,7012
1.345507,2.312658,1055393993,1420,72287,-0.09,158696,7012
1.355729,2.31948,1055404215,1420,72289,-0.04,158696,7012
1.365732,2.326302,1055414218,1420,72291,-0.12,158696,7012
1.375789,2.333124,1055424275,1420,72293,-0.14,158696,7012
1.385485,2.336535,1055433971,1420,72294,-0.08,158696,7012
1.395692,2.343357,1055444178,1420,72296,-0.03,158696,7012
1.405446,2.350179,1055453932,1420,72298,0.03,158696,7012
1.415663,2.357001,1055464149,1420,72300,0.0,158696,7012
1.425432,2.363823,1055473918,1420,72302,-0.07,158696,7012
1.435652,2.370645,1055484138,1420,72304,-0.13,158696,7012
1.445419,2.377467,1055493905,1420,72306,-0.13,158696,7012
1.455627,2.384289,1055504113,1420,72308,-0.07,158696,7012
1.465359,2.3877,1055513845,1420,72309,-0.1,158696,7012
1.475602,2.394522,1055524088,1420,72311,-0.08,158696,7012
1.485383,2.401344,1055533869,1420,72313,-0.08,158696,7012
1.495566,2.408166,1055544052,1420,72315,-0.03,158696,7012
1.505305,2.411577,1055553791,1420,72316,0.01,158696,7012
1.515304,2.418399,1055563790,1420,72318,0.08,184984,7013
1.525536,2.425221,1055574022,1420,72320,0.09,184984,7013
1.535774,2.428632,1055584260,1420,72321,0.07,184984,7013
1.545252,2.435454,1055593738,1420,72323,0.01,184984,7013
1.555499,2.442276,1055603985,1420,72325,-0.06,184984,7013
1.565502,2.445687,1055613988,1420,72326,-0.11,184984,7013
1.575241,2.452509,1055623727,1420,72328,-0.15,184984,7013
1.58521,2.45592,1055633696,1420,72329,-0.08,184984,7013
1.595709,2.462742,1055644195,1420,72331,-0.01,184984,7013
1.605202,2.469564,1055653688,1420,72333,0.02,184984,7013
1.615651,2.472975,1055664137,1420,72334,-0.01,184984,7013
1.625235,2.479797,1055673721,1420,72336,-0.05,184984,7013
1.635424,2.483208,1055683910,1420,72337,-0.05,184984,7013
1.645147,2.49003,1055693633,1420,72339,-0.0,184984,7013
1.655409,2.493441,1055703895,1420,72340,0.02,184984,7013
1.665137,2.496852,1055713623,1420,72341,0.02,184984,7013
1.67514,2.503674,1055723626,1420,72343,-0.01,184984,7013
1.685357,2.507085,1055733843,1420,72344,-0.05,184984,7013
1.695099,2.513907,1055743585,1420,72346,0.04,184984,7013
1.705324,2.517318,1055753810,1420,72347,0.09,184984,7013
1.715328,2.52414,1055763814,1420,72349,0.08,184984,7013
1.725069,2.527551,1055773555,1420,72350,0.07,184984,7013
1.735033,2.530962,1055783519,1420,72351,0.06,184984,7013
1.745056,2.537784,1055793542,1420,72353,0.11,184984,7013
1.755272,2.541195,1055803758,1420,72354,0.15,233531,7014
1.764986,2.544606,1055813472,1420,72355,0.16,233531,7014
1.774983,2.551428,1055823469,1420,72357,0.15,233531,7014
1.785218,2.554839,1055833704,1420,72358,0.1,233531,7014
1.795255,2.55825,1055843741,1420,72359,0.03,233531,7014
1.804954,2.561661,1055853440,1420,72360,0.03,233531,7014
1.815206,2.568483,1055863692,1420,72362,0.06,233531,7014
1.824935,2.571894,1055873421,1420,72363,0.08,233531,7014
1.835148,2.575305,1055883634,1420,72364,0.13,233531,7014
1.844908,2.578716,1055893394,1420,72365,0.13,233531,7014
1.854916,2.585538,1055903402,1420,72367,0.07,233531,7014
1.865126,2.588949,1055913612,1420,72368,0.02,233531,7014
1.874927,2.59236,1055923413,1420,72369,0.03,233531,7014
1.884862,2.595771,1055933348,1420,72370,0.07,233531,7014
1.895094,2.599182,1055943580,1420,72371,0.05,233531,7014
1.904857,2.602593,1055953343,1420,72372,0.02,233531,7014
1.914816,2.606004,1055963302,1420,72373,0.01,233531,7014
1.925047,2.612826,1055973533,1420,72375,-0.01,233531,7014
1.934803,2.616237,1055983289,1420,72376,-0.05,233531,7014
1.945025,2.619648,1055993511,1420,72377,-0.06,233531,7014
1.954766,2.619648,1056003252,1420,72377,-0.05,233531,7014
1.965008,2.62647,1056013494,1420,72379,-0.03,233531,7014
1.974778,2.629881,1056023264,1420,72380,-0.06,233531,7014
1.985013,2.633292,1056033499,1420,72381,-0.1,233531,7014
1.99473,2.633292,1056043216,1420,72381,-0.05,233531,7014
2.00473,2.636703,1056053216,1420,72382,-0.0,233531,7014
2.014952,2.640114,1056063438,1420,72383,0.04,233531,7014
2.02469,2.643525,1056073176,1420,72384,0.03,233531,7014
2.034926,2.646936,1056083412,1420,72385,0.05,233531,7014
2.044673,2.650347,1056093159,1420,72386,0.08,233531,7014
2.054897,2.653758,1056103383,1420,72387,0.1,233531,7014
2.064643,2.657169,1056113129,1420,72388,0.15,233531,7014
2.074621,2.66058,1056123107,1420,72389,0.07,320393,7015
2.084854,2.66058,1056133340,1420,72389,0.02,320393,7015
2.094836,2.663991,1056143322,1420,72390,0.08,320393,7015
2.104595,2.667402,1056153081,1420,72391,0.16,320393,7015
2.114835,2.670813,1056163321,1420,72392,0.18,320393,7015
2.12462,2.670813,1056173106,1420,72392,0.18,320393,7015
2.134812,2.674224,1056183298,1420,72393,0.13,320393,7015
2.144563,2.677635,1056193049,1420,72394,0.17,320393,7015
2.155033,2.681046,1056203519,1420,72395,0.22,320393,7015
2.16454,2.681046,1056213026,1420,72395,0.22,320393,7015
2.175025,2.684457,1056223511,1420,72396,0.21,320393,7015
2.184493,2.687868,1056232979,1420,72397,0.18,320393,7015
2.194753,2.691279,1056243239,1420,72398,0.05,320393,7015
2.204469,2.691279,1056252955,1420,72398,0.01,320393,7015
2.214732,2.69469,1056263218,1420,72399,0.09,320393,7015
2.224445,2.698101,1056272931,1420,72400,0.14,320393,7015
2.234919,2.698101,1056283405,1420,72400,0.14,320393,7015
2.24444,2.701512,1056292926,1420,72401,0.14,320393,7015
2.254894,2.701512,1056303380,1420,72401,0.01,320393,7015
2.264411,2.704923,1056312897,1420,72402,-0.14,320393,7015
2.274896,2.708334,1056323382,1420,72403,-0.07,320393,7015
2.28438,2.708334,1056332866,1420,72403,0.09,320393,7015
2.294612,2.711745,1056343098,1420,72404,0.11,320393,7015
2.304641,2.711745,1056353127,1420,72404,0.15,320393,7015
2.31434,2.715156,1056362826,1420,72405,0.17,320393,7015
2.32457,2.715156,1056373056,1420,72405,0.09,320393,7015
2.334321,2.718567,1056382807,1420,72406,-0.08,320393,7015
2.3443,2.718567,1056392786,1420,72406,-0.08,320393,7015
2.354296,2.721978,1056402782,1420,72407,0.03,320393,7015
2.36454,2.721978,1056413026,1420,72407,0.04,320393,7015
2.374587,2.725389,1056423073,1420,72408,-0.07,320393,7015
2.384258,2.725389,1056432744,1420,72408,-0.09,320393,7015
2.39448,2.725389,1056442966,1420,72408,-0.01,320393,7015
