seconds,meters,us,esc,odometer_ticks,odometer_last_us,ax,spur_delta_us,spur_odo
0.0,0.0,586641495,1838,14624,586640592,0.08,28464,766
0.010221,0.040932,586651716,1403,14636,586650812,0.14,28464,766
0.019968,0.081864,586661463,1403,14648,586660609,0.45,28849,767
0.030183,0.126207,586671678,1403,14661,586671615,-0.04,28849,767
0.040205,0.163728,586681700,1403,14672,586680874,0.04,28849,767
0.049919,0.20466,586691414,1403,14684,586690713,0.03,28849,767
0.059949,0.245592,586701444,1403,14696,586700719,-0.42,41005,768
0.070146,0.286524,586711641,1403,14708,586710952,-3.11,41005,768
0.080163,0.327456,586721658,1403,14720,586721171,-4.13,41005,768
0.090147,0.368388,586731642,1403,14732,586731517,-4.11,41005,768
0.099883,0.405909,586741378,1403,14743,586740788,-4.25,41005,768
0.109863,0.446841,586751358,1403,14755,586751191,-4.67,43107,769
0.12037,0.484362,586761865,1403,14766,586761420,-4.83,43107,769
0.129919,0.521883,586771414,1403,14777,586771111,-4.58,43107,769
0.140111,0.559404,586781606,1403,14788,586780935,-5.43,43107,769
0.149834,0.596925,586791329,1403,14799,586791170,-5.8,43107,769
0.159831,0.631035,586801326,1403,14809,586800606,-6.68,51288,770
0.170059,0.668556,586811554,1403,14820,586810796,-6.45,51288,770
0.179837,0.702666,586821332,1403,14830,586820758,-6.36,51288,770
0.190284,0.740187,586831779,1403,14841,586831436,-6.34,51288,770
0.199749,0.770886,586841244,1403,14850,586840301,-6.31,41906,771
0.210002,0.804996,586851497,1403,14860,586850424,-5.88,41906,771
0.219744,0.839106,586861239,1403,14870,586860956,-5.34,41906,771
0.229753,0.873216,586871248,1403,14880,586871150,-5.11,41906,771
0.239984,0.903915,586881479,1403,14889,586880704,-5.31,41906,771
0.249942,0.934614,586891437,1403,14898,586890406,-6.11,47645,772
0.259697,0.968724,586901192,1403,14908,586900957,-5.48,47645,772
0.269934,0.999423,586911429,1403,14917,586911031,-5.53,47645,772
0.279697,1.030122,586921192,1403,14926,586921057,-5.36,47645,772
0.289902,1.060821,586931397,1403,14935,586931135,-5.81,47035,773
0.299665,1.088109,586941160,1403,14943,586940650,-5.78,47035,773
0.309897,1.115397,586951392,1403,14951,586950149,-5.5,47035,773
0.319887,1.146096,586961382,1403,14960,586961306,-5.81,47035,773
0.329634,1.173384,586971129,1403,14968,586971032,-5.27,47035,773
0.339597,1.200672,586981092,1403,14976,586980913,-4.69,47264,774
0.350106,1.22796,586991601,1403,14984,586990864,-4.85,47264,774
0.359584,1.251837,587001079,1403,14991,587000028,-4.73,47264,774
0.369826,1.279125,587011321,1403,14999,587010522,-5.12,47264,774
0.379742,1.306413,587021237,1403,15007,587021120,-4.72,47264,774
0.389549,1.33029,587031044,1403,15014,587030410,-4.87,49948,775
0.399818,1.354167,587041313,1403,15021,587040273,-4.61,49948,775
0.40953,1.378044,587051025,1403,15028,587049568,-4.53,49948,775
0.41977,1.405332,587061265,1403,15036,587060996,-4.49,49948,775
0.429515,1.425798,587071010,1403,15042,587069990,-4.27,49948,775
0.439754,1.449675,587081249,1403,15049,587080512,-4.35,53169,776
0.449735,1.473552,587091230,1403,15056,587091175,-4.22,53169,776
0.459472,1.494018,587100967,1403,15062,587100554,-4.1,53169,776
0.469449,1.514484,587110944,1403,15068,587109452,-3.75,53169,776
0.479442,1.538361,587120937,1403,15075,587120514,-3.78,53169,776
0.489711,1.558827,587131206,1403,15081,587130496,-3.76,53169,776
0.499451,1.579293,587140946,1403,15087,587140377,-3.86,58179,777
0.509416,1.599759,587150911,1403,15093,587150390,-3.77,58179,777
0.519678,1.620225,587161173,1403,15099,587160308,-3.63,58179,777
0.529648,1.640691,587171143,1403,15105,587170946,-3.31,58179,777
0.539619,1.657746,587181114,1403,15110,587179273,-3.37,58179,777
0.54937,1.678212,587190865,1403,15116,587190031,-3.45,58179,777
0.55938,1.695267,587200875,1403,15121,587199505,-3.4,58179,777
0.569356,1.715733,587210851,1403,15127,587210526,-3.21,63602,778
0.579627,1.732788,587221122,1403,15132,587219860,-3.17,63602,778
0.589336,1.749843,587230831,1403,15137,587230098,-3.23,63602,778
0.599347,1.766898,587240842,1403,15142,587239532,-2.99,63602,778
0.609329,1.783953,587250824,1403,15147,587249605,-3.23,63602,778
0.619553,1.801008,587261048,1403,15152,587260429,-2.91,63602,778
0.629362,1.814652,587270857,1403,15156,587268947,-2.68,63602,778
0.639497,1.831707,587280992,1403,15161,587279785,-2.48,71539,779
0.64925,1.848762,587290745,1403,15166,587290622,-2.52,71539,779
0.6595,1.862406,587300995,1403,15170,587299513,-2.7,71539,779
0.669253,1.879461,587310748,1403,15175,587310332,-2.45,71539,779
0.679472,1.893105,587320967,1403,15179,587319466,-2.54,71539,779
0.689222,1.906749,587330717,1403,15183,587329281,-2.32,71539,779
0.699211,1.920393,587340706,1403,15187,587338910,-2.22,71539,779
0.709436,1.937448,587350931,1403,15192,587350785,-2.31,71539,779
0.719172,1.947681,587360667,1403,15195,587358698,-2.24,82900,780
0.729425,1.961325,587370920,1403,15199,587369024,-2.39,82900,780
0.739157,1.974969,587380652,1403,15203,587379339,-2.51,82900,780
0.749399,1.988613,587390894,1403,15207,587389883,-2.49,82900,780
0.759393,1.998846,587400888,1403,15210,587398794,-2.48,82900,780
0.769119,2.01249,587410614,1403,15214,587409919,-2.41,82900,780
0.779147,2.022723,587420642,1403,15217,587418758,-2.31,82900,780
0.789348,2.032956,587430843,1403,15220,587427022,-2.23,82900,780
0.799104,2.0466,587440599,1403,15224,587439622,-1.92,82900,780
0.809064,2.056833,587450559,1403,15227,587449785,-1.75,82900,780
0.8193,2.067066,587460795,1403,15230,587459580,-1.66,99335,781
0.8293,2.077299,587470795,1403,15233,587470027,-1.65,99335,781
0.839074,2.087532,587480569,1403,15236,587479462,-1.59,99335,781
0.849028,2.097765,587490523,1403,15239,587489621,-1.56,99335,781
0.859258,2.107998,587500753,1403,15242,587500226,-1.44,99335,781
0.869013,2.11482,587510508,1403,15244,587506963,-1.27,99335,781
0.87906,2.125053,587520555,1403,15247,587519018,-1.07,99335,781
0.889238,2.131875,587530733,1403,15249,587526998,-0.94,99335,781
0.898977,2.142108,587540472,1403,15252,587538184,-0.69,99335,781
0.908965,2.152341,587550460,1403,15255,587549435,-0.69,99335,781
0.919206,2.159163,587560701,1403,15257,587557293,-0.84,99335,781
0.929202,2.169396,587570697,1403,15260,587567917,-0.89,99335,781
0.938959,2.179629,587580454,1403,15263,587580117,-0.89,122534,782
0.948942,2.186451,587590437,1403,15265,587588468,-0.81,122534,782
0.959175,2.196684,587600670,1403,15268,587600389,-0.55,122534,782
0.968906,2.203506,587610401,1403,15270,587609538,-0.47,122534,782
0.97892,2.210328,587620415,1403,15272,587617481,-0.47,122534,782
0.989151,2.21715,587630646,1403,15274,587626741,-0.56,122534,782
0.999049,2.227383,587640544,1403,15277,587640239,-0.74,122534,782
1.008896,2.234205,587650391,1403,15279,587648897,-0.84,122534,782
1.018892,2.241027,587660387,1403,15281,587658398,-0.99,122534,782
1.02907,2.247849,587670565,1403,15283,587667726,-1.02,122534,782
1.039063,2.254671,587680558,1403,15285,587678272,-0.99,122534,782
1.049051,2.261493,587690546,1403,15287,587688483,-1.05,122534,782
1.059043,2.268315,587700538,1403,15289,587699633,-1.04,122534,782
1.068892,2.271726,587710387,1403,15290,587704616,-1.05,122534,782
1.078908,2.278548,587720403,1403,15292,587716757,-1.1,122534,782
1.089053,2.28537,587730548,1403,15294,587729515,-1.37,122534,782
1.099024,2.288781,587740519,1403,15295,587735542,-1.37,122534,782
1.108903,2.295603,587750398,1403,15297,587748416,-1.14,167276,783
1.118897,2.302425,587760392,1403,15299,587760023,-0.84,167276,783
1.129042,2.305836,587770537,1403,15300,587764674,-0.69,167276,783
1.138889,2.312658,587780384,1403,15302,587778150,-0.5,167276,783
1.148943,2.316069,587790438,1403,15303,587785234,-0.36,167276,783
1.158933,2.322891,587800428,1403,15305,587799236,-0.2,167276,783
1.168894,2.326302,587810389,1403,15306,587808118,-0.11,167276,783
1.178896,2.329713,587820391,1403,15307,587814870,-0.1,167276,783
1.188935,2.333124,587830430,1403,15308,587821925,-0.05,167276,783
1.198893,2.339946,587840388,1403,15310,587839059,-0.06,167276,783
1.208887,2.343357,587850382,1403,15311,587846518,-0.09,167276,783
1.218897,2.346768,587860392,1403,15312,587854148,0.01,167276,783
1.228873,2.350179,587870368,1403,15313,587864304,0.08,167276,783
1.238897,2.35359,587880392,1403,15314,587872545,0.11,167276,783
1.248895,2.360412,587890390,1403,15316,587888757,0.16,167276,783
1.258896,2.363823,587900391,1403,15317,587900335,0.16,167276,783
1.26889,2.367234,587910385,1403,15318,587909089,0.1,167276,783
1.278907,2.370645,587920402,1403,15319,587918315,-0.0,167276,783
1.288882,2.374056,587930377,1403,15320,587926960,-0.05,167276,783
1.298884,2.377467,587940379,1403,15321,587940017,-0.1,167276,783
1.308884,2.380878,587950379,1403,15322,587949536,-0.12,167276,783
1.318891,2.380878,587960386,1403,15322,587949536,-0.16,167276,783
1.328888,2.384289,587970383,1403,15323,587960817,-0.15,167276,783
1.338892,2.3877,587980387,1403,15324,587971275,-0.18,167276,783
1.348894,2.391111,587990389,1403,15325,587987229,-0.16,167276,783
1.358991,2.394522,588000486,1403,15326,587999163,-0.14,167276,783
1.368899,2.394522,588010394,1403,15326,587999163,-0.25,167276,783
1.378911,2.397933,588020406,1403,15327,588014877,-0.47,167276,783
1.388895,2.401344,588030390,1403,15328,588029462,-0.33,167276,783
1.398895,2.401344,588040390,1403,15328,588029462,-0.24,167276,783
1.408893,2.401344,588050388,1403,15328,588029462,-0.25,167276,783
1.418892,2.404755,588060387,1403,15329,588051995,-0.2,167276,783
1.428892,2.404755,588070387,1403,15329,588051995,-0.23,167276,783
1.438891,2.408166,588080386,1403,15330,588071765,-0.38,167276,783
1.4489,2.408166,588090395,1403,15330,588071765,-0.39,167276,783
1.458894,2.408166,588100389,1403,15330,588071765,-0.27,167276,783
1.468886,2.411577,588110381,1403,15331,588102017,-0.21,167276,783
1.478913,2.411577,588120408,1403,15331,588102017,-0.19,167276,783
1.488897,2.411577,588130392,1403,15331,588102017,-0.31,167276,783
1.498889,2.411577,588140384,1403,15331,588102017,-0.2,167276,783
1.508892,2.411577,588150387,1403,15331,588102017,-0.2,167276,783
1.518901,2.414988,588160396,1403,15332,588158520,-0.2,409624,784
1.528895,2.414988,588170390,1403,15332,588158520,-0.06,409624,784
1.538886,2.414988,588180381,1403,15332,588158520,0.02,409624,784
1.548874,2.414988,588190369,1403,15332,588158520,0.07,409624,784
1.558892,2.414988,588200387,1403,15332,588158520,0.08,409624,784
1.568894,2.414988,588210389,1403,15332,588158520,0.12,409624,784
1.578907,2.414988,588220402,1403,15332,588158520,0.19,409624,784
1.588878,2.411577,588230373,1403,15331,588224942,0.23,409624,784
