seconds,meters,us,esc,odometer_ticks,odometer_last_us,ax,spur_delta_us,spur_odo
0.0,0.0,331720388,1843,11559,331720236,-0.4,28257,419
0.010008,0.040932,331730396,1403,11571,331730271,0.63,28257,419
0.019995,0.078453,331740383,1403,11582,331739676,0.1,27292,420
0.030005,0.119385,331750393,1403,11594,331749632,-0.03,27292,420
0.039995,0.160317,331760383,1403,11606,331759656,-0.09,27292,420
0.049994,0.201249,331770382,1403,11618,331769895,0.33,27292,420
0.059997,0.242181,331780385,1403,11630,331780132,-0.96,43786,421
0.069997,0.283113,331790385,1403,11642,331790320,-3.05,43786,421
0.080011,0.320634,331800399,1403,11653,331799848,-3.56,43786,421
0.09,0.361566,331810388,1403,11665,331810249,-4.11,43786,421
0.099996,0.399087,331820384,1403,11676,331820168,-5.04,43786,421
0.110008,0.436608,331830396,1403,11687,331829675,-5.47,49193,422
0.119998,0.474129,331840386,1403,11698,331839933,-5.61,49193,422
0.130001,0.508239,331850389,1403,11708,331849410,-5.14,49193,422
0.139994,0.54576,331860382,1403,11719,331859413,-4.97,49193,422
0.150179,0.583281,331870567,1403,11730,331869698,-5.91,49193,422
0.160011,0.617391,331880399,1403,11740,331879583,-6.29,51381,423
0.170001,0.654912,331890389,1403,11751,331890124,-5.56,51381,423
0.180005,0.689022,331900393,1403,11761,331900172,-6.34,51381,423
0.190095,0.723132,331910483,1403,11771,331910170,-5.89,51381,423
0.200006,0.757242,331920394,1403,11781,331920086,-5.38,51381,423
0.210227,0.791352,331930615,1403,11791,331930299,-6.06,49532,424
0.220008,0.822051,331940396,1403,11800,331940043,-5.23,49532,424
0.230011,0.85275,331950399,1403,11809,331949747,-5.46,49532,424
0.239993,0.883449,331960381,1403,11818,331959410,-7.04,49532,424
0.250006,0.914148,331970394,1403,11827,331969419,-6.15,49532,424
0.260002,0.944847,331980390,1403,11836,331979609,-5.64,46585,425
0.269998,0.975546,331990386,1403,11845,331989644,-5.07,46585,425
0.280125,1.006245,332000513,1403,11854,331999862,-4.79,46585,425
0.290018,1.036944,332010406,1403,11863,332010101,-5.28,46585,425
0.299999,1.064232,332020387,1403,11871,332019558,-5.26,46585,425
0.310001,1.09152,332030389,1403,11879,332029394,-5.04,53654,426
0.320001,1.118808,332040389,1403,11887,332039440,-5.63,53654,426
0.330004,1.146096,332050392,1403,11895,332049641,-5.16,53654,426
0.340005,1.173384,332060393,1403,11903,332059867,-4.88,53654,426
0.350001,1.200672,332070389,1403,11911,332069790,-5.35,53654,426
0.360011,1.22796,332080399,1403,11919,332080118,-4.92,50346,427
0.370013,1.251837,332090401,1403,11926,332089502,-4.81,50346,427
0.380107,1.275714,332100495,1403,11933,332099476,-4.83,50346,427
0.390011,1.299591,332110399,1403,11940,332109258,-4.18,50346,427
0.400004,1.323468,332120392,1403,11947,332118640,-4.38,50346,427
0.41001,1.350756,332130398,1403,11955,332129617,-4.07,54074,428
0.420004,1.374633,332140392,1403,11962,332140047,-4.53,54074,428
0.429997,1.395099,332150385,1403,11968,332149078,-4.67,54074,428
0.440004,1.418976,332160392,1403,11975,332159244,-4.07,54074,428
0.450002,1.442853,332170390,1403,11982,332170335,-4.35,54074,428
0.46,1.463319,332180388,1403,11988,332179794,-3.86,54074,428
0.470002,1.483785,332190390,1403,11994,332189056,-4.11,55799,429
0.48,1.504251,332200388,1403,12000,332199327,-4.44,55799,429
0.490254,1.524717,332210642,1403,12006,332209049,-3.76,55799,429
0.500009,1.545183,332220397,1403,12012,332219443,-3.78,55799,429
0.510005,1.565649,332230393,1403,12018,332229725,-3.5,55799,429
0.519999,1.582704,332240387,1403,12023,332238411,-3.34,55799,429
0.530008,1.60317,332250396,1403,12029,332249417,-3.4,55799,429
0.540007,1.623636,332260395,1403,12035,332260044,-3.35,65062,430
0.550009,1.640691,332270397,1403,12040,332269664,-3.58,65062,430
0.559993,1.657746,332280381,1403,12045,332278999,-3.18,65062,430
0.570001,1.678212,332290389,1403,12051,332289926,-2.89,65062,430
0.580001,1.695267,332300389,1403,12056,332299987,-3.09,65062,430
0.589999,1.712322,332310387,1403,12061,332310258,-3.2,65062,430
0.600008,1.729377,332320396,1403,12066,332320189,-2.68,65062,430
0.610005,1.743021,332330393,1403,12070,332328647,-2.79,71040,431
0.620007,1.760076,332340395,1403,12075,332339100,-2.62,71040,431
0.630004,1.77372,332350392,1403,12079,332347821,-2.82,71040,431
0.639992,1.790775,332360380,1403,12084,332359232,-2.7,71040,431
0.650007,1.80783,332370395,1403,12089,332370342,-2.73,71040,431
0.660004,1.818063,332380392,1403,12092,332380360,-2.61,71040,431
0.669999,1.835118,332390387,1403,12097,332389674,-2.37,71040,431
0.680001,1.848762,332400389,1403,12101,332399181,-2.22,71040,431
0.689998,1.862406,332410386,1403,12105,332408958,-2.17,80534,432
0.699999,1.87605,332420387,1403,12109,332418729,-2.15,80534,432
0.709998,1.889694,332430386,1403,12113,332429025,-2.08,80534,432
0.719998,1.903338,332440386,1403,12117,332439130,-2.15,80534,432
0.730008,1.916982,332450396,1403,12121,332449440,-2.08,80534,432
0.740004,1.930626,332460392,1403,12125,332460221,-1.88,80534,432
0.750007,1.940859,332470395,1403,12128,332468650,-1.74,80534,432
0.759995,1.954503,332480383,1403,12132,332479651,-1.7,80534,432
0.769992,1.964736,332490380,1403,12135,332487623,-1.52,80534,432
0.780001,1.97838,332500389,1403,12139,332499148,-1.37,94257,433
0.79,1.988613,332510388,1403,12142,332508126,-1.45,94257,433
0.799998,2.002257,332520386,1403,12146,332519734,-1.58,94257,433
0.809994,2.01249,332530382,1403,12149,332528345,-1.56,94257,433
0.819993,2.022723,332540381,1403,12152,332538165,-1.45,94257,433
0.829998,2.032956,332550386,1403,12155,332547882,-1.3,94257,433
0.84001,2.043189,332560398,1403,12158,332557798,-1.11,94257,433
0.850168,2.053422,332570556,1403,12161,332567772,-0.99,94257,433
0.860001,2.063655,332580389,1403,12164,332577589,-1.05,94257,433
0.869998,2.073888,332590386,1403,12167,332586568,-1.03,94257,433
0.879995,2.087532,332600383,1403,12171,332600082,-1.06,94257,433
0.889997,2.094354,332610385,1403,12173,332607470,-1.02,111022,434
0.900003,2.104587,332620391,1403,12176,332618674,-0.85,111022,434
0.909998,2.11482,332630386,1403,12179,332629068,-0.88,111022,434
0.919999,2.125053,332640387,1403,12182,332640102,-0.81,111022,434
0.929996,2.131875,332650384,1403,12184,332648170,-0.71,111022,434
0.939995,2.142108,332660383,1403,12187,332659108,-0.72,111022,434
0.950001,2.14893,332670389,1403,12189,332668679,-0.63,111022,434
0.960007,2.159163,332680395,1403,12192,332680123,-0.65,111022,434
0.970006,2.165985,332690394,1403,12194,332687564,-0.58,111022,434
0.979992,2.172807,332700380,1403,12196,332696124,-0.45,111022,434
0.990008,2.18304,332710396,1403,12199,332708040,-0.42,111022,434
1.000001,2.189862,332720389,1403,12201,332717061,-0.34,111022,434
1.010003,2.200095,332730391,1403,12204,332729282,-0.33,111022,434
1.020005,2.206917,332740393,1403,12206,332737724,-0.35,111022,434
1.030008,2.213739,332750396,1403,12208,332746824,-0.31,139134,435
1.040004,2.223972,332760392,1403,12211,332759413,-0.26,139134,435
1.050008,2.230794,332770396,1403,12213,332769073,-0.28,139134,435
1.060006,2.237616,332780394,1403,12215,332777352,-0.14,139134,435
1.070002,2.244438,332790390,1403,12217,332787152,-0.24,139134,435
1.080001,2.25126,332800389,1403,12219,332795798,-0.15,139134,435
1.090003,2.258082,332810391,1403,12221,332805790,-0.15,139134,435
1.099986,2.264904,332820374,1403,12223,332814684,-0.14,139134,435
1.110002,2.275137,332830390,1403,12226,332830013,-0.11,139134,435
1.120003,2.278548,332840391,1403,12227,332834386,0.01,139134,435
1.130011,2.288781,332850399,1403,12230,332850167,0.13,139134,435
1.139999,2.292192,332860387,1403,12231,332854634,0.13,139134,435
1.149999,2.302425,332870387,1403,12234,332870264,0.07,139134,435
1.159981,2.305836,332880369,1403,12235,332874693,0.01,139134,435
1.169996,2.312658,332890384,1403,12237,332885334,-0.06,139134,435
1.179977,2.31948,332900365,1403,12239,332894838,-0.0,139134,435
