seconds,meters,us,esc,odometer_ticks,odometer_last_us,ax,spur_delta_us,spur_odo
0.0,0.0,528070389,1844,14186,528070174,0.03,28820,685
0.009997,0.037521,528080386,1403,14197,528079572,-0.13,28820,685
0.020001,0.078453,528090390,1403,14209,528089722,0.44,28646,686
0.029994,0.119385,528100383,1403,14221,528099727,0.13,28646,686
0.040001,0.160317,528110390,1403,14233,528110360,0.52,28646,686
0.05,0.201249,528120389,1403,14245,528119671,0.04,28646,686
0.05999,0.242181,528130379,1403,14257,528129744,-0.71,41307,687
0.070002,0.283113,528140391,1403,14269,528139992,-3.26,41307,687
0.080002,0.324045,528150391,1403,14281,528150264,-3.88,41307,687
0.089999,0.361566,528160388,1403,14292,528159747,-4.16,41307,687
0.100002,0.402498,528170391,1403,14304,528170320,-4.3,44792,688
0.109996,0.440019,528180385,1403,14315,528179993,-3.82,44792,688
0.120007,0.47754,528190396,1403,14326,528190100,-5.44,44792,688
0.130014,0.51165,528200403,1403,14336,528199253,-5.24,44792,688
0.146298,0.573048,528216687,1403,14354,528216271,-6.8,48661,689
0.150003,0.586692,528220392,1403,14358,528219949,-6.8,48661,689
0.160007,0.624213,528230396,1403,14369,528230296,-5.53,48661,689
0.169995,0.658323,528240384,1403,14379,528239991,-6.45,48661,689
0.180013,0.692433,528250402,1403,14389,528250132,-5.75,48661,689
0.190005,0.726543,528260394,1403,14399,528259813,-5.32,48661,689
0.206165,0.781119,528276554,1403,14415,528275811,-5.14,48862,690
0.21618,0.815229,528286569,1403,14425,528286303,-5.6,48862,690
0.226411,0.849339,528296800,1403,14435,528296674,-5.64,48862,690
0.236155,0.880038,528306544,1403,14444,528305975,-5.65,48862,690
0.246391,0.910737,528316780,1403,14453,528316022,-6.09,49019,691
0.256113,0.941436,528326502,1403,14462,528325719,-5.51,49019,691
0.266149,0.972135,528336538,1403,14471,528335581,-5.18,49019,691
0.276357,1.002834,528346746,1403,14480,528345660,-4.95,49019,691
0.286093,1.033533,528356482,1403,14489,528356209,-4.58,49019,691
0.296092,1.060821,528366481,1403,14497,528365296,-4.78,49019,691
0.306584,1.09152,528376973,1403,14506,528375935,-5.38,52745,692
0.316052,1.122219,528386441,1403,14515,528386380,-5.0,52745,692
0.326544,1.149507,528396933,1403,14523,528396165,-5.08,52745,692
0.336047,1.176795,528406436,1403,14531,528406174,-5.56,52745,692
0.346285,1.204083,528416674,1403,14539,528416137,-4.78,48322,693
0.356267,1.231371,528426656,1403,14547,528426237,-4.96,48322,693
0.366025,1.258659,528436414,1403,14555,528436294,-4.32,48322,693
0.376242,1.282536,528446631,1403,14562,528445426,-4.19,48322,693
0.386266,1.309824,528456655,1403,14570,528456146,-4.48,48322,693
0.395977,1.333701,528466366,1403,14577,528465692,-4.08,48322,693
0.406205,1.357578,528476594,1403,14584,528475302,-4.16,54628,694
