seconds,meters,us,esc,odometer_ticks,ax,spur_delta_us,spur_odo
0.0,0.0,3993250317,1824,678,0.37,34862,1561
0.010265,0.03411,3993260582,1470,688,0.69,35091,1562
0.020037,0.064809,3993270354,1470,697,0.56,35091,1562
0.029999,0.092097,3993280316,1470,705,0.49,35091,1562
0.03998,0.122796,3993290297,1470,714,0.59,35091,1562
0.050188,0.156906,3993300505,1470,724,0.18,35091,1562
0.059936,0.184194,3993310253,1470,732,-0.63,35091,1562
0.069921,0.214893,3993320238,1470,741,-2.15,35091,1562
0.079938,0.249003,3993330255,1470,751,-2.81,65961,1563
0.089927,0.279702,3993340244,1470,760,-2.75,65961,1563
0.099902,0.310401,3993350219,1470,769,-2.9,65961,1563
0.110136,0.337689,3993360453,1470,777,-2.9,65961,1563
0.120111,0.368388,3993370428,1470,786,-3.02,65961,1563
0.129845,0.395676,3993380162,1470,794,-3.51,65961,1563
0.140126,0.426375,3993390443,1470,803,-3.76,65961,1563
0.149859,0.453663,3993400176,1470,811,-3.84,65961,1563
0.160066,0.484362,3993410383,1470,820,-3.19,65961,1563
0.169815,0.51165,3993420132,1470,828,-2.98,91804,1564
0.180057,0.538938,3993430374,1470,836,-3.49,91804,1564
0.189793,0.566226,3993440110,1470,844,-3.48,91804,1564
0.20005,0.596925,3993450367,1470,853,-3.4,91804,1564
0.209823,0.624213,3993460140,1470,861,-3.54,91804,1564
0.220002,0.64809,3993470319,1470,868,-3.5,91804,1564
0.229753,0.675378,3993480070,1470,876,-3.22,91804,1564
0.239973,0.702666,3993490290,1470,884,-3.12,91804,1564
0.249721,0.729954,3993500038,1470,892,-3.17,91804,1564
0.25994,0.757242,3993510257,1470,900,-3.19,91267,1565
0.269682,0.781119,3993519999,1470,907,-3.14,91267,1565
0.279917,0.808407,3993530234,1470,915,-2.99,91267,1565
0.289647,0.832284,3993539964,1470,922,-2.89,91267,1565
0.299875,0.856161,3993550192,1470,929,-3.12,91267,1565
0.309634,0.883449,3993559951,1470,937,-3.32,91267,1565
0.32011,0.907326,3993570427,1470,944,-3.11,91267,1565
0.329601,0.931203,3993579918,1470,951,-3.03,91267,1565
0.339837,0.958491,3993590154,1470,959,-2.91,91267,1565
0.3498,0.982368,3993600117,1470,966,-3.01,91267,1565
0.359571,1.002834,3993609888,1470,972,-2.98,92648,1566
0.369547,1.026711,3993619864,1470,979,-3.05,92648,1566
0.379794,1.053999,3993630111,1470,987,-3.14,92648,1566
0.389525,1.074465,3993639842,1470,993,-2.85,92648,1566
0.399757,1.098342,3993650074,1470,1000,-2.67,92648,1566
0.409498,1.118808,3993659815,1470,1006,-2.67,92648,1566
0.41996,1.142685,3993670277,1470,1013,-2.55,92648,1566
0.429485,1.163151,3993679802,1470,1019,-2.65,92648,1566
0.439976,1.187028,3993690293,1470,1026,-3.05,92648,1566
0.449452,1.210905,3993699769,1470,1033,-3.15,94872,1567
0.459729,1.231371,3993710046,1470,1039,-2.79,94872,1567
0.469423,1.251837,3993719740,1470,1045,-2.54,94872,1567
0.479651,1.272303,3993729968,1470,1051,-2.54,94872,1567
0.489389,1.292769,3993739706,1470,1057,-2.41,94872,1567
0.499396,1.313235,3993749713,1470,1063,-2.48,94872,1567
0.50963,1.337112,3993759947,1470,1070,-2.54,94872,1567
0.519372,1.357578,3993769689,1470,1076,-2.64,94872,1567
0.529594,1.378044,3993779911,1470,1082,-2.75,94872,1567
0.539355,1.395099,3993789672,1470,1087,-2.57,94872,1567
0.549579,1.415565,3993799896,1470,1093,-2.55,95241,1568
0.559308,1.43262,3993809625,1470,1098,-2.39,95241,1568
0.56954,1.453086,3993819857,1470,1104,-2.35,95241,1568
0.579291,1.470141,3993829608,1470,1109,-2.14,95241,1568
0.589285,1.490607,3993839602,1470,1115,-2.63,95241,1568
0.59953,1.511073,3993849847,1470,1121,-2.91,95241,1568
0.60926,1.528128,3993859577,1470,1126,-2.63,95241,1568
0.619488,1.545183,3993869805,1470,1131,-2.41,95241,1568
0.629254,1.562238,3993879571,1470,1136,-2.22,95241,1568
0.639228,1.579293,3993889545,1470,1141,-2.11,97435,1569
0.649472,1.596348,3993899789,1470,1146,-2.2,97435,1569
0.659223,1.613403,3993909540,1470,1151,-2.24,97435,1569
0.669439,1.630458,3993919756,1470,1156,-2.28,97435,1569
0.679183,1.647513,3993929500,1470,1161,-2.04,97435,1569
0.689404,1.664568,3993939721,1470,1166,-2.2,97435,1569
0.699147,1.678212,3993949464,1470,1170,-2.34,97435,1569
0.709434,1.695267,3993959751,1470,1175,-2.59,97435,1569
0.719131,1.712322,3993969448,1470,1180,-2.44,97435,1569
0.729367,1.725966,3993979684,1470,1184,-2.17,97435,1569
0.739118,1.73961,3993989435,1470,1188,-2.13,95561,1570
0.74934,1.756665,3993999657,1470,1193,-1.74,95561,1570
0.759326,1.770309,3994009643,1470,1197,-1.69,95561,1570
0.769059,1.783953,3994019376,1470,1201,-1.89,95561,1570
0.779278,1.797597,3994029595,1470,1205,-2.34,95561,1570
0.789298,1.814652,3994039615,1470,1210,-2.48,95561,1570
0.79904,1.824885,3994049357,1470,1213,-2.28,95561,1570
0.809254,1.84194,3994059571,1470,1218,-2.13,95561,1570
0.819232,1.852173,3994069549,1470,1221,-1.71,95561,1570
0.829227,1.865817,3994079544,1470,1225,-1.45,95561,1570
0.838983,1.879461,3994089300,1470,1229,-1.59,102550,1571
0.848959,1.893105,3994099276,1470,1233,-1.79,102550,1571
0.859192,1.903338,3994109509,1470,1236,-1.94,102550,1571
0.868941,1.916982,3994119258,1470,1240,-1.92,102550,1571
0.879157,1.927215,3994129474,1470,1243,-1.73,102550,1571
0.888907,1.940859,3994139224,1470,1247,-1.47,102550,1571
0.89913,1.954503,3994149447,1470,1251,-1.39,102550,1571
0.908872,1.964736,3994159189,1470,1254,-1.45,102550,1571
0.919118,1.974969,3994169435,1470,1257,-1.5,102550,1571
0.928858,1.985202,3994179175,1470,1260,-1.47,102550,1571
0.939127,1.998846,3994189444,1470,1264,-1.4,102550,1571
0.948835,2.009079,3994199152,1470,1267,-1.42,106141,1572
0.959359,2.019312,3994209676,1470,1270,-1.36,106141,1572
0.96881,2.029545,3994219127,1470,1273,-1.34,106141,1572
0.979056,2.039778,3994229373,1470,1276,-1.27,106141,1572
0.988794,2.050011,3994239111,1470,1279,-1.11,106141,1572
0.999003,2.060244,3994249320,1470,1282,-1.21,106141,1572
1.008767,2.070477,3994259084,1470,1285,-1.08,106141,1572
1.018994,2.08071,3994269311,1470,1288,-0.9,106141,1572
1.028738,2.090943,3994279055,1470,1291,-0.87,106141,1572
1.038973,2.101176,3994289290,1470,1294,-0.92,106141,1572
1.048701,2.107998,3994299018,1470,1296,-0.97,106141,1572
1.058971,2.118231,3994309288,1470,1299,-0.95,106141,1572
1.068686,2.128464,3994319003,1470,1302,-0.88,119623,1573
1.078682,2.138697,3994328999,1470,1305,-0.95,119623,1573
1.088924,2.145519,3994339241,1470,1307,-0.86,119623,1573
1.098892,2.155752,3994349209,1470,1310,-0.73,119623,1573
1.108635,2.162574,3994358952,1470,1312,-0.75,119623,1573
1.118894,2.172807,3994369211,1470,1315,-0.74,119623,1573
1.128815,2.179629,3994379132,1470,1317,-0.73,119623,1573
1.138617,2.189862,3994388934,1470,1320,-0.65,119623,1573
1.148572,2.196684,3994398889,1470,1322,-0.51,119623,1573
1.15905,2.206917,3994409367,1470,1325,-0.38,119623,1573
1.168554,2.213739,3994418871,1470,1327,-0.41,119623,1573
1.178786,2.220561,3994429103,1470,1329,-0.44,119623,1573
1.188532,2.230794,3994438849,1470,1332,-0.39,119623,1573
1.198765,2.237616,3994449082,1470,1334,-0.36,119623,1573
1.208842,2.247849,3994459159,1470,1337,-0.26,140178,1574
1.218523,2.254671,3994468840,1470,1339,-0.24,140178,1574
1.228726,2.261493,3994479043,1470,1341,-0.38,140178,1574
1.238494,2.268315,3994488811,1470,1343,-0.36,140178,1574
1.248711,2.278548,3994499028,1470,1346,-0.32,140178,1574
1.258689,2.28537,3994509006,1470,1348,-0.18,140178,1574
1.268428,2.292192,3994518745,1470,1350,-0.15,140178,1574
1.278669,2.299014,3994528986,1470,1352,-0.15,140178,1574
1.288413,2.305836,3994538730,1470,1354,-0.13,140178,1574
1.298644,2.312658,3994548961,1470,1356,-0.1,140178,1574
1.308632,2.31948,3994558949,1470,1358,-0.08,140178,1574
1.318356,2.329713,3994568673,1470,1361,-0.13,140178,1574
1.328614,2.336535,3994578931,1470,1363,-0.08,140178,1574
1.338365,2.343357,3994588682,1470,1365,-0.09,140178,1574
1.348598,2.350179,3994598915,1470,1367,-0.15,140178,1574
1.358322,2.357001,3994608639,1470,1369,-0.16,140178,1574
1.368335,2.363823,3994618652,1470,1371,-0.12,162029,1575
1.378549,2.370645,3994628866,1470,1373,-0.14,162029,1575
1.38829,2.377467,3994638607,1470,1375,-0.13,162029,1575
1.398548,2.384289,3994648865,1470,1377,-0.12,162029,1575
1.408487,2.3877,3994658804,1470,1378,-0.07,162029,1575
1.418231,2.394522,3994668548,1470,1380,-0.08,162029,1575
1.428504,2.401344,3994678821,1470,1382,-0.2,162029,1575
1.438248,2.408166,3994688565,1470,1384,-0.28,162029,1575
1.448459,2.414988,3994698776,1470,1386,-0.25,162029,1575
1.458501,2.42181,3994708818,1470,1388,-0.08,162029,1575
1.468173,2.425221,3994718490,1470,1389,0.02,162029,1575
1.478419,2.432043,3994728736,1470,1391,0.14,162029,1575
1.488177,2.438865,3994738494,1470,1393,0.15,162029,1575
1.498406,2.445687,3994748723,1470,1395,0.04,162029,1575
1.508177,2.449098,3994758494,1470,1396,-0.04,162029,1575
1.518411,2.45592,3994768728,1470,1398,-0.07,162029,1575
1.528167,2.462742,3994778484,1470,1400,0.02,162029,1575
1.538387,2.469564,3994788704,1470,1402,0.13,162029,1575
