seconds,meters,us,esc,odometer_ticks,odometer_last_us,ax,spur_delta_us,spur_odo
0.0,0.0,521893550,1971,14953,521893262,-0.59,12013,1442
0.009937,0.10233,521903487,1971,14983,521903391,-1.33,10712,1443
0.020112,0.20466,521913662,1433,15013,521913500,-1.74,11151,1444
0.02979,0.289935,521923340,1433,15038,521923189,-2.12,11151,1444
0.03998,0.378621,521933530,1433,15064,521933379,-0.84,11151,1444
0.050166,0.480951,521943716,1433,15094,521943530,-3.7,29861,1445
0.060082,0.57987,521953632,1433,15123,521953572,-4.55,29861,1445
0.070014,0.675378,521963564,1433,15151,521963338,-5.18,15980,1446
0.080188,0.777708,521973738,1433,15181,521973585,-5.42,15632,1447
0.089861,0.873216,521983411,1433,15209,521983161,-6.15,15632,1447
0.099797,0.968724,521993347,1433,15237,521993084,-5.38,21497,1448
0.109727,1.067643,522003277,1433,15266,522003086,-7.66,21497,1448
0.119913,1.166562,522013463,1433,15295,522013283,-8.42,21497,1448
0.129837,1.26207,522023387,1433,15323,522023354,-6.61,23857,1449
0.139759,1.357578,522033309,1433,15351,522033060,-8.39,23857,1449
0.149962,1.453086,522043512,1433,15379,522043249,-10.52,25122,1450
0.159637,1.541772,522053187,1433,15405,522052856,-8.12,25122,1450
0.169829,1.63728,522063379,1433,15433,522063016,-8.39,25122,1450
0.17976,1.729377,522073310,1433,15460,522073044,-8.85,25849,1451
0.189718,1.821474,522083268,1433,15487,522082958,-11.42,25849,1451
0.199901,1.916982,522093451,1433,15515,522093244,-10.21,23773,1452
0.210049,2.009079,522103599,1433,15542,522103328,-9.9,23773,1452
0.219956,2.097765,522113506,1433,15568,522113014,-6.44,23773,1452
0.229883,2.186451,522123433,1433,15594,522123061,-10.28,28390,1453
0.239802,2.271726,522133352,1433,15619,522133088,-9.34,28390,1453
0.24971,2.360412,522143260,1433,15645,522143055,-6.56,28390,1453
0.259607,2.445687,522153157,1433,15670,522152886,-9.38,30023,1454
0.269521,2.530962,522163071,1433,15695,522162824,-8.52,30023,1454
0.279666,2.616237,522173216,1433,15720,522172955,-9.42,30023,1454
0.289588,2.698101,522183138,1433,15744,522182687,-9.25,26385,1455
0.299517,2.783376,522193067,1433,15769,522192862,-6.38,26385,1455
0.309657,2.868651,522203207,1433,15794,522202972,-5.93,26385,1455
0.319812,2.950515,522213362,1433,15818,522213105,-6.54,34787,1456
0.329969,3.03579,522223519,1433,15843,522223340,-6.26,34787,1456
