seconds,meters,us,esc,odometer_ticks,ax,spur_delta_us,spur_odo
0.0,0.0,1703021470,1824,747,0.11,35768,1092
0.010238,0.030699,1703031708,1300,756,-0.25,35768,1092
0.020001,0.061398,1703041471,1300,765,-0.15,35768,1092
0.029984,0.092097,1703051454,1300,774,0.14,32377,1093
0.039956,0.122796,1703061426,1300,783,-0.01,32377,1093
0.050194,0.153495,1703071664,1300,792,0.54,32377,1093
0.059988,0.184194,1703081458,1300,801,0.09,32377,1093
0.070164,0.214893,1703091634,1300,810,-1.26,32377,1093
0.080167,0.245592,1703101637,1300,819,-1.78,32377,1093
0.089879,0.276291,1703111349,1300,828,-2.1,32377,1093
0.100157,0.30699,1703121627,1300,837,-3.19,32377,1093
0.110115,0.337689,1703131585,1300,846,-2.82,32377,1093
0.119862,0.364977,1703141332,1300,854,-3.0,32377,1093
0.130104,0.395676,1703151574,1300,863,-2.92,32377,1093
0.139843,0.422964,1703161313,1300,871,-3.45,111512,1094
0.150073,0.453663,1703171543,1300,880,-3.8,111512,1094
0.159819,0.480951,1703181289,1300,888,-3.82,111512,1094
0.170045,0.51165,1703191515,1300,897,-3.37,111512,1094
0.179771,0.538938,1703201241,1300,905,-3.07,111512,1094
0.189777,0.566226,1703211247,1300,913,-2.79,111512,1094
0.199991,0.593514,1703221461,1300,921,-2.85,111512,1094
0.209762,0.620802,1703231232,1300,929,-3.52,111512,1094
0.219995,0.64809,1703241465,1300,937,-3.56,111512,1094
0.229725,0.675378,1703251195,1300,945,-3.56,111512,1094
0.239971,0.702666,1703261441,1300,953,-3.11,111512,1094
0.249694,0.726543,1703271164,1300,960,-2.9,111512,1094
0.259698,0.753831,1703281168,1300,968,-3.08,111512,1094
0.269673,0.781119,1703291143,1300,976,-3.21,111512,1094
0.279947,0.808407,1703301417,1300,984,-3.35,111512,1094
0.289656,0.832284,1703311126,1300,991,-3.24,111512,1094
0.299919,0.859572,1703321389,1300,999,-3.02,111512,1094
0.309685,0.883449,1703331155,1300,1006,-2.84,111512,1094
0.319598,0.907326,1703341068,1300,1013,-2.69,111512,1094
0.329633,0.934614,1703351103,1300,1021,-3.22,111512,1094
0.339833,0.958491,1703361303,1300,1028,-3.12,111512,1094
0.349578,0.982368,1703371048,1300,1035,-2.86,111512,1094
0.359592,1.006245,1703381062,1300,1042,-2.73,111512,1094
0.369789,1.030122,1703391259,1300,1049,-2.53,111512,1094
0.379538,1.053999,1703401008,1300,1056,-2.79,111512,1094
0.389542,1.077876,1703411012,1300,1063,-3.15,111512,1094
0.399766,1.101753,1703421236,1300,1070,-3.03,111512,1094
0.409518,1.12563,1703430988,1300,1077,-3.04,111512,1094
0.419717,1.149507,1703441187,1300,1084,-2.5,111512,1094
0.429458,1.169973,1703450928,1300,1090,-2.5,111512,1094
0.439712,1.19385,1703461182,1300,1097,-2.53,111512,1094
0.449447,1.214316,1703470917,1300,1103,-2.3,111512,1094
0.459436,1.238193,1703480906,1300,1110,-2.81,111512,1094
