seconds,meters,us,esc,odometer_ticks,ax,spur_delta_us,spur_odo
0.0,0.0,1134798486,1824,71635,0.34,37622,7273
0.010005,0.030699,1134808491,1500,71644,0.25,35131,7274
0.020005,0.061398,1134818491,1500,71653,0.35,35131,7274
0.03,0.092097,1134828486,1500,71662,0.03,35131,7274
0.040001,0.122796,1134838487,1500,71671,-0.04,35131,7274
0.050009,0.150084,1134848495,1500,71679,0.45,35131,7274
0.060004,0.180783,1134858490,1500,71688,0.13,52251,7275
0.070016,0.211482,1134868502,1500,71697,-1.22,52251,7275
0.080007,0.242181,1134878493,1500,71706,-1.71,52251,7275
0.090014,0.27288,1134888500,1500,71715,-2.47,52251,7275
0.100006,0.303579,1134898492,1500,71724,-2.84,52251,7275
0.110004,0.330867,1134908490,1500,71732,-2.71,52251,7275
0.120004,0.361566,1134918490,1500,71741,-2.65,52251,7275
0.130005,0.388854,1134928491,1500,71749,-2.87,52251,7275
0.140054,0.416142,1134938540,1500,71757,-3.35,52251,7275
0.150012,0.446841,1134948498,1500,71766,-3.61,52251,7275
0.160008,0.474129,1134958494,1500,71774,-3.31,52251,7275
0.170012,0.501417,1134968498,1500,71782,-3.03,52251,7275
0.180007,0.528705,1134978493,1500,71790,-3.12,52251,7275
0.190008,0.555993,1134988494,1500,71798,-3.05,123708,7276
0.200013,0.583281,1134998499,1500,71806,-3.16,123708,7276
0.210008,0.610569,1135008494,1500,71814,-3.66,123708,7276
0.220005,0.637857,1135018491,1500,71822,-3.19,123708,7276
0.230012,0.665145,1135028498,1500,71830,-3.15,123708,7276
0.240005,0.689022,1135038491,1500,71837,-2.97,123708,7276
0.250007,0.71631,1135048493,1500,71845,-3.17,123708,7276
0.260005,0.743598,1135058491,1500,71853,-3.26,123708,7276
0.270005,0.767475,1135068491,1500,71860,-3.21,123708,7276
0.280084,0.794763,1135078570,1500,71868,-2.83,123708,7276
0.290007,0.81864,1135088493,1500,71875,-2.6,123708,7276
0.300009,0.842517,1135098495,1500,71882,-2.95,123708,7276
0.31001,0.869805,1135108496,1500,71890,-3.07,123708,7276
0.320002,0.893682,1135118488,1500,71897,-3.08,123708,7276
0.330005,0.903915,1135128491,1500,71900,-3.25,123708,7276
0.340004,0.927792,1135138490,1500,71907,-2.81,123708,7276
0.350009,0.951669,1135148495,1500,71914,-2.63,123708,7276
0.360008,0.975546,1135158494,1500,71921,-2.47,123708,7276
0.37,0.999423,1135168486,1500,71928,-2.89,183521,7277
0.380005,1.0233,1135178491,1500,71935,-3.14,183521,7277
0.390005,1.043766,1135188491,1500,71941,-3.23,183521,7277
0.399998,1.067643,1135198484,1500,71948,-3.04,183521,7277
0.410021,1.088109,1135208507,1500,71954,-2.51,183521,7277
0.420017,1.111986,1135218503,1500,71961,-2.35,183521,7277
0.430011,1.135863,1135228497,1500,71968,-2.59,183521,7277
0.44,1.156329,1135238486,1500,71974,-2.71,183521,7277
0.45001,1.180206,1135248496,1500,71981,-2.73,183521,7277
0.460012,1.200672,1135258498,1500,71987,-2.69,183521,7277
0.470019,1.221138,1135268505,1500,71993,-2.73,183521,7277
0.480014,1.241604,1135278500,1500,71999,-2.63,183521,7277
0.490013,1.26207,1135288499,1500,72005,-2.3,183521,7277
0.500002,1.282536,1135298488,1500,72011,-2.25,183521,7277
