secs,x,y,rear_x,rear_y,reverse,heading,adj,esc,str,m/s,road_sign_label,road_sign_command,arg1,arg2,arg3
12.192,6.65674,14.1101,6.35762,14.0507,0,-350.88,0,1649,1719,0.88235,,,,,
12.232,6.68991,14.1041,6.38913,14.0553,0,-352.88,0,1629,1703,0.904974,,,,,
12.271,6.72308,14.097,6.42328,14.0591,0,-354.75,0,1635,1703,0.969615,,,,,
12.31,6.75841,14.0899,6.45749,14.0618,0,-356.25,0,1661,1703,0.945375,,,,,
12.35,6.79332,14.0838,6.49405,14.0636,0,-357.94,0,1660,1706,0.960381,,,,,
12.392,6.83039,14.0757,6.52824,14.0643,0,-359.62,0,1661,1721,0.945375,,,,,
12.432,6.86478,14.0665,6.56667,14.0639,0,-1.44,0,1665,1723,1.0989,,,,,
12.471,6.90311,14.0555,6.60056,14.0627,0,-3.19,0,1667,1720,0.969615,,,,,
12.51,6.93659,14.044,6.62994,14.0608,0,-4.38,0,1682,1722,1.02416,,,,,
12.542,6.9655,14.035,6.66597,14.0573,0,-6.44,0,1683,1720,1.0084,,,,,
12.582,7.0004,14.0196,6.70643,14.052,0,-8.38,0,1682,1714,1.13445,,,,,
12.622,7.03939,14.003,6.73565,14.0474,0,-9.62,0,1679,1711,1.17046,,,,,
12.65,7.06747,13.9912,6.77158,14.0408,0,-11.12,0,1677,1706,1.2605,,,,,
12.682,7.10182,13.9759,6.80074,14.0348,0,-12.81,0,1660,1702,1.17046,,,,,
12.71,7.12891,13.9601,6.83876,14.0256,0,-14.12,0,1620,1694,1.33928,,,,,
12.742,7.16514,13.9435,6.87,14.0173,0,-16.0,0,1619,1692,1.21703,,,,,
12.771,7.19351,13.9245,6.90319,14.0074,0,-17.44,0,1621,1693,1.30397,,,,,
12.8,7.22427,13.9065,6.93608,13.9965,0,-19.12,0,1621,1692,1.18172,,,,,
12.832,7.25407,13.8863,6.96436,13.9864,0,-20.75,0,1649,1692,1.17046,,,,,
12.86,7.27908,13.8671,7.00095,13.9721,0,-21.94,0,1682,1694,1.33928,,,,,
12.892,7.31312,13.8464,7.03071,13.9596,0,-23.62,0,1688,1702,1.21703,,,,,
12.921,7.33907,13.8248,7.06205,13.9455,0,-25.0,0,1687,1718,1.30397,,,,,
12.95,7.36706,13.8033,7.09886,13.9277,0,-26.5,0,1687,1733,1.46381,,,,,
12.981,7.40005,13.7776,7.1308,13.9114,0,-27.81,0,1687,1746,1.3909,,,,,
13.01,7.42848,13.7544,7.16572,13.8925,0,-29.12,0,1688,1773,1.41806,,,,,
13.042,7.45973,13.7287,7.19372,13.8763,0,-31.12,0,1687,1773,1.35054,,,,,
13.07,7.48184,13.7024,7.22499,13.8571,0,-32.5,0,1687,1772,1.42857,,,,,
13.1,7.50883,13.6763,7.25936,13.8346,0,-34.25,0,1687,1773,1.54513,,,,,
13.131,7.53754,13.6451,7.28943,13.8134,0,-36.31,0,1687,1772,1.47783,,,,,
13.16,7.56063,13.6142,7.31376,13.7953,0,-37.62,0,1687,1767,1.68067,,,,,
13.181,7.58033,13.5899,7.34455,13.7709,0,-39.69,0,1687,1763,1.56476,,,,,
13.21,7.60353,13.5559,7.3682,13.751,0,-41.06,0,1687,1761,1.68067,,,,,
13.231,7.62197,13.5299,7.39967,13.723,0,-42.94,0,1685,1746,1.65169,,,,,
13.26,7.64604,13.4937,7.42085,13.7031,0,-44.25,0,1681,1743,1.56062,,,,,
13.281,7.66192,13.4682,7.44946,13.6745,0,-46.38,0,1681,1734,1.56476,,,,,
13.31,7.68164,13.4309,7.47273,13.6499,0,-47.69,0,1680,1722,1.80071,,,,,
13.331,7.69928,13.401,7.4925,13.628,0,-49.06,0,1681,1718,1.72489,,,,,
13.35,7.71303,13.3737,7.51323,13.6037,0,-50.5,0,1680,1714,1.68067,,,,,
13.371,7.72731,13.344,7.53346,13.5789,0,-51.81,0,1681,1710,1.7647,,,,,
13.391,7.74154,13.3144,7.56139,13.5426,0,-53.75,0,1681,1708,1.68067,,,,,
13.421,7.7604,13.2712,7.58034,13.5166,0,-54.75,0,1683,1700,1.7647,,,,,
13.441,7.77458,13.2417,7.5962,13.4939,0,-56.94,0,1683,1699,1.59221,,,,,
13.46,7.77979,13.2119,7.61247,13.4688,0,-58.06,0,1682,1696,1.56062,,,,,
13.481,7.79051,13.1832,7.62834,13.4433,0,-58.94,0,1683,1692,1.72489,,,,,
13.5,7.80198,13.155,7.6461,13.4132,0,-60.94,0,1683,1667,1.89075,,,,,
13.52,7.80957,13.119,7.66317,13.3824,0,-62.19,0,1683,1647,1.80071,,,,,
13.541,7.82018,13.0847,7.6775,13.3549,0,-63.75,0,1682,1627,1.72489,,,,,
13.56,7.82635,13.053,7.69339,13.3225,0,-64.62,0,1683,1624,1.80071,,,,,
13.581,7.83764,13.0184,7.70774,13.292,0,-66.0,0,1681,1620,1.85758,,,,,
13.6,7.84463,12.9846,7.72133,13.2611,0,-67.12,0,1681,1597,1.7647,,,,,
13.62,7.85218,12.951,7.73555,13.2272,0,-67.88,0,1680,1558,1.89075,,,,,
13.64,7.86227,12.9154,7.74763,13.1973,0,-69.31,0,1683,1548,1.63865,,,,,
13.66,7.86654,12.8824,7.76072,13.1622,0,-69.81,0,1682,1548,1.89075,,,,,
13.68,7.87688,12.8464,7.77276,13.1294,0,-70.56,0,1683,1545,1.7647,,,,,
13.7,7.88477,12.8121,7.78496,13.094,0,-71.81,0,1682,1524,1.89075,,,,,
13.72,7.89002,12.7743,7.7967,13.0583,0,-71.88,0,1683,1505,1.89075,,,,,
13.74,7.90137,12.7384,7.80813,13.0227,0,-73.19,0,1683,1493,1.89075,,,,,
13.76,7.90546,12.7005,7.81966,12.9847,0,-73.0,0,1682,1497,2.0168,,,,,
13.78,7.91806,12.6628,7.83046,12.949,0,-73.56,0,1683,1499,1.89075,,,,,
13.8,7.92571,12.6262,7.84019,12.9155,0,-73.81,0,1682,1502,1.7647,,,,,
13.82,7.93403,12.5923,7.84921,12.8843,0,-74.25,0,1682,1502,1.63865,,,,,
13.84,7.94056,12.5604,7.85862,12.8507,0,-74.69,0,1683,1498,1.7647,,,,,
13.86,7.94748,12.5261,7.86836,12.8147,0,-75.5,0,1683,1494,1.89075,,,,,
13.88,7.95263,12.4889,7.8764,12.7835,0,-75.38,0,1682,1494,1.63865,,,,,
13.9,7.96135,12.4578,7.8866,12.7425,0,-76.0,0,1683,1493,1.42857,,,,,
13.93,7.96802,12.416,7.89748,12.6992,0,-76.19,0,1684,1491,1.5126,,,,,
13.96,7.97781,12.3724,7.90732,12.6583,0,-76.75,0,1681,1491,1.42857,,,,,
13.99,7.98446,12.3307,7.91568,12.622,0,-77.38,0,1681,1493,1.2605,,,,,
14.02,7.98921,12.2936,7.92485,12.5809,0,-77.69,0,1681,1494,1.42857,,,,,
14.05,7.9966,12.2521,7.93458,12.5346,0,-78.25,0,1681,1502,1.59663,,,,,
14.08,8.00312,12.2051,7.94065,12.5053,0,-78.62,0,1681,1505,1.5126,,,,,
14.1,8.00706,12.1754,7.94695,12.4734,0,-79.12,0,1681,1509,1.63865,,,,,
14.12,8.01047,12.1429,7.95514,12.4316,0,-78.62,0,1682,1511,1.42857,,,,,
14.15,8.02155,12.1017,7.96303,12.3898,0,-79.88,0,1683,1508,1.42857,,,,,
14.18,8.02217,12.0585,7.97044,12.3479,0,-80.5,0,1683,1507,1.42857,,,,,
14.21,8.02599,12.016,7.97659,12.3109,0,-80.62,0,1681,1504,1.2605,,,,,
14.24,8.03145,11.9788,7.98224,12.2764,0,-80.88,0,1683,1498,1.17647,,,,,
14.27,8.03558,11.9441,7.98768,12.242,0,-81.0,0,1683,1496,1.17647,,,,,
14.3,8.04033,11.9096,7.9931,12.2077,0,-80.81,0,1683,1492,1.17647,,,,,
14.33,8.04685,11.8754,8.00037,12.1636,0,-80.06,0,1684,1493,1.5126,,,,,
14.36,8.05846,11.8321,8.00713,12.1245,0,-80.62,0,1683,1492,1.34453,,,,,
14.39,8.06199,11.7925,8.01221,12.0927,0,-80.94,0,1685,1491,1.09243,,,,,
14.42,8.06521,11.7603,8.01796,12.0585,0,-80.44,0,1685,1490,1.17647,,,,,
14.45,8.07385,11.7266,8.02409,12.0218,0,-80.38,0,1685,1488,1.2605,,,,,
14.48,8.08033,11.69,8.02989,11.9876,0,-80.19,0,1685,1489,1.17647,,,,,
14.51,8.08723,11.656,8.03581,11.9535,0,-79.94,0,1689,1489,1.17647,,,,,
14.54,8.0946,11.6221,8.04276,11.9145,0,-79.75,0,1717,1483,1.34453,,,,,
14.57,8.10265,11.5833,8.04889,11.8806,0,-79.94,0,1720,1474,1.17647,,,,,
14.6,8.10768,11.5492,8.05432,11.8492,0,-80.25,0,1721,1474,1.09243,,,,,
14.63,8.11131,11.5175,8.06018,11.8153,0,-79.94,0,1722,1475,1.17647,,,,,
14.66,8.11897,11.484,8.06697,11.7766,0,-79.94,0,1717,1484,1.34453,,,,,
14.69,8.12576,11.4452,8.07348,11.7401,0,-79.81,0,1717,1489,1.2605,,,,,
14.72,8.13302,11.4088,8.07955,11.7059,0,-80.12,0,1715,1489,1.17647,,,,,
14.75,8.13729,11.3744,8.08542,11.6718,0,-80.31,0,1715,1491,0.88235,,,,,
14.79,8.14207,11.34,8.0926,11.6302,0,-80.06,0,1712,1492,1.07142,,,,,
14.83,8.15069,11.2987,8.09858,11.596,0,-79.94,0,1711,1494,1.17647,,,,,
14.86,8.15737,11.2646,8.10469,11.5618,0,-79.69,0,1711,1495,1.17647,,,,,
14.89,8.16492,11.2307,8.11149,11.5252,0,-78.88,0,1713,1491,1.2605,,,,,
14.92,8.1764,11.1949,8.11825,11.4911,0,-78.56,0,1713,1491,1.17647,,,,,
14.95,8.185,11.1613,8.12516,11.4572,0,-78.12,0,1713,1491,1.17647,,,,,
14.98,8.19444,11.1278,8.13283,11.4208,0,-77.75,0,1713,1489,1.2605,,,,,
15.01,8.20424,11.0919,8.14071,11.3845,0,-77.38,0,1713,1487,1.2605,,,,,
15.04,8.21424,11.0561,8.1483,11.3508,0,-76.94,0,1713,1486,1.17647,,,,,
15.07,8.22435,11.0229,8.15731,11.3123,0,-76.5,0,1713,1489,1.34453,,,,,
15.1,8.23588,10.985,8.16779,11.2689,0,-75.81,0,1713,1492,1.5126,,,,,
15.13,8.25029,10.9426,8.17646,11.2353,0,-75.06,0,1713,1496,1.17647,,,,,
15.16,8.26322,10.9101,8.18554,11.2016,0,-74.5,0,1713,1502,1.17647,,,,,
15.19,8.27547,10.8773,8.19694,11.1608,0,-74.0,0,1713,1507,1.42857,,,,,
15.22,8.28971,10.8373,8.20809,11.1224,0,-73.62,0,1713,1505,1.34453,,,,,
15.25,8.303,10.7995,8.21864,11.0865,0,-73.69,0,1712,1504,1.2605,,,,,
15.28,8.31315,10.7635,8.22696,11.0577,0,-74.19,0,1711,1509,1.0084,,,,,
15.31,8.31865,10.7338,8.23645,11.0239,0,-74.56,0,1711,1509,1.17647,,,,,
15.34,8.32605,10.6995,8.24447,10.995,0,-74.25,0,1711,1510,1.5126,,,,,
15.36,8.33583,10.671,8.25539,10.9563,0,-74.31,0,1711,1522,1.34453,,,,,
15.39,8.34641,10.6323,8.26555,10.9199,0,-74.62,0,1710,1530,1.2605,,,,,
15.42,8.35481,10.5954,8.27543,10.8836,0,-75.0,0,1711,1531,1.2605,,,,,
15.45,8.36253,10.5585,8.28322,10.8544,0,-75.25,0,1711,1529,1.5126,,,,,
15.47,8.36891,10.529,8.29275,10.8179,0,-75.88,0,1711,1522,1.2605,,,,,
15.5,8.37485,10.4916,8.30308,10.7764,0,-76.12,0,1711,1517,1.42857,,,,,
15.53,8.38381,10.4497,8.31156,10.7422,0,-76.12,0,1710,1511,1.17647,,,,,
15.56,8.3923,10.4155,8.31981,10.7081,0,-76.69,0,1710,1506,1.17647,,,,,
15.59,8.39729,10.3806,8.3289,10.6692,0,-77.31,0,1711,1501,1.34453,,,,,
15.62,8.40283,10.3409,8.33746,10.6303,0,-78.0,0,1711,1498,1.34453,,,,,
15.65,8.40744,10.3011,8.34452,10.5962,0,-78.69,0,1711,1499,1.17647,,,,,
15.68,8.41053,10.2661,8.3513,10.562,0,-79.44,0,1710,1500,0.88235,,,,,
15.72,8.41298,10.2311,8.3581,10.5252,0,-79.75,0,1710,1500,1.2605,,,,,
15.75,8.41798,10.194,8.36468,10.4884,0,-80.06,0,1710,1498,1.2605,,,,,
15.78,8.42277,10.1569,8.3709,10.4516,0,-81.0,0,1710,1496,1.2605,,,,,
15.81,8.42355,10.1192,8.37621,10.4172,0,-81.5,0,1711,1496,1.17647,,,,,
15.84,8.42596,10.0844,8.38159,10.3803,0,-82.12,0,1710,1500,1.2605,,,,,
15.87,8.42773,10.0469,8.38676,10.3408,0,-83.12,0,1710,1501,1.34453,,,,,
15.9,8.42707,10.0066,8.39141,10.3012,0,-83.38,0,1711,1497,1.34453,,,,,
15.93,8.43021,9.96689,8.39532,10.2666,0,-84.75,0,1710,1492,1.17647,,,,,
15.96,8.42612,9.93149,8.39831,10.232,0,-85.62,0,1711,1493,1.17647,,,,,
15.99,8.42401,9.89646,8.40118,10.1924,0,-86.06,0,1711,1491,1.34453,,,,,
16.02,8.42431,9.85669,8.40381,10.1529,0,-86.31,0,1710,1490,1.34453,,,,,
16.05,8.42547,9.81703,8.40627,10.1133,0,-86.25,0,1711,1490,1.34453,,,,,
16.08,8.42829,9.77749,8.40837,10.0812,0,-86.44,0,1711,1491,1.09243,,,,,
16.11,8.42927,9.74528,8.41019,10.049,0,-86.88,0,1711,1491,1.09243,,,,,
16.14,8.4285,9.71296,8.41231,10.0119,0,-86.88,0,1710,1491,1.2605,,,,,
16.17,8.43062,9.67584,8.41422,9.97479,0,-87.06,0,1710,1488,1.2605,,,,,
16.2,8.43148,9.63868,8.41609,9.93775,0,-87.12,0,1711,1471,1.2605,,,,,
16.23,8.433,9.60163,8.41792,9.89881,0,-87.19,0,1710,1452,1.34453,,,,,
16.26,8.43442,9.56266,8.41994,9.85767,0,-87.0,0,1711,1447,1.42857,,,,,
16.29,8.43755,9.52159,8.42198,9.81658,0,-86.94,0,1710,1447,1.42857,,,,,
16.32,8.43994,9.48051,8.42403,9.77549,0,-86.94,0,1710,1447,1.42857,,,,,
16.35,8.442,9.43942,8.42579,9.74165,0,-86.62,0,1710,1448,1.7647,,,,,
16.37,8.44564,9.40569,8.4283,9.69812,0,-86.69,0,1711,1452,1.5126,,,,,
16.4,8.44773,9.36213,8.43009,9.66664,0,-86.25,0,1711,1456,1.63865,,,,,
16.42,8.4521,9.33082,8.43303,9.62059,0,-86.44,0,1711,1459,1.59663,,,,,
16.45,8.45393,9.28468,8.43508,9.58663,0,-86.0,0,1711,1459,1.7647,,,,,
16.47,8.45855,9.2509,8.43743,9.55269,0,-85.69,0,1711,1458,1.7647,,,,,
16.49,8.46272,9.21709,8.43992,9.51877,0,-85.62,0,1711,1461,1.7647,,,,,
16.51,8.46563,9.1832,8.44227,9.48724,0,-85.69,0,1711,1462,1.63865,,,,,
16.53,8.46756,9.15164,8.44565,9.44348,0,-85.0,0,1711,1470,1.5126,,,,,
16.56,8.47498,9.10821,8.44864,9.40924,0,-84.56,0,1710,1491,1.7647,,,,,
16.58,8.48055,9.07421,8.45327,9.36232,0,-83.62,0,1708,1496,1.59663,,,,,
16.61,8.49067,9.02786,8.45661,9.33258,0,-83.19,0,1709,1506,1.5126,,,,,
16.63,8.49652,8.99841,8.46026,9.30277,0,-82.75,0,1709,1512,1.5126,,,,,
16.65,8.50273,8.96891,8.4641,9.2729,0,-82.44,0,1709,1513,1.5126,,,,,
16.67,8.50838,8.93927,8.4698,9.23064,0,-81.75,0,1708,1508,1.42857,,,,,
16.7,8.51809,8.89757,8.47604,9.18858,0,-81.19,0,1709,1507,1.42857,,,,,
16.73,8.52759,8.856,8.4822,9.14907,0,-81.06,0,1709,1503,1.34453,,,,,
16.76,8.5345,8.81661,8.48852,9.10974,0,-80.44,0,1708,1494,1.34453,,,,,
16.79,8.54442,8.77786,8.49562,9.06818,0,-79.94,0,1709,1488,1.42857,,,,,
16.82,8.55441,8.73681,8.503,9.02675,0,-79.44,0,1708,1490,1.38248,,,,,
16.851,8.56468,8.6959,8.51075,8.98536,0,-79.12,0,1708,1492,1.47783,,,,,
16.88,8.57427,8.65486,8.51869,8.94395,0,-79.0,0,1709,1492,1.42857,,,,,
16.91,8.5829,8.61358,8.52619,8.90497,0,-79.12,0,1710,1494,1.34453,,,,,
16.94,8.58972,8.57447,8.5342,8.86346,0,-78.94,0,1709,1504,1.42857,,,,,
16.97,8.59876,8.53316,8.5425,8.8218,0,-78.25,0,1690,1508,1.38248,,,,,
17.001,8.61104,8.49231,8.54866,8.7924,0,-77.69,0,1679,1510,1.59221,,,,,
17.02,8.62041,8.46359,8.5557,8.76056,0,-76.94,0,1672,1520,1.63865,,,,,
17.04,8.63175,8.43272,8.56263,8.73113,0,-76.31,0,1670,1536,1.5126,,,,,
17.06,8.64228,8.40414,8.57047,8.69961,0,-75.56,0,1670,1554,1.63865,,,,,
17.08,8.6544,8.37369,8.57984,8.6635,0,-75.31,0,1673,1556,1.80071,,,,,
17.101,8.66519,8.33795,8.58877,8.62988,0,-75.06,0,1675,1556,1.85758,,,,,
17.12,8.67553,8.3047,8.59841,8.59387,0,-75.06,0,1675,1555,1.89075,,,,,
17.14,8.68518,8.2687,8.60676,8.56264,0,-75.0,0,1675,1554,1.63865,,,,,
17.16,8.69386,8.23756,8.61839,8.51942,0,-75.12,0,1675,1555,1.5126,,,,,
17.19,8.70481,8.19416,8.62667,8.48816,0,-75.5,0,1674,1548,1.63865,,,,,
17.21,8.71094,8.16233,8.63544,8.45435,0,-75.62,0,1675,1545,1.7647,,,,,
17.23,8.71902,8.12834,8.64656,8.4108,0,-76.06,0,1674,1542,1.5126,,,,,
17.26,8.72763,8.08416,8.65553,8.3744,0,-76.44,0,1672,1538,1.21984,,,,,
17.291,8.73444,8.04723,8.6653,8.333,0,-76.88,0,1674,1541,1.47783,,,,,
17.32,8.74169,8.00523,8.67264,8.30134,0,-77.19,0,1674,1542,1.56062,,,,,
17.341,8.74726,7.97316,8.6819,8.25986,0,-77.75,0,1674,1540,1.47783,,,,,
17.37,8.75331,7.93097,8.68822,8.23051,0,-78.12,0,1675,1540,1.44057,,,,,
17.391,8.75751,7.90117,8.69579,8.19376,0,-79.0,0,1674,1541,1.30397,,,,,
17.42,8.76,7.86339,8.70189,8.16181,0,-79.75,0,1675,1538,1.56062,,,,,
17.441,8.76178,7.83064,8.70905,8.12238,0,-79.88,0,1674,1534,1.3909,,,,,
17.47,8.76819,7.79106,8.71432,8.09274,0,-80.31,0,1674,1532,1.44057,,,,,
17.491,8.77097,7.76099,8.72089,8.0531,0,-81.31,0,1674,1530,1.3909,,,,,
17.52,8.77174,7.72041,8.72712,8.0134,0,-80.75,0,1675,1530,1.30116,,,,,
17.551,8.78121,7.68123,8.73395,7.97128,0,-80.88,0,1674,1534,1.42857,,,,,
17.581,8.7873,7.63899,8.73992,7.93423,0,-80.75,0,1672,1548,1.30397,,,,,
17.61,8.79402,7.60206,8.74668,7.89243,0,-81.0,0,1672,1553,1.38248,,,,,
17.641,8.79933,7.56002,8.75299,7.85313,0,-81.0,0,1672,1554,1.3909,,,,,
17.67,8.80563,7.52072,8.75917,7.81383,0,-81.5,0,1672,1557,1.30116,,,,,
17.701,8.80892,7.48098,8.76408,7.77947,0,-82.62,0,1673,1564,1.17647,,,,,
17.731,8.80731,7.44571,8.76869,7.74267,0,-84.0,0,1673,1566,1.30397,,,,,
17.76,8.80387,7.40796,8.77272,7.70332,0,-84.44,0,1673,1567,1.30116,,,,,
17.791,8.80533,7.36835,8.77591,7.66885,0,-85.69,0,1672,1564,1.21703,,,,,
17.82,8.8012,7.33325,8.77857,7.63182,0,-86.38,0,1671,1566,1.21984,,,,,
17.851,8.79982,7.29594,8.78044,7.59974,0,-87.69,0,1643,1566,1.09243,,,,,
17.881,8.79401,7.26347,8.78198,7.56268,0,-87.69,0,1628,1564,1.30397,,,,,
17.91,8.79554,7.2264,8.78319,7.52806,0,-88.5,0,1632,1566,1.13852,,,,,
17.941,8.792,7.19163,8.78395,7.49598,0,-89.0,0,1652,1580,1.1301,,,,,
17.97,8.78982,7.15949,8.78436,7.46159,0,-89.81,0,1673,1577,1.13852,,,,,
18.001,8.78548,7.12504,8.78426,7.42952,0,-90.94,0,1675,1558,0.819325,,,,,
18.041,8.77873,7.09302,8.78317,7.39224,0,-92.44,0,1675,1543,0.945375,,,,,
18.081,8.76884,7.05599,8.78174,7.36217,0,-93.19,0,1674,1523,1.04317,,,,,
18.11,8.76301,7.02614,8.77994,7.33212,0,-93.88,0,1674,1502,0.975871,,,,,
18.141,8.75717,6.99634,8.77754,7.29742,0,-93.69,0,1675,1491,0.88235,,,,,
18.181,8.75589,6.96156,8.77527,7.2628,0,-93.5,0,1675,1490,0.904974,,,,,
18.22,8.75473,6.92687,8.77336,7.2282,0,-92.69,0,1675,1482,0.88235,,,,,
18.26,8.75757,6.89202,8.77196,7.19387,0,-91.44,0,1675,1463,1.13852,,,,,
18.291,8.7635,6.85742,8.77118,7.15983,0,-90.81,0,1675,1457,1.21703,,,,,
18.32,8.76643,6.82331,8.77074,7.12593,0,-90.25,0,1675,1438,1.10294,,,,,
18.352,8.76927,6.78938,8.77073,7.09223,0,-89.44,0,1675,1425,1.21703,,,,,
18.381,8.77402,6.7557,8.77106,7.05868,0,-89.12,0,1696,1408,1.21703,,,,,
18.41,8.77623,6.72217,8.77157,7.02045,0,-88.94,0,1697,1412,1.30116,,,,,
18.441,8.77779,6.68396,8.77235,6.9774,0,-88.75,0,1695,1412,1.13445,,,,,
18.481,8.77969,6.64093,8.77304,6.93913,0,-88.62,0,1691,1418,1.03426,,,,,
18.52,8.78114,6.60268,8.77386,6.90073,0,-88.56,0,1691,1424,1.2605,,,,,
18.552,8.78232,6.56429,8.77475,6.8671,0,-88.0,0,1690,1426,1.21703,,,,,
18.581,8.78649,6.53075,8.77594,6.82869,0,-88.19,0,1691,1421,1.03426,,,,,
18.62,8.78657,6.4923,8.7769,6.79752,0,-87.5,0,1689,1420,1.56062,,,,,
18.641,8.79158,6.46129,8.77837,6.76637,0,-87.0,0,1687,1421,1.1301,,,,,
18.67,8.79598,6.43028,8.78027,6.72802,0,-86.75,0,1685,1422,1.2605,,,,,
18.702,8.79935,6.39201,8.78297,6.68487,0,-86.0,0,1672,1426,1.13445,,,,,
18.742,8.80644,6.34914,8.78563,6.64647,0,-85.88,0,1656,1432,1.03426,,,,,
18.781,8.80981,6.31079,8.7883,6.608,0,-86.0,0,1656,1436,1.3909,,,,,
18.81,8.81177,6.27227,8.79096,6.56949,0,-85.56,0,1661,1438,1.30116,,,,,
18.841,8.81701,6.23395,8.79354,6.53578,0,-85.44,0,1661,1447,1.21703,,,,,
18.87,8.82029,6.20029,8.79668,6.49717,0,-84.88,0,1662,1451,1.2605,,,,,
18.902,8.82671,6.16196,8.79994,6.46095,0,-84.56,0,1718,1450,1.2605,,,,,
18.932,8.83184,6.12592,8.80338,6.42478,0,-84.19,0,1725,1447,1.35054,,,,,
18.96,8.83744,6.08996,8.80736,6.38631,0,-83.69,0,1725,1441,1.2605,,,,,
18.992,8.84435,6.0518,8.81223,6.34319,0,-83.06,0,1681,1430,1.13445,,,,,
19.032,8.8529,6.0091,8.81636,6.30977,0,-82.38,0,1654,1428,1.2605,,,,,
19.06,8.86099,5.97619,8.82156,6.27166,0,-81.81,0,1655,1428,1.2605,,,,,
19.092,8.8695,5.93854,8.82676,6.23597,0,-80.88,0,1655,1428,1.35054,,,,,
19.12,8.8801,5.90368,8.83208,6.20273,0,-80.44,0,1657,1428,1.10294,,,,,
19.152,8.88798,5.87086,8.83731,6.17192,0,-80.06,0,1657,1431,1.09243,,,,,
19.182,8.8954,5.84042,8.84272,6.14111,0,-79.56,0,1657,1431,1.17046,,,,,
19.21,8.9037,5.81013,8.84964,6.10325,0,-79.38,0,1661,1431,1.2605,,,,,
19.242,8.91167,5.77247,8.85541,6.0725,0,-79.31,0,1666,1433,1.17046,,,,,
19.27,8.91784,5.74179,8.86166,6.03935,0,-79.06,0,1667,1438,1.10294,,,,,
19.302,8.92553,5.70892,8.86894,6.00142,0,-78.94,0,1667,1443,1.34453,,,,,
19.332,8.9335,5.67113,8.87547,5.9682,0,-78.56,0,1667,1448,1.2605,,,,,
19.36,8.94222,5.63833,8.88364,5.92784,0,-78.25,0,1667,1455,1.33928,,,,,
19.392,8.95217,5.59834,8.89063,5.89458,0,-77.88,0,1664,1456,1.2605,,,,,
19.42,8.96129,5.56553,8.89931,5.85423,0,-77.5,0,1681,1460,1.33928,,,,,
19.452,8.97215,5.52565,8.90721,5.81865,0,-77.38,0,1718,1458,1.2605,,,,,
19.482,8.98074,5.49023,8.91411,5.78784,0,-77.0,0,1718,1456,1.17046,,,,,
19.51,8.98982,5.45991,8.92271,5.74997,0,-76.94,0,1708,1455,1.2605,,,,,
19.542,8.99876,5.42213,8.93321,5.70515,0,-76.19,0,1628,1446,1.19747,,,,,
19.582,9.01354,5.37833,8.94202,5.66996,0,-75.25,0,1570,1443,1.35054,,,,,
19.61,9.02771,5.3445,8.9519,5.63261,0,-74.75,0,1519,1442,1.2605,,,,,
19.642,9.04043,5.30791,8.96345,5.59069,0,-74.25,0,1495,1442,1.13445,,,,,
19.682,9.0548,5.26678,8.9734,5.55586,0,-73.06,0,1495,1446,1.35054,,,,,
19.71,9.07146,5.23391,8.98477,5.51888,0,-72.12,0,1501,1446,1.2605,,,,,
19.742,9.0881,5.19859,8.99453,5.48897,0,-70.88,0,1613,1452,1.17046,,,,,
19.77,9.10476,5.17098,9.00579,5.45696,0,-69.94,0,1625,1453,0.88235,,,,,
19.81,9.12123,5.14082,9.01662,5.42738,0,-69.44,0,1625,1454,1.02416,,,,,
19.842,9.13481,5.11226,9.03121,5.38879,0,-68.94,0,1666,1464,1.07142,,,,,
19.882,9.15215,5.07472,9.04539,5.35216,0,-68.56,0,1669,1488,0.80672,,,,,
19.932,9.1684,5.0389,9.05995,5.31521,0,-68.62,0,1667,1498,0.80672,,,,,
19.982,9.18264,5.00182,9.07259,5.28275,0,-68.81,0,1676,1500,0.928789,,,,,
20.02,9.19424,4.96895,9.0852,5.25018,0,-68.88,0,1677,1506,1.10294,,,,,
20.052,9.20646,4.93624,9.09874,5.21514,0,-68.94,0,1677,1510,0.945375,,,,,
20.092,9.21968,4.90107,9.11229,5.18007,0,-68.81,0,1673,1515,0.945375,,,,,
20.132,9.23394,4.86628,9.12587,5.14488,0,-69.12,0,1671,1542,0.995132,,,,,
20.17,9.24582,4.83044,9.13734,5.11457,0,-69.5,0,1674,1553,1.02416,,,,,
20.202,9.2552,4.79933,9.15039,5.07954,0,-69.88,0,1675,1546,0.945375,,,,,
20.242,9.26616,4.76352,9.16322,5.04441,0,-70.0,0,1681,1553,0.945375,,,,,
20.282,9.27833,4.72816,9.17588,5.00939,0,-70.5,0,1683,1566,0.995132,,,,,
20.32,9.28822,4.69215,9.18654,4.97906,0,-70.94,0,1682,1564,0.819325,,,,,
20.36,9.29644,4.66096,9.19937,4.94159,0,-71.25,0,1683,1564,0.960381,,,,,
20.402,9.30755,4.6229,9.21045,4.90877,0,-71.56,0,1682,1567,0.88235,,,,,
20.442,9.3169,4.5895,9.22107,4.87584,0,-72.56,0,1680,1568,0.88235,,,,,
20.482,9.32194,4.55476,9.23144,4.84281,0,-73.0,0,1681,1564,0.928789,,,,,
20.52,9.32984,4.52096,9.2422,4.80725,0,-73.56,0,1681,1561,0.945375,,,,,
20.56,9.33745,4.48445,9.25284,4.77157,0,-73.44,0,1678,1553,1.18172,,,,,
